,reg,target,act,group
0,SWI6,HCM1,True,both
1,SWI6,CLB5,True,both
2,SWI6,PLM2,True,both
3,HCM1,NDD1,True,both
4,SWI6,CLB6,True,both
5,HCM1,FKH1,True,both
6,NRM1,SWI4,False,both
7,MBP1,CLB6,True,both
8,SWI6,CLN1,True,both
9,SWI6,CLN2,True,both
10,STB1,SWI4,False,both
11,SWI6,YOX1,True,both
12,HCM1,FKH2,True,both
13,CLN1,CDH1,False,refs
14,SWI4,YOX1,True,refs
15,CDH1,SWI5,True,refs
16,CDH1,NRM1,False,refs
17,FKH2,CLB2,True,refs
18,SWI6,NRM1,True,refs
19,MBP1,TOS4,True,refs
20,MCM1,CLB2,True,refs
21,PLM2,FKH1,True,refs
22,YOX1,MBP1,False,refs
23,CDC20,SWI5,True,refs
24,STB1,MBP1,False,refs
25,TOS4,NDD1,True,refs
26,CLN2,CDH1,False,refs
27,CLN1,WHI5,False,refs
28,NDD1,CLB2,True,refs
29,TOS4,FKH2,True,refs
30,FKH1,SWI5,True,refs
31,ACE2,CLN3,True,refs
32,FKH2,CDC20,True,refs
33,YOX1,SWI4,False,refs
34,YOX1,SWI6,False,refs
35,SWI4,CLN2,True,refs
36,SWI4,HCM1,True,refs
37,CDH1,MCM1,False,refs
38,CLN1,STB1,False,refs
39,MCM1,CDC20,True,refs
40,FKH1,CLB2,True,refs
41,CLN2,WHI5,False,refs
42,MBP1,CLN1,True,refs
43,MBP1,CLN2,True,refs
44,SWI4,CLB6,True,refs
45,CDH1,YOX1,False,refs
46,PLM2,NDD1,True,refs
47,CDH1,YHP1,False,refs
48,SWI4,CLB5,True,refs
49,SWI6,YHP1,True,refs
50,CLN2,STB1,False,refs
51,PLM2,FKH2,True,refs
52,FKH2,ACE2,True,refs
53,TOS4,MCM1,True,refs
54,MCM1,ACE2,True,refs
55,CDH1,FKH2,False,refs
56,NRM1,MBP1,False,refs
57,YHP1,MBP1,False,refs
58,HCM1,MCM1,True,refs
59,YHP1,SWI4,False,refs
60,NDD1,ACE2,True,refs
61,MBP1,NRM1,True,refs
62,MBP1,CLB5,True,refs
63,NRM1,SWI6,False,refs
64,FKH2,SWI5,True,refs
65,NDD1,CDC20,True,refs
66,SWI4,NRM1,True,refs
67,WHI5,SWI4,False,refs
68,SWI6,TOS4,True,refs
69,CDH1,NDD1,False,refs
70,MCM1,SWI5,True,refs
71,FKH1,CDC20,True,refs
72,STB1,SWI6,False,refs
73,CLN3,STB1,False,refs
74,NDD1,SWI5,True,refs
75,YHP1,SWI6,False,refs
76,CDH1,ACE2,True,refs
77,SWI4,PLM2,True,refs
78,MBP1,YOX1,True,refs
79,MBP1,HCM1,True,refs
80,TOS4,FKH1,True,refs
81,WHI5,MBP1,False,refs
82,MBP1,YHP1,True,refs
83,CLN3,WHI5,False,refs
84,CDC20,ACE2,True,refs
85,SWI5,CLN3,True,refs
86,SWI4,CLN1,True,refs
87,CDH1,FKH1,False,refs
88,PLM2,MCM1,True,refs
89,FKH1,ACE2,True,refs
90,WHI5,SWI6,False,refs
91,MBP1,PLM2,True,refs
92,SWI4,YHP1,True,refs
93,SWI4,TOS4,True,refs
94,YHP1,YOX1,False,grns
95,NRM1,HCM1,False,grns
96,ACE2,SWI5,False,grns
97,NRM1,YHP1,False,grns
98,WHI5,CLB1,False,grns
99,ACE2,ACE2,True,grns
100,HCM1,CLB5,False,grns
101,HCM1,WHI5,True,grns
102,MBP1,CLN1,False,grns
103,NRM1,CDH1,True,grns
104,FKH2,NDD1,False,grns
105,NRM1,STB1,False,grns
106,SWI5,FKH1,True,grns
107,FKH1,FKH1,True,grns
108,HCM1,NRM1,True,grns
109,NRM1,CLB3,False,grns
110,STB1,PLM2,True,grns
111,WHI5,NRM1,False,grns
112,FKH2,TOS4,False,grns
113,NRM1,NDD1,False,grns
114,STB1,CLB6,True,grns
115,HCM1,TOS4,False,grns
116,FKH2,FKH2,True,grns
117,FKH2,CLB6,False,grns
118,HCM1,MBP1,True,grns
119,STB1,NRM1,True,grns
120,WHI5,WHI5,True,grns
121,FKH2,CLB1,False,grns
122,FKH2,CLN3,False,grns
123,MBP1,CLB4,False,grns
124,HCM1,CLN2,False,grns
125,NRM1,CLB6,False,grns
126,WHI5,TOS4,False,grns
127,HCM1,HCM1,True,grns
128,WHI5,YOX1,False,grns
129,YOX1,TOS4,False,grns
130,ACE2,NRM1,False,grns
131,HCM1,YHP1,True,grns
132,YOX1,YOX1,True,grns
133,HCM1,SWI4,False,grns
134,WHI5,YHP1,False,grns
135,YHP1,CLB1,False,grns
136,WHI5,HCM1,False,grns
137,STB1,CLN1,True,grns
138,SWI5,CLB1,False,grns
139,SWI5,SWI5,True,grns
140,HCM1,CLB4,True,grns
141,HCM1,CLB3,True,grns
142,FKH1,MBP1,False,grns
143,HCM1,SWI6,True,grns
144,NRM1,WHI5,False,grns
145,ACE2,PLM2,False,grns
146,NRM1,NRM1,True,grns
147,FKH2,MBP1,False,grns
148,SWI5,CLB5,True,grns
149,YOX1,CLB2,False,grns
150,MBP1,PLM2,False,grns
151,YHP1,CDC20,False,grns
152,FKH1,YHP1,False,grns
153,SWI6,SWI6,True,grns
154,NRM1,YOX1,False,grns
155,SWI5,CDC20,False,grns
