,reg,target,act,group
13,CDH1,YOX1,False,refs
14,MBP1,NRM1,True,refs
15,NDD1,ACE2,True,refs
16,SWI5,CLN3,True,refs
17,YOX1,MBP1,False,refs
18,MBP1,CLB5,True,refs
19,TOS4,NDD1,True,refs
20,CLN3,WHI5,False,refs
21,FKH1,CDC20,True,refs
22,MBP1,TOS4,True,refs
23,WHI5,SWI4,False,refs
24,CDH1,MCM1,False,refs
25,CDH1,SWI5,True,refs
26,NDD1,CDC20,True,refs
27,NRM1,SWI6,False,refs
28,SWI4,YOX1,True,refs
29,STB1,MBP1,False,refs
30,CDH1,FKH2,False,refs
31,MCM1,ACE2,True,refs
32,MBP1,YHP1,True,refs
33,YOX1,SWI4,False,refs
34,CLN1,STB1,False,refs
35,CLN1,CDH1,False,refs
36,NRM1,MBP1,False,refs
37,SWI6,NRM1,True,refs
38,CDH1,ACE2,True,refs
39,MCM1,CDC20,True,refs
40,SWI4,HCM1,True,refs
41,PLM2,MCM1,True,refs
42,CDC20,ACE2,True,refs
43,FKH2,SWI5,True,refs
44,PLM2,FKH2,True,refs
45,SWI4,CLN2,True,refs
46,CDH1,NRM1,False,refs
47,CDH1,YHP1,False,refs
48,CDH1,FKH1,False,refs
49,CDH1,NDD1,False,refs
50,TOS4,MCM1,True,refs
51,MBP1,YOX1,True,refs
52,SWI4,PLM2,True,refs
53,MBP1,CLN1,True,refs
54,SWI4,CLB6,True,refs
55,FKH1,ACE2,True,refs
56,CLN3,STB1,False,refs
57,CLN2,WHI5,False,refs
58,TOS4,FKH2,True,refs
59,FKH2,CLB2,True,refs
60,HCM1,MCM1,True,refs
61,WHI5,SWI6,False,refs
62,SWI6,YHP1,True,refs
63,NDD1,SWI5,True,refs
64,MBP1,HCM1,True,refs
65,WHI5,MBP1,False,refs
66,PLM2,FKH1,True,refs
67,SWI4,NRM1,True,refs
68,PLM2,NDD1,True,refs
69,YHP1,SWI6,False,refs
70,FKH1,CLB2,True,refs
71,MBP1,CLN2,True,refs
72,YOX1,SWI6,False,refs
73,SWI6,TOS4,True,refs
74,NDD1,CLB2,True,refs
75,SWI4,CLB5,True,refs
76,FKH1,SWI5,True,refs
77,MBP1,PLM2,True,refs
78,TOS4,FKH1,True,refs
79,YHP1,MBP1,False,refs
80,MCM1,SWI5,True,refs
81,SWI4,TOS4,True,refs
82,FKH2,ACE2,True,refs
83,CLN1,WHI5,False,refs
84,STB1,SWI6,False,refs
85,CDC20,SWI5,True,refs
86,SWI4,CLN1,True,refs
87,YHP1,SWI4,False,refs
88,MCM1,CLB2,True,refs
89,ACE2,CLN3,True,refs
90,SWI4,YHP1,True,refs
91,CLN2,STB1,False,refs
92,CLN2,CDH1,False,refs
93,FKH2,CDC20,True,refs
94,NRM1,YHP1,False,grns
95,NRM1,NDD1,False,grns
96,HCM1,TOS4,False,grns
97,MBP1,CLN1,False,grns
98,SWI5,CLB1,False,grns
99,NRM1,YOX1,False,grns
100,WHI5,TOS4,False,grns
101,NRM1,CDH1,True,grns
102,SWI5,FKH1,True,grns
103,WHI5,HCM1,False,grns
104,YOX1,YOX1,True,grns
105,ACE2,ACE2,True,grns
106,NRM1,STB1,False,grns
107,NRM1,CLB6,False,grns
108,MBP1,PLM2,False,grns
109,SWI6,SWI6,True,grns
110,HCM1,WHI5,True,grns
111,HCM1,CLB3,True,grns
112,HCM1,HCM1,True,grns
113,HCM1,CLB4,True,grns
114,SWI5,CLB5,True,grns
115,ACE2,SWI5,False,grns
116,YOX1,CLB2,False,grns
117,HCM1,SWI4,False,grns
118,NRM1,WHI5,False,grns
119,WHI5,NRM1,False,grns
120,STB1,CLN1,True,grns
121,WHI5,CLB1,False,grns
122,FKH1,FKH1,True,grns
123,STB1,NRM1,True,grns
124,ACE2,SWI4,False,grns
125,HCM1,NRM1,True,grns
126,WHI5,YHP1,False,grns
127,YOX1,TOS4,False,grns
128,HCM1,SWI6,True,grns
129,HCM1,YHP1,True,grns
130,NRM1,HCM1,False,grns
131,ACE2,NRM1,False,grns
132,WHI5,YOX1,False,grns
133,HCM1,CLN2,False,grns
134,ACE2,CLB6,False,grns
135,NRM1,CLB3,False,grns
136,ACE2,NDD1,False,grns
137,SWI5,SWI5,True,grns
138,STB1,PLM2,True,grns
139,NRM1,NRM1,True,grns
140,YHP1,CLB1,False,grns
141,ACE2,PLM2,False,grns
142,FKH2,CLB1,False,grns
143,FKH1,MBP1,False,grns
144,HCM1,MBP1,True,grns
145,STB1,CLB6,True,grns
146,MBP1,CLB4,False,grns
147,HCM1,CLB5,False,grns
148,YHP1,CDC20,False,grns
149,YHP1,YOX1,False,grns
150,WHI5,WHI5,True,grns
151,SWI5,CDC20,False,grns
