,reg,target,act,type
0,"[SWI4,SWI6]","[CLB5,CLB6]",,True
1,"[SWI4,SWI6]","[CLN1,CLN2]",,True
2,"[SWI4,SWI6]","[HCM1,PLM2,TOS4]",,True
3,"[SWI4,SWI6]","[YOX1,NRM1,YHP1]",,True
4,"[MBP1,SWI6]","[CLB5,CLB6]",,True
5,"[MBP1,SWI6]","[CLN1,CLN2]",,False
6,"[MBP1,SWI6]","[HCM1,PLM2,TOS4]",,False
7,"[MBP1,SWI6]","[CLN1,CLN2]",,True
8,"[MBP1,SWI6]","[HCM1,PLM2,TOS4]",,True
9,"[MBP1,SWI6]","[SWI4,SWI6]",,True
10,"[MBP1,SWI6]","[YOX1,NRM1,YHP1]",,True
11,"[WHI5,STB1]","[HCM1,PLM2,TOS4]",,False
12,"[WHI5,STB1]","[YOX1,NRM1,YHP1]",,False
13,"[WHI5,STB1]","[CLB5,CLB6]",,True
14,"[WHI5,STB1]","[CLN1,CLN2]",,True
15,"[WHI5,STB1]","[YOX1,NRM1,YHP1]",,True
16,"[WHI5,STB1]","[HCM1,PLM2,TOS4]",,True
17,"[WHI5,STB1]","[SWI4,SWI6]",,False
18,"[YOX1,NRM1,YHP1]","[HCM1,PLM2,TOS4]",,False
19,"[YOX1,NRM1,YHP1]","[CLB5,CLB6]",,False
20,"[YOX1,NRM1,YHP1]","[NDD1,FKH1,FKH2]",,False
21,"[YOX1,NRM1,YHP1]","[WHI5,STB1]",,False
22,"[YOX1,NRM1,YHP1]","[SWI4,SWI6]",,False
23,"[HCM1,PLM2,TOS4]","[CLB5,CLB6]",,False
24,"[HCM1,PLM2,TOS4]","[CLN1,CLN2]",,False
25,"[HCM1,PLM2,TOS4]","[NDD1,FKH1,FKH2]",,True
26,"[HCM1,PLM2,TOS4]","[MBP1,SWI6]",,True
27,"[HCM1,PLM2,TOS4]","[YOX1,NRM1,YHP1]",,True
28,"[HCM1,PLM2,TOS4]","[SWI4,SWI6]",,False
29,"[HCM1,PLM2,TOS4]","[SWI4,SWI6]",,True
30,"[HCM1,PLM2,TOS4]","[WHI5,STB1]",,True
31,"[NDD1,FKH1,FKH2]","[MBP1,SWI6]",,False
32,"[NDD1,FKH1,FKH2]","[CLB5,CLB6]",,False
33,"[NDD1,FKH1,FKH2]","[HCM1,PLM2,TOS4]",,False
34,"[SWI5,ACE2]","[CLB5,CLB6]",,True
35,"[SWI5,ACE2]","[NDD1,FKH1,FKH2]",,True
36,"[SWI5,ACE2]","[CLB5,CLB6]",,False
37,"[SWI5,ACE2]","[NDD1,FKH1,FKH2]",,False
38,"[SWI5,ACE2]","[YOX1,NRM1,YHP1]",,False
39,"[SWI5,ACE2]","[HCM1,PLM2,TOS4]",,False
40,"[SWI5,ACE2]","[SWI4,SWI6]",,False
