,reg,target,act,type
0,"[SWI4,SWI6]","[HCM1,PLM2,TOS4]",,True
1,"[SWI4,SWI6]","[CLN1,CLN2]",,True
2,"[SWI4,SWI6]","[CLB5,CLB6]",,True
3,"[SWI4,SWI6]","[YOX1,NRM1,YHP1]",,True
4,"[MBP1,SWI6]","[CLB5,CLB6]",,True
5,"[MBP1,SWI6]","[YOX1,NRM1,YHP1]",,True
6,"[MBP1,SWI6]","[HCM1,PLM2,TOS4]",,True
7,"[MBP1,SWI6]","[CLN1,CLN2]",,True
8,"[CLN1,CLN2]","[WHI5,STB1]",,False
9,"[WHI5,STB1]","[SWI4,SWI6]",,False
10,"[WHI5,STB1]","[MBP1,SWI6]",,False
11,"[WHI5,STB1]","[YOX1,NRM1,YHP1]",,True
12,"[YOX1,NRM1,YHP1]","[SWI4,SWI6]",,False
13,"[YOX1,NRM1,YHP1]","[MBP1,SWI6]",,False
14,"[YOX1,NRM1,YHP1]","[HCM1,PLM2,TOS4]",,False
15,"[HCM1,PLM2,TOS4]","[NDD1,FKH1,FKH2,MCM1]",,True
16,"[NDD1,FKH1,FKH2,MCM1]","[SWI5,ACE2]",,True
17,"[NDD1,FKH1,FKH2,MCM1]",[CLB2],,True
