,reg,target,act,type
0,"[SWI4,SWI6]","[CLB5,CLB6]",,True
1,"[SWI4,SWI6]","[CLN1,CLN2]",,True
2,"[SWI4,SWI6]","[YOX1,NRM1,YHP1]",,True
3,"[MBP1,SWI6]","[CLB5,CLB6]",,True
4,"[MBP1,SWI6]","[YOX1,NRM1,YHP1]",,True
5,"[MBP1,SWI6]","[CLN1,CLN2]",,True
6,"[WHI5,STB1]","[CLB5,CLB6]",,True
7,"[WHI5,STB1]","[CLN1,CLN2]",,True
8,"[WHI5,STB1]","[HCM1,PLM2,TOS4]",,True
9,"[WHI5,STB1]","[YOX1,NRM1,YHP1]",,True
10,"[HCM1,PLM2,TOS4]","[NDD1,FKH1,FKH2,MCM1]",,True
11,"[HCM1,PLM2,TOS4]","[YOX1,NRM1,YHP1]",,True
12,"[HCM1,PLM2,TOS4]","[HCM1,PLM2,TOS4]",,True
13,"[HCM1,PLM2,TOS4]","[SWI4,SWI6]",,True
14,"[HCM1,PLM2,TOS4]","[MBP1,SWI6]",,True
15,"[HCM1,PLM2,TOS4]","[WHI5,STB1]",,True
16,"[NDD1,FKH1,FKH2,MCM1]","[WHI5,STB1]",,True
17,"[NDD1,FKH1,FKH2,MCM1]","[SWI4,SWI6]",,True
