reg,target,type,time
ACE2,CLB2,rep,7.245020813422665
ACE2,CLB6,rep,19.36766418613775
ACE2,NRM1,rep,12.010472532646933
ACE2,PLM2,rep,13.533536469192041
ACE2,SWI4,rep,17.368597518021684
ACE2,SWI5,rep,12.804530240721613
ACE2,YOX1,rep,13.226440751782206
FKH1,CLB4,rep,0.00046606300136398294
FKH1,NDD1,rep,0.5384240542220828
FKH1,NRM1,rep,0.25944775550463245
FKH1,STB1,act,5.448001320079046
FKH2,CDC20,rep,14.788946791283918
FKH2,CLB4,rep,2.077111577856511e-08
FKH2,CLB6,rep,1.737167718663467e-05
FKH2,CLN3,rep,4.982206344126689
FKH2,MBP1,rep,0.04798018554599421
FKH2,PLM2,rep,0.002133158941749349
FKH2,YOX1,rep,2.274773649638183
HCM1,CLB3,act,12.414603753943494
HCM1,CLB4,act,12.933004441152118
HCM1,CLB5,rep,12.778932631950815
HCM1,FKH1,act,14.660579482647119
HCM1,FKH2,act,14.971511460820057
HCM1,NDD1,act,13.428943210250793
HCM1,NRM1,act,12.80993480809441
HCM1,PLM2,act,10.231417157614972
HCM1,SWI6,act,14.757597163517417
HCM1,WHI5,act,13.721120714121232
HCM1,YHP1,act,14.375825157396662
MBP1,ACE2,act,15.247587538028604
MBP1,CLB4,rep,8.19176440158781
MBP1,CLB6,act,6.998166826016906
MBP1,NDD1,rep,5.405589632130451
MBP1,PLM2,rep,11.397066869844727
MBP1,SWI6,rep,6.720627783909128
NRM1,CLB6,rep,12.17625575959935
NRM1,HCM1,rep,9.563709200386095
NRM1,WHI5,rep,15.00785649735987
NRM1,YHP1,rep,10.910505020555425
STB1,CLB6,act,9.959249300830622
STB1,CLN1,act,14.656139085560497
STB1,HCM1,act,11.892704565146168
STB1,NRM1,act,15.636628849188167
STB1,PLM2,act,15.17070799869458
STB1,SWI4,rep,10.089833960016522
STB1,TOS4,act,14.921242832870425
STB1,YHP1,act,7.663800415328458
SWI5,CDC20,rep,15.063218803317387
SWI5,CLB1,rep,15.182415462247354
SWI5,CLN3,act,14.317522094795466
SWI6,CLB5,act,13.863799805503021
SWI6,CLB6,act,12.59690833789443
SWI6,CLN1,act,13.62542561858127
SWI6,CLN2,act,12.037579178527894
SWI6,HCM1,act,15.365626735297397
SWI6,SWI4,act,14.754106001312243
SWI6,YOX1,act,10.19528247880254
WHI5,CLB5,rep,15.248881751719797
WHI5,CLB6,rep,10.11210991139034
WHI5,CLN1,rep,16.15306147365531
WHI5,CLN2,rep,10.07653802308134
WHI5,FKH1,rep,13.155448350980791
WHI5,NRM1,rep,10.093914992142722
WHI5,TOS4,rep,10.165391601991903
WHI5,YOX1,rep,14.996273309886018
YHP1,CLB1,rep,13.545287820389003
YHP1,CLB2,rep,15.008947277519594
YHP1,PLM2,rep,1.3410222939535874
YHP1,YOX1,rep,9.692423671631758
YOX1,CLN3,rep,11.685101567341263
YOX1,YHP1,rep,12.06831552105854
