,reg,target,act,group
0,HCM1,NDD1,True,both
1,SWI6,CLN1,True,both
2,SWI6,HCM1,True,both
3,SWI6,YOX1,True,both
4,SWI6,CLB5,True,both
5,HCM1,FKH1,True,both
6,SWI5,CLN3,True,both
7,MBP1,CLB6,True,both
8,SWI6,CLB6,True,both
9,SWI6,CLN2,True,both
10,STB1,SWI4,False,both
11,HCM1,FKH2,True,both
12,SWI6,PLM2,True,refs
13,NDD1,ACE2,True,refs
14,ACE2,CLN3,True,refs
15,CDC20,SWI5,True,refs
16,SWI4,HCM1,True,refs
17,CLN1,WHI5,False,refs
18,NDD1,SWI5,True,refs
19,PLM2,FKH2,True,refs
20,MCM1,CLB2,True,refs
21,MCM1,ACE2,True,refs
22,FKH1,CDC20,True,refs
23,NRM1,SWI6,False,refs
24,SWI4,YOX1,True,refs
25,CLN2,CDH1,False,refs
26,NRM1,MBP1,False,refs
27,SWI6,YHP1,True,refs
28,WHI5,SWI6,False,refs
29,SWI4,NRM1,True,refs
30,TOS4,MCM1,True,refs
31,CLN3,STB1,False,refs
32,MBP1,YHP1,True,refs
33,CLN3,WHI5,False,refs
34,MBP1,CLN2,True,refs
35,WHI5,MBP1,False,refs
36,PLM2,NDD1,True,refs
37,CDH1,ACE2,True,refs
38,SWI6,NRM1,True,refs
39,NRM1,SWI4,False,refs
40,MBP1,YOX1,True,refs
41,CLN1,CDH1,False,refs
42,SWI4,CLB5,True,refs
43,SWI4,TOS4,True,refs
44,YHP1,SWI4,False,refs
45,MBP1,NRM1,True,refs
46,MCM1,SWI5,True,refs
47,WHI5,SWI4,False,refs
48,FKH2,SWI5,True,refs
49,CDH1,FKH1,False,refs
50,FKH2,CLB2,True,refs
51,FKH2,ACE2,True,refs
52,PLM2,FKH1,True,refs
53,SWI6,TOS4,True,refs
54,CDH1,YHP1,False,refs
55,MBP1,HCM1,True,refs
56,SWI4,CLB6,True,refs
57,MBP1,CLB5,True,refs
58,MBP1,TOS4,True,refs
59,TOS4,FKH1,True,refs
60,FKH1,CLB2,True,refs
61,FKH1,ACE2,True,refs
62,CDH1,YOX1,False,refs
63,CDH1,SWI5,True,refs
64,SWI4,CLN1,True,refs
65,MBP1,PLM2,True,refs
66,CDH1,NDD1,False,refs
67,CDH1,MCM1,False,refs
68,NDD1,CDC20,True,refs
69,TOS4,NDD1,True,refs
70,MCM1,CDC20,True,refs
71,FKH2,CDC20,True,refs
72,MBP1,CLN1,True,refs
73,YHP1,MBP1,False,refs
74,CLN1,STB1,False,refs
75,YOX1,SWI6,False,refs
76,CDH1,FKH2,False,refs
77,FKH1,SWI5,True,refs
78,CDC20,ACE2,True,refs
79,SWI4,YHP1,True,refs
80,NDD1,CLB2,True,refs
81,CLN2,STB1,False,refs
82,STB1,SWI6,False,refs
83,SWI4,CLN2,True,refs
84,YOX1,MBP1,False,refs
85,HCM1,MCM1,True,refs
86,CDH1,NRM1,False,refs
87,STB1,MBP1,False,refs
88,TOS4,FKH2,True,refs
89,PLM2,MCM1,True,refs
90,CLN2,WHI5,False,refs
91,SWI4,PLM2,True,refs
92,YOX1,SWI4,False,refs
93,YHP1,SWI6,False,refs
94,YHP1,CLB2,False,grns
95,FKH2,CLB6,False,grns
96,FKH1,NDD1,False,grns
97,HCM1,PLM2,True,grns
98,FKH2,CLB4,False,grns
99,YHP1,CLB1,False,grns
100,HCM1,WHI5,True,grns
101,HCM1,YHP1,True,grns
102,WHI5,CLB6,False,grns
103,WHI5,FKH1,False,grns
104,SWI5,CLB1,False,grns
105,FKH2,CDC20,False,grns
106,ACE2,CLB2,False,grns
107,STB1,NRM1,True,grns
108,HCM1,SWI6,True,grns
109,HCM1,CLB5,False,grns
110,NRM1,HCM1,False,grns
111,NRM1,YHP1,False,grns
112,STB1,CLB6,True,grns
113,HCM1,CLB3,True,grns
114,ACE2,SWI4,False,grns
115,MBP1,NDD1,False,grns
116,FKH1,NRM1,False,grns
117,FKH2,CLN3,False,grns
118,ACE2,NRM1,False,grns
119,HCM1,NRM1,True,grns
120,NRM1,WHI5,False,grns
121,FKH1,STB1,True,grns
122,SWI5,CDC20,False,grns
123,WHI5,CLN1,False,grns
124,STB1,CLN1,True,grns
125,FKH1,CLB4,False,grns
126,MBP1,ACE2,True,grns
127,FKH2,PLM2,False,grns
128,MBP1,SWI6,False,grns
129,WHI5,CLB5,False,grns
130,MBP1,PLM2,False,grns
131,HCM1,CLB4,True,grns
132,ACE2,PLM2,False,grns
133,WHI5,TOS4,False,grns
134,WHI5,CLN2,False,grns
135,SWI6,SWI4,True,grns
136,FKH2,YOX1,False,grns
137,YHP1,PLM2,False,grns
138,ACE2,YOX1,False,grns
139,STB1,HCM1,True,grns
140,STB1,YHP1,True,grns
141,YHP1,YOX1,False,grns
142,WHI5,YOX1,False,grns
143,NRM1,CLB6,False,grns
144,FKH2,MBP1,False,grns
145,STB1,TOS4,True,grns
146,YOX1,CLN3,False,grns
147,ACE2,SWI5,False,grns
148,STB1,PLM2,True,grns
149,MBP1,CLB4,False,grns
150,YOX1,YHP1,False,grns
151,WHI5,NRM1,False,grns
152,ACE2,CLB6,False,grns
