,reg,target,act,group
0,HCM1,FKH2,True,both
1,SWI6,HCM1,True,both
2,HCM1,NDD1,True,both
3,SWI6,YOX1,True,both
4,STB1,SWI4,False,both
5,NRM1,SWI4,False,both
6,HCM1,FKH1,True,both
7,SWI6,CLB5,True,both
8,SWI6,CLN1,True,both
9,SWI6,CLN2,True,both
10,SWI6,CLB6,True,both
11,MBP1,CLB6,True,both
12,SWI6,PLM2,True,both
13,MBP1,PLM2,True,refs
14,CDH1,FKH2,False,refs
15,MBP1,YOX1,True,refs
16,YOX1,SWI4,False,refs
17,WHI5,SWI6,False,refs
18,FKH1,CDC20,True,refs
19,SWI6,TOS4,True,refs
20,FKH2,ACE2,True,refs
21,NDD1,ACE2,True,refs
22,SWI4,CLN1,True,refs
23,NDD1,CLB2,True,refs
24,TOS4,NDD1,True,refs
25,FKH2,SWI5,True,refs
26,CDH1,NDD1,False,refs
27,HCM1,MCM1,True,refs
28,SWI4,YHP1,True,refs
29,YHP1,MBP1,False,refs
30,SWI4,HCM1,True,refs
31,ACE2,CLN3,True,refs
32,CLN3,STB1,False,refs
33,CDC20,SWI5,True,refs
34,WHI5,SWI4,False,refs
35,MBP1,TOS4,True,refs
36,MBP1,YHP1,True,refs
37,FKH1,ACE2,True,refs
38,YHP1,SWI6,False,refs
39,CDH1,MCM1,False,refs
40,FKH1,CLB2,True,refs
41,CDH1,FKH1,False,refs
42,MCM1,ACE2,True,refs
43,FKH2,CLB2,True,refs
44,FKH1,SWI5,True,refs
45,NDD1,CDC20,True,refs
46,SWI6,YHP1,True,refs
47,NRM1,MBP1,False,refs
48,NDD1,SWI5,True,refs
49,CDH1,YHP1,False,refs
50,SWI4,CLN2,True,refs
51,PLM2,NDD1,True,refs
52,TOS4,FKH2,True,refs
53,YHP1,SWI4,False,refs
54,MBP1,CLN1,True,refs
55,SWI4,NRM1,True,refs
56,CLN3,WHI5,False,refs
57,SWI5,CLN3,True,refs
58,SWI4,PLM2,True,refs
59,CLN1,STB1,False,refs
60,TOS4,MCM1,True,refs
61,MBP1,HCM1,True,refs
62,TOS4,FKH1,True,refs
63,YOX1,SWI6,False,refs
64,SWI4,YOX1,True,refs
65,PLM2,FKH2,True,refs
66,CDH1,ACE2,True,refs
67,MCM1,CDC20,True,refs
68,CLN2,STB1,False,refs
69,CDH1,SWI5,True,refs
70,PLM2,MCM1,True,refs
71,CDC20,ACE2,True,refs
72,YOX1,MBP1,False,refs
73,CLN1,WHI5,False,refs
74,CDH1,YOX1,False,refs
75,MBP1,NRM1,True,refs
76,STB1,SWI6,False,refs
77,SWI4,CLB5,True,refs
78,SWI6,NRM1,True,refs
79,SWI4,TOS4,True,refs
80,STB1,MBP1,False,refs
81,SWI4,CLB6,True,refs
82,CDH1,NRM1,False,refs
83,NRM1,SWI6,False,refs
84,FKH2,CDC20,True,refs
85,WHI5,MBP1,False,refs
86,MBP1,CLN2,True,refs
87,PLM2,FKH1,True,refs
88,MCM1,CLB2,True,refs
89,CLN1,CDH1,False,refs
90,CLN2,CDH1,False,refs
91,MCM1,SWI5,True,refs
92,MBP1,CLB5,True,refs
93,CLN2,WHI5,False,refs
94,HCM1,YHP1,True,grns
95,HCM1,CLB5,False,grns
96,FKH1,MBP1,False,grns
97,FKH2,CLB1,False,grns
98,FKH2,MBP1,False,grns
99,NRM1,NDD1,False,grns
100,HCM1,TOS4,False,grns
101,ACE2,SWI5,False,grns
102,HCM1,SWI6,True,grns
103,NRM1,STB1,False,grns
104,HCM1,SWI4,False,grns
105,YOX1,TOS4,False,grns
106,WHI5,TOS4,False,grns
107,WHI5,YHP1,False,grns
108,HCM1,CLB3,True,grns
109,FKH2,CLN3,False,grns
110,NRM1,CLB6,False,grns
111,SWI5,CDC20,False,grns
112,NRM1,WHI5,False,grns
113,WHI5,CLB1,False,grns
114,YHP1,YOX1,False,grns
115,WHI5,YOX1,False,grns
116,YHP1,CLB1,False,grns
117,HCM1,MBP1,True,grns
118,YHP1,CDC20,False,grns
119,YOX1,CLB2,False,grns
120,STB1,NRM1,True,grns
121,NRM1,YHP1,False,grns
122,SWI5,CLB1,False,grns
123,MBP1,CLB4,False,grns
124,MBP1,PLM2,False,grns
125,ACE2,NRM1,False,grns
126,WHI5,HCM1,False,grns
127,NRM1,HCM1,False,grns
128,NRM1,YOX1,False,grns
129,MBP1,CLN1,False,grns
130,FKH2,NDD1,False,grns
131,SWI5,CLB5,True,grns
132,FKH2,CLB6,False,grns
133,SWI5,FKH1,True,grns
134,STB1,CLB6,True,grns
135,ACE2,NDD1,False,grns
136,ACE2,CLB6,False,grns
137,HCM1,NRM1,True,grns
138,STB1,PLM2,True,grns
139,STB1,CLN1,True,grns
140,HCM1,CLN2,False,grns
141,ACE2,SWI4,False,grns
142,FKH2,TOS4,False,grns
143,ACE2,PLM2,False,grns
144,HCM1,CLB4,True,grns
145,HCM1,WHI5,True,grns
146,WHI5,NRM1,False,grns
