,reg,target,act,group
0,SWI6,CLN1,True,both
1,NRM1,SWI4,False,both
2,SWI6,HCM1,True,both
3,HCM1,NDD1,True,both
4,HCM1,FKH2,True,both
5,HCM1,FKH1,True,both
6,SWI6,YOX1,True,both
7,STB1,SWI4,False,both
8,MBP1,CLB6,True,both
9,SWI6,CLB6,True,both
10,SWI6,CLN2,True,both
11,SWI6,PLM2,True,both
12,SWI6,CLB5,True,both
13,WHI5,SWI4,False,refs
14,SWI6,TOS4,True,refs
15,CDH1,SWI5,True,refs
16,MBP1,CLN1,True,refs
17,NDD1,SWI5,True,refs
18,CDH1,YOX1,False,refs
19,CDH1,NRM1,False,refs
20,CLN1,CDH1,False,refs
21,FKH1,CLB2,True,refs
22,STB1,SWI6,False,refs
23,TOS4,FKH2,True,refs
24,SWI4,PLM2,True,refs
25,SWI4,NRM1,True,refs
26,YHP1,MBP1,False,refs
27,MCM1,ACE2,True,refs
28,HCM1,MCM1,True,refs
29,CDC20,SWI5,True,refs
30,MBP1,YHP1,True,refs
31,SWI4,YOX1,True,refs
32,CLN2,STB1,False,refs
33,SWI4,CLB5,True,refs
34,TOS4,MCM1,True,refs
35,STB1,MBP1,False,refs
36,SWI5,CLN3,True,refs
37,MBP1,NRM1,True,refs
38,FKH2,CDC20,True,refs
39,SWI4,CLN1,True,refs
40,SWI6,YHP1,True,refs
41,FKH2,CLB2,True,refs
42,ACE2,CLN3,True,refs
43,WHI5,MBP1,False,refs
44,SWI4,CLN2,True,refs
45,NRM1,SWI6,False,refs
46,FKH1,ACE2,True,refs
47,CLN2,WHI5,False,refs
48,MBP1,CLB5,True,refs
49,NDD1,CLB2,True,refs
50,TOS4,FKH1,True,refs
51,MCM1,SWI5,True,refs
52,YHP1,SWI6,False,refs
53,CDH1,NDD1,False,refs
54,NDD1,ACE2,True,refs
55,WHI5,SWI6,False,refs
56,CDH1,FKH2,False,refs
57,SWI4,HCM1,True,refs
58,NRM1,MBP1,False,refs
59,YOX1,MBP1,False,refs
60,SWI4,CLB6,True,refs
61,CDH1,YHP1,False,refs
62,MBP1,PLM2,True,refs
63,MBP1,YOX1,True,refs
64,YOX1,SWI6,False,refs
65,MCM1,CLB2,True,refs
66,CLN1,STB1,False,refs
67,SWI4,TOS4,True,refs
68,FKH2,ACE2,True,refs
69,PLM2,NDD1,True,refs
70,CLN3,STB1,False,refs
71,MBP1,HCM1,True,refs
72,CDH1,ACE2,True,refs
73,CLN2,CDH1,False,refs
74,PLM2,FKH1,True,refs
75,SWI4,YHP1,True,refs
76,FKH1,SWI5,True,refs
77,NDD1,CDC20,True,refs
78,PLM2,MCM1,True,refs
79,SWI6,NRM1,True,refs
80,CLN3,WHI5,False,refs
81,CLN1,WHI5,False,refs
82,MBP1,TOS4,True,refs
83,MBP1,CLN2,True,refs
84,FKH1,CDC20,True,refs
85,CDC20,ACE2,True,refs
86,YOX1,SWI4,False,refs
87,TOS4,NDD1,True,refs
88,CDH1,FKH1,False,refs
89,MCM1,CDC20,True,refs
90,PLM2,FKH2,True,refs
91,FKH2,SWI5,True,refs
92,CDH1,MCM1,False,refs
93,YHP1,SWI4,False,refs
94,FKH1,FKH1,True,grns
95,FKH1,MBP1,False,grns
96,HCM1,CLB5,False,grns
97,YHP1,YOX1,False,grns
98,HCM1,MBP1,True,grns
99,HCM1,CLB4,True,grns
100,WHI5,CLB1,False,grns
101,WHI5,YHP1,False,grns
102,NRM1,CLB6,False,grns
103,ACE2,SWI5,False,grns
104,FKH2,CLB1,False,grns
105,HCM1,NRM1,True,grns
106,SWI5,CLB5,True,grns
107,HCM1,WHI5,True,grns
108,SWI6,SWI6,True,grns
109,SWI5,FKH1,True,grns
110,HCM1,YHP1,True,grns
111,SWI5,CDC20,False,grns
112,HCM1,SWI6,True,grns
113,FKH2,CLN3,False,grns
114,ACE2,ACE2,True,grns
115,YOX1,CLB2,False,grns
116,NRM1,NDD1,False,grns
117,SWI5,SWI5,True,grns
118,STB1,CLB6,True,grns
119,WHI5,HCM1,False,grns
120,YOX1,TOS4,False,grns
121,NRM1,WHI5,False,grns
122,WHI5,YOX1,False,grns
123,WHI5,WHI5,True,grns
124,STB1,CLN1,True,grns
125,ACE2,CLB6,False,grns
126,NRM1,YOX1,False,grns
127,HCM1,CLB3,True,grns
128,SWI5,CLB1,False,grns
129,FKH2,FKH2,True,grns
130,MBP1,CLB4,False,grns
131,MBP1,CLN1,False,grns
132,FKH2,CLB6,False,grns
133,HCM1,HCM1,True,grns
134,HCM1,TOS4,False,grns
135,ACE2,NDD1,False,grns
136,HCM1,CLN2,False,grns
137,STB1,PLM2,True,grns
138,ACE2,NRM1,False,grns
139,YHP1,CDC20,False,grns
140,NRM1,YHP1,False,grns
141,NRM1,NRM1,True,grns
142,ACE2,SWI4,False,grns
143,FKH2,MBP1,False,grns
144,STB1,NRM1,True,grns
145,ACE2,PLM2,False,grns
146,WHI5,TOS4,False,grns
147,HCM1,SWI4,False,grns
148,FKH2,TOS4,False,grns
149,NRM1,STB1,False,grns
150,WHI5,NRM1,False,grns
151,NRM1,HCM1,False,grns
152,YOX1,YOX1,True,grns
153,MBP1,PLM2,False,grns
154,YHP1,CLB1,False,grns
155,FKH2,NDD1,False,grns
