,reg,target,act,group
0,HCM1,NDD1,True,refs
1,FKH1,SWI5,True,refs
2,CLN1,STB1,False,refs
3,NDD1,CLB2,True,refs
4,SWI6,CLB6,True,refs
5,HCM1,FKH1,True,refs
6,CLN3,STB1,False,refs
7,YHP1,MBP1,False,refs
8,YHP1,SWI6,False,refs
9,NDD1,CDC20,True,refs
10,SWI4,CLN1,True,refs
11,SWI6,YHP1,True,refs
12,NDD1,SWI5,True,refs
13,MBP1,NRM1,True,refs
14,SWI4,YOX1,True,refs
15,STB1,SWI4,False,refs
16,SWI6,PLM2,True,refs
17,MBP1,YOX1,True,refs
18,ACE2,CLN3,True,refs
19,SWI4,YHP1,True,refs
20,CDH1,NDD1,False,refs
21,SWI6,CLB5,True,refs
22,HCM1,FKH2,True,refs
23,CDC20,ACE2,True,refs
24,MCM1,SWI5,True,refs
25,MCM1,CLB2,True,refs
26,SWI4,PLM2,True,refs
27,YOX1,SWI4,False,refs
28,CLN1,CDH1,False,refs
29,MBP1,PLM2,True,refs
30,CDH1,MCM1,False,refs
31,FKH2,CLB2,True,refs
32,TOS4,NDD1,True,refs
33,SWI4,CLB5,True,refs
34,TOS4,FKH1,True,refs
35,NRM1,SWI6,False,refs
36,FKH2,SWI5,True,refs
37,CDH1,YHP1,False,refs
38,TOS4,MCM1,True,refs
39,FKH2,ACE2,True,refs
40,SWI6,NRM1,True,refs
41,SWI6,YOX1,True,refs
42,FKH1,ACE2,True,refs
43,PLM2,FKH1,True,refs
44,CLN2,STB1,False,refs
45,CLN1,WHI5,False,refs
46,CLN3,WHI5,False,refs
47,YOX1,SWI6,False,refs
48,HCM1,MCM1,True,refs
49,SWI6,CLN2,True,refs
50,CLN2,WHI5,False,refs
51,PLM2,FKH2,True,refs
52,TOS4,FKH2,True,refs
53,SWI6,HCM1,True,refs
54,NRM1,SWI4,False,refs
55,WHI5,MBP1,False,refs
56,SWI5,CLN3,True,refs
57,SWI4,CLN2,True,refs
58,MBP1,CLN1,True,refs
59,SWI4,NRM1,True,refs
60,WHI5,SWI6,False,refs
61,NDD1,ACE2,True,refs
62,CDC20,SWI5,True,refs
63,SWI4,CLB6,True,refs
64,MBP1,CLN2,True,refs
65,SWI4,HCM1,True,refs
66,MBP1,HCM1,True,refs
67,CDH1,FKH1,False,refs
68,SWI6,TOS4,True,refs
69,MBP1,CLB6,True,refs
70,MCM1,CDC20,True,refs
71,MBP1,YHP1,True,refs
72,MCM1,ACE2,True,refs
73,CDH1,ACE2,True,refs
74,CDH1,SWI5,True,refs
75,NRM1,MBP1,False,refs
76,FKH2,CDC20,True,refs
77,YHP1,SWI4,False,refs
78,CLN2,CDH1,False,refs
79,STB1,MBP1,False,refs
80,STB1,SWI6,False,refs
81,PLM2,NDD1,True,refs
82,SWI4,TOS4,True,refs
83,FKH1,CDC20,True,refs
84,CDH1,NRM1,False,refs
85,MBP1,TOS4,True,refs
86,CDH1,YOX1,False,refs
87,CDH1,FKH2,False,refs
88,MBP1,CLB5,True,refs
89,FKH1,CLB2,True,refs
90,YOX1,MBP1,False,refs
91,PLM2,MCM1,True,refs
92,SWI6,CLN1,True,refs
93,WHI5,SWI4,False,refs
94,NRM1,STB1,True,grns
95,FKH1,STB1,True,grns
96,YHP1,YOX1,True,grns
97,NRM1,HCM1,True,grns
98,FKH1,CLB6,True,grns
99,FKH2,YOX1,True,grns
100,STB1,YHP1,True,grns
