,reg,target,act,group
0,MBP1,CLB5,True,both
1,MBP1,CLB6,True,both
2,FKH2,CLB2,True,both
3,MBP1,YOX1,True,both
4,MBP1,TOS4,True,both
5,CLN3,WHI5,False,refs
6,FKH1,SWI5,True,refs
7,NRM1,SWI4,False,refs
8,NDD1,SWI5,True,refs
9,NDD1,CLB2,True,refs
10,SWI6,CLB6,True,refs
11,STB1,MBP1,False,refs
12,FKH1,CDC20,True,refs
13,CLN3,STB1,False,refs
14,CDH1,ACE2,True,refs
15,MBP1,HCM1,True,refs
16,NDD1,CDC20,True,refs
17,TOS4,NDD1,True,refs
18,WHI5,SWI4,False,refs
19,NRM1,SWI6,False,refs
20,CDH1,FKH2,False,refs
21,SWI4,YHP1,True,refs
22,TOS4,FKH2,True,refs
23,SWI4,PLM2,True,refs
24,MCM1,CLB2,True,refs
25,SWI6,CLN1,True,refs
26,SWI6,YOX1,True,refs
27,FKH1,CLB2,True,refs
28,MCM1,ACE2,True,refs
29,HCM1,FKH1,True,refs
30,TOS4,FKH1,True,refs
31,SWI6,CLN2,True,refs
32,STB1,SWI6,False,refs
33,CDH1,FKH1,False,refs
34,CLN2,STB1,False,refs
35,FKH1,ACE2,True,refs
36,CLN1,WHI5,False,refs
37,HCM1,FKH2,True,refs
38,SWI5,CLN3,True,refs
39,CDH1,NDD1,False,refs
40,NDD1,ACE2,True,refs
41,PLM2,MCM1,True,refs
42,MBP1,NRM1,True,refs
43,CLN2,CDH1,False,refs
44,YHP1,MBP1,False,refs
45,SWI6,NRM1,True,refs
46,TOS4,MCM1,True,refs
47,MBP1,CLN2,True,refs
48,SWI6,YHP1,True,refs
49,FKH2,CDC20,True,refs
50,PLM2,NDD1,True,refs
51,SWI4,HCM1,True,refs
52,YOX1,SWI6,False,refs
53,MBP1,CLN1,True,refs
54,HCM1,NDD1,True,refs
55,YOX1,MBP1,False,refs
56,NRM1,MBP1,False,refs
57,MBP1,YHP1,True,refs
58,CDH1,YOX1,False,refs
59,FKH2,SWI5,True,refs
60,CDH1,SWI5,True,refs
61,CLN1,STB1,False,refs
62,CDH1,NRM1,False,refs
63,YOX1,SWI4,False,refs
64,SWI6,PLM2,True,refs
65,SWI4,TOS4,True,refs
66,WHI5,MBP1,False,refs
67,FKH2,ACE2,True,refs
68,PLM2,FKH2,True,refs
69,CDC20,SWI5,True,refs
70,CLN1,CDH1,False,refs
71,SWI4,CLN1,True,refs
72,YHP1,SWI4,False,refs
73,SWI6,TOS4,True,refs
74,SWI4,YOX1,True,refs
75,CDC20,ACE2,True,refs
76,ACE2,CLN3,True,refs
77,MCM1,SWI5,True,refs
78,SWI6,HCM1,True,refs
79,SWI4,NRM1,True,refs
80,SWI4,CLB5,True,refs
81,STB1,SWI4,False,refs
82,PLM2,FKH1,True,refs
83,YHP1,SWI6,False,refs
84,MBP1,PLM2,True,refs
85,HCM1,MCM1,True,refs
86,CDH1,YHP1,False,refs
87,SWI4,CLB6,True,refs
88,SWI6,CLB5,True,refs
89,SWI4,CLN2,True,refs
90,MCM1,CDC20,True,refs
91,CLN2,WHI5,False,refs
92,WHI5,SWI6,False,refs
93,CDH1,MCM1,False,refs
94,FKH1,FKH2,False,grns
95,FKH1,NDD1,True,grns
96,YOX1,YHP1,False,grns
97,FKH2,SWI6,False,grns
98,MBP1,CLN1,False,grns
99,YHP1,YOX1,False,grns
100,FKH2,WHI5,True,grns
101,WHI5,HCM1,False,grns
102,MBP1,CDC20,False,grns
103,MBP1,NDD1,False,grns
104,MBP1,CLB1,False,grns
105,YHP1,CLB1,False,grns
106,FKH2,MBP1,False,grns
107,FKH2,STB1,True,grns
108,FKH2,SWI5,False,grns
109,MBP1,NRM1,False,grns
110,FKH1,CLB6,True,grns
111,NRM1,FKH1,False,grns
112,NRM1,STB1,False,grns
113,MBP1,PLM2,False,grns
114,MBP1,SWI4,True,grns
115,FKH1,STB1,True,grns
116,YHP1,PLM2,False,grns
117,SWI5,MBP1,False,grns
118,WHI5,NRM1,False,grns
119,WHI5,YHP1,False,grns
120,MBP1,SWI6,False,grns
121,MBP1,CLB4,False,grns
122,NRM1,HCM1,False,grns
123,FKH2,CLN3,False,grns
124,FKH2,ACE2,False,grns
125,WHI5,CLN2,False,grns
126,ACE2,SWI4,False,grns
127,STB1,YHP1,True,grns
