,reg,target,act,group
0,MBP1,YOX1,True,both
1,MBP1,CLB6,True,both
2,MBP1,CLB5,True,both
3,FKH1,ACE2,True,refs
4,FKH1,CLB2,True,refs
5,PLM2,FKH2,True,refs
6,WHI5,SWI6,False,refs
7,SWI4,PLM2,True,refs
8,MBP1,PLM2,True,refs
9,CDH1,ACE2,True,refs
10,NDD1,CDC20,True,refs
11,SWI6,CLN2,True,refs
12,HCM1,FKH1,True,refs
13,CLN1,STB1,False,refs
14,SWI5,CLN3,True,refs
15,CLN3,WHI5,False,refs
16,MBP1,CLN1,True,refs
17,SWI6,CLB5,True,refs
18,FKH2,SWI5,True,refs
19,CDH1,YOX1,False,refs
20,SWI6,CLN1,True,refs
21,NRM1,SWI4,False,refs
22,CLN1,WHI5,False,refs
23,TOS4,NDD1,True,refs
24,SWI4,YHP1,True,refs
25,MCM1,ACE2,True,refs
26,CDC20,SWI5,True,refs
27,SWI4,HCM1,True,refs
28,MBP1,HCM1,True,refs
29,CDH1,NRM1,False,refs
30,NDD1,SWI5,True,refs
31,FKH1,CDC20,True,refs
32,CDH1,FKH2,False,refs
33,HCM1,NDD1,True,refs
34,SWI4,YOX1,True,refs
35,SWI4,TOS4,True,refs
36,FKH2,ACE2,True,refs
37,SWI6,YHP1,True,refs
38,FKH2,CLB2,True,refs
39,SWI4,NRM1,True,refs
40,STB1,MBP1,False,refs
41,NRM1,SWI6,False,refs
42,MBP1,NRM1,True,refs
43,PLM2,FKH1,True,refs
44,MBP1,CLN2,True,refs
45,YHP1,MBP1,False,refs
46,SWI4,CLB5,True,refs
47,SWI6,YOX1,True,refs
48,MCM1,SWI5,True,refs
49,FKH2,CDC20,True,refs
50,CLN1,CDH1,False,refs
51,SWI4,CLN1,True,refs
52,SWI6,TOS4,True,refs
53,CDH1,MCM1,False,refs
54,TOS4,FKH2,True,refs
55,YOX1,SWI4,False,refs
56,CDH1,YHP1,False,refs
57,NRM1,MBP1,False,refs
58,STB1,SWI4,False,refs
59,SWI6,NRM1,True,refs
60,WHI5,MBP1,False,refs
61,YHP1,SWI4,False,refs
62,HCM1,FKH2,True,refs
63,SWI6,PLM2,True,refs
64,MCM1,CLB2,True,refs
65,PLM2,NDD1,True,refs
66,CDH1,FKH1,False,refs
67,CLN2,CDH1,False,refs
68,SWI4,CLB6,True,refs
69,YOX1,SWI6,False,refs
70,PLM2,MCM1,True,refs
71,TOS4,MCM1,True,refs
72,MBP1,YHP1,True,refs
73,WHI5,SWI4,False,refs
74,CLN2,STB1,False,refs
75,ACE2,CLN3,True,refs
76,NDD1,CLB2,True,refs
77,CDH1,SWI5,True,refs
78,YHP1,SWI6,False,refs
79,FKH1,SWI5,True,refs
80,STB1,SWI6,False,refs
81,HCM1,MCM1,True,refs
82,CDC20,ACE2,True,refs
83,SWI4,CLN2,True,refs
84,CLN2,WHI5,False,refs
85,SWI6,CLB6,True,refs
86,NDD1,ACE2,True,refs
87,SWI6,HCM1,True,refs
88,MCM1,CDC20,True,refs
89,MBP1,TOS4,True,refs
90,CDH1,NDD1,False,refs
91,TOS4,FKH1,True,refs
92,YOX1,MBP1,False,refs
93,CLN3,STB1,False,refs
94,FKH2,YOX1,False,grns
95,NRM1,STB1,False,grns
96,MBP1,SWI4,True,grns
97,MBP1,CDC20,False,grns
98,FKH1,CLB6,False,grns
99,STB1,YHP1,True,grns
100,MBP1,NDD1,False,grns
101,YHP1,YOX1,False,grns
