,reg,target,act,group
0,SWI6,PLM2,True,both
1,SWI6,HCM1,True,both
2,SWI6,YOX1,True,both
3,HCM1,FKH1,True,both
4,SWI6,CLB5,True,both
5,SWI6,CLB6,True,both
6,MBP1,CLB6,True,both
7,STB1,SWI4,False,both
8,SWI6,CLN1,True,both
9,SWI6,CLN2,True,both
10,NRM1,SWI4,False,both
11,HCM1,FKH2,True,both
12,HCM1,NDD1,True,both
13,MBP1,YOX1,True,refs
14,FKH1,ACE2,True,refs
15,CLN3,STB1,False,refs
16,MCM1,CDC20,True,refs
17,WHI5,SWI4,False,refs
18,MBP1,CLB5,True,refs
19,SWI4,PLM2,True,refs
20,MBP1,PLM2,True,refs
21,YHP1,SWI6,False,refs
22,FKH1,SWI5,True,refs
23,YHP1,SWI4,False,refs
24,NDD1,CDC20,True,refs
25,SWI4,YHP1,True,refs
26,SWI5,CLN3,True,refs
27,PLM2,FKH2,True,refs
28,SWI6,TOS4,True,refs
29,SWI4,CLB6,True,refs
30,SWI4,CLN2,True,refs
31,SWI6,NRM1,True,refs
32,PLM2,FKH1,True,refs
33,MCM1,SWI5,True,refs
34,CDH1,FKH2,False,refs
35,NRM1,MBP1,False,refs
36,TOS4,MCM1,True,refs
37,FKH2,ACE2,True,refs
38,PLM2,MCM1,True,refs
39,MBP1,YHP1,True,refs
40,FKH1,CLB2,True,refs
41,MCM1,ACE2,True,refs
42,FKH2,SWI5,True,refs
43,HCM1,MCM1,True,refs
44,NRM1,SWI6,False,refs
45,MBP1,CLN2,True,refs
46,CDC20,ACE2,True,refs
47,CDH1,YHP1,False,refs
48,YOX1,SWI6,False,refs
49,SWI4,NRM1,True,refs
50,STB1,SWI6,False,refs
51,TOS4,NDD1,True,refs
52,SWI4,HCM1,True,refs
53,NDD1,ACE2,True,refs
54,CDH1,ACE2,True,refs
55,WHI5,SWI6,False,refs
56,CDH1,NDD1,False,refs
57,SWI4,TOS4,True,refs
58,MBP1,TOS4,True,refs
59,FKH1,CDC20,True,refs
60,NDD1,SWI5,True,refs
61,CDH1,SWI5,True,refs
62,WHI5,MBP1,False,refs
63,FKH2,CLB2,True,refs
64,TOS4,FKH1,True,refs
65,MBP1,NRM1,True,refs
66,CLN2,CDH1,False,refs
67,YHP1,MBP1,False,refs
68,PLM2,NDD1,True,refs
69,CLN1,CDH1,False,refs
70,MBP1,HCM1,True,refs
71,MCM1,CLB2,True,refs
72,YOX1,MBP1,False,refs
73,CDH1,NRM1,False,refs
74,CDC20,SWI5,True,refs
75,CLN2,STB1,False,refs
76,SWI4,YOX1,True,refs
77,SWI4,CLB5,True,refs
78,CDH1,YOX1,False,refs
79,STB1,MBP1,False,refs
80,ACE2,CLN3,True,refs
81,NDD1,CLB2,True,refs
82,CLN1,STB1,False,refs
83,CDH1,FKH1,False,refs
84,TOS4,FKH2,True,refs
85,CLN3,WHI5,False,refs
86,SWI4,CLN1,True,refs
87,SWI6,YHP1,True,refs
88,MBP1,CLN1,True,refs
89,FKH2,CDC20,True,refs
90,CLN2,WHI5,False,refs
91,YOX1,SWI4,False,refs
92,CDH1,MCM1,False,refs
93,CLN1,WHI5,False,refs
94,HCM1,NRM1,True,grns
95,SWI6,SWI6,True,grns
96,FKH2,CLB6,False,grns
97,MBP1,CLN1,False,grns
98,HCM1,CLB3,True,grns
99,WHI5,NRM1,False,grns
100,FKH2,CLB1,False,grns
101,NRM1,WHI5,False,grns
102,NRM1,YOX1,False,grns
103,NRM1,HCM1,False,grns
104,WHI5,WHI5,True,grns
105,HCM1,HCM1,True,grns
106,NRM1,NDD1,False,grns
107,HCM1,MBP1,True,grns
108,STB1,CLN1,True,grns
109,ACE2,SWI5,False,grns
110,YHP1,CDC20,False,grns
111,HCM1,SWI4,False,grns
112,HCM1,WHI5,True,grns
113,FKH1,MBP1,False,grns
114,WHI5,CLB1,False,grns
115,NRM1,NRM1,True,grns
116,HCM1,CLN2,False,grns
117,HCM1,CLB4,True,grns
118,SWI5,CDC20,False,grns
119,YOX1,TOS4,False,grns
120,YHP1,CLB1,False,grns
121,ACE2,SWI4,False,grns
122,SWI5,FKH1,True,grns
123,ACE2,NRM1,False,grns
124,WHI5,YOX1,False,grns
125,NRM1,YHP1,False,grns
126,FKH2,NDD1,False,grns
127,ACE2,ACE2,True,grns
128,FKH2,MBP1,False,grns
129,STB1,CLB6,True,grns
130,SWI5,CLB5,True,grns
131,MBP1,CLB4,False,grns
132,SWI5,CLB1,False,grns
133,STB1,NRM1,True,grns
134,WHI5,HCM1,False,grns
135,HCM1,YHP1,True,grns
136,YOX1,YOX1,True,grns
137,FKH2,CLN3,False,grns
138,FKH2,FKH2,True,grns
139,MBP1,PLM2,False,grns
140,NRM1,CLB6,False,grns
141,FKH1,YHP1,False,grns
142,NRM1,STB1,False,grns
143,HCM1,SWI6,True,grns
144,YOX1,CLB2,False,grns
145,WHI5,YHP1,False,grns
146,YHP1,YOX1,False,grns
147,HCM1,CLB5,False,grns
148,WHI5,TOS4,False,grns
149,FKH2,TOS4,False,grns
150,NRM1,CDH1,True,grns
151,NRM1,CLB3,False,grns
152,SWI5,SWI5,True,grns
153,FKH1,FKH1,True,grns
154,ACE2,PLM2,False,grns
155,HCM1,TOS4,False,grns
156,STB1,PLM2,True,grns
