,start,end,path,graph,sign,time
0,ACE2,ACE2,"['ACE2', 'ACE2']",grn,act,3.1031079145178246
1,ACE2,CDC20,"['ACE2', 'SWI5', 'CDC20']",grn,act,16.456993181011025
2,ACE2,CLB1,"['ACE2', 'SWI5', 'CLB1']",grn,act,15.426362129409036
3,ACE2,CLB5,"['ACE2', 'SWI5', 'CLB5']",grn,rep,16.9295703702631
4,ACE2,CLB6,"['ACE2', 'CLB6']",grn,rep,17.35961238473839
5,ACE2,CLN3,"['ACE2', 'CLN3']",ref,act,
6,ACE2,MBP1,"['ACE2', 'CLN3', 'STB1', 'MBP1']",ref,act,
7,ACE2,NDD1,"['ACE2', 'NDD1']",grn,rep,18.086962048854303
8,ACE2,NRM1,"['ACE2', 'NRM1']",grn,rep,0.04130119300589384
9,ACE2,PLM2,"['ACE2', 'PLM2']",grn,rep,0.0018587680417473547
10,ACE2,STB1,"['ACE2', 'CLN3', 'STB1']",ref,rep,
11,ACE2,SWI4,"['ACE2', 'SWI4']",grn,rep,15.084577053588445
12,ACE2,SWI4,"['ACE2', 'CLN3', 'STB1', 'SWI4']",ref,act,
13,ACE2,SWI5,"['ACE2', 'SWI5']",grn,rep,0.20880314274089207
14,ACE2,SWI6,"['ACE2', 'CLN3', 'STB1', 'SWI6']",ref,act,
15,ACE2,WHI5,"['ACE2', 'CLN3', 'WHI5']",ref,rep,
16,CDC20,ACE2,"['CDC20', 'ACE2']",ref,act,
17,CDC20,SWI5,"['CDC20', 'SWI5']",ref,act,
18,CDH1,ACE2,"['CDH1', 'ACE2']",ref,act,
19,CDH1,ACE2,"['CDH1', 'NDD1', 'ACE2']",ref,rep,
20,CDH1,ACE2,"['CDH1', 'NDD1', 'CDC20', 'ACE2']",ref,rep,
21,CDH1,ACE2,"['CDH1', 'MCM1', 'ACE2']",ref,rep,
22,CDH1,ACE2,"['CDH1', 'MCM1', 'CDC20', 'ACE2']",ref,rep,
23,CDH1,CDC20,"['CDH1', 'NDD1', 'CDC20']",ref,rep,
24,CDH1,CDC20,"['CDH1', 'MCM1', 'CDC20']",ref,rep,
25,CDH1,CLB2,"['CDH1', 'NDD1', 'CLB2']",ref,rep,
26,CDH1,CLB2,"['CDH1', 'MCM1', 'CLB2']",ref,rep,
27,CDH1,CLB5,"['CDH1', 'YHP1', 'SWI4', 'CLB5']",ref,act,
28,CDH1,CLB5,"['CDH1', 'YHP1', 'SWI6', 'CLB5']",ref,act,
29,CDH1,CLB5,"['CDH1', 'YHP1', 'MBP1', 'CLB5']",ref,act,
30,CDH1,CLB6,"['CDH1', 'YHP1', 'SWI4', 'CLB6']",ref,act,
31,CDH1,CLB6,"['CDH1', 'YHP1', 'SWI6', 'CLB6']",ref,act,
32,CDH1,CLB6,"['CDH1', 'YHP1', 'MBP1', 'CLB6']",ref,act,
33,CDH1,CLN1,"['CDH1', 'YHP1', 'SWI4', 'CLN1']",ref,act,
34,CDH1,CLN1,"['CDH1', 'YHP1', 'SWI6', 'CLN1']",ref,act,
35,CDH1,CLN1,"['CDH1', 'YHP1', 'MBP1', 'CLN1']",ref,rep,
36,CDH1,CLN1,"['CDH1', 'YHP1', 'MBP1', 'CLN1']",ref,act,
37,CDH1,CLN2,"['CDH1', 'YHP1', 'SWI4', 'CLN2']",ref,act,
38,CDH1,CLN2,"['CDH1', 'YHP1', 'SWI6', 'CLN2']",ref,act,
39,CDH1,CLN2,"['CDH1', 'YHP1', 'MBP1', 'CLN2']",ref,act,
40,CDH1,FKH1,"['CDH1', 'FKH1']",ref,rep,
41,CDH1,FKH2,"['CDH1', 'FKH2']",ref,rep,
42,CDH1,HCM1,"['CDH1', 'YHP1', 'SWI4', 'HCM1']",ref,act,
43,CDH1,HCM1,"['CDH1', 'YHP1', 'SWI6', 'HCM1']",ref,act,
44,CDH1,HCM1,"['CDH1', 'YHP1', 'MBP1', 'HCM1']",ref,act,
45,CDH1,MBP1,"['CDH1', 'YHP1', 'MBP1']",ref,act,
46,CDH1,MCM1,"['CDH1', 'MCM1']",ref,rep,
47,CDH1,NDD1,"['CDH1', 'NDD1']",ref,rep,
48,CDH1,NRM1,"['CDH1', 'NRM1']",ref,rep,
49,CDH1,PLM2,"['CDH1', 'YHP1', 'SWI4', 'PLM2']",ref,act,
50,CDH1,PLM2,"['CDH1', 'YHP1', 'SWI6', 'PLM2']",ref,act,
51,CDH1,PLM2,"['CDH1', 'YHP1', 'MBP1', 'PLM2']",ref,rep,
52,CDH1,PLM2,"['CDH1', 'YHP1', 'MBP1', 'PLM2']",ref,act,
53,CDH1,SWI4,"['CDH1', 'YHP1', 'SWI4']",ref,act,
54,CDH1,SWI5,"['CDH1', 'SWI5']",ref,act,
55,CDH1,SWI5,"['CDH1', 'NDD1', 'SWI5']",ref,rep,
56,CDH1,SWI5,"['CDH1', 'NDD1', 'CDC20', 'SWI5']",ref,rep,
57,CDH1,SWI5,"['CDH1', 'MCM1', 'SWI5']",ref,rep,
58,CDH1,SWI5,"['CDH1', 'MCM1', 'CDC20', 'SWI5']",ref,rep,
59,CDH1,SWI6,"['CDH1', 'YHP1', 'SWI6']",ref,act,
60,CDH1,TOS4,"['CDH1', 'YHP1', 'SWI4', 'TOS4']",ref,act,
61,CDH1,TOS4,"['CDH1', 'YHP1', 'MBP1', 'TOS4']",ref,act,
62,CDH1,YHP1,"['CDH1', 'YHP1']",ref,rep,
63,CDH1,YOX1,"['CDH1', 'YOX1']",ref,rep,
64,CDH1,YOX1,"['CDH1', 'YHP1', 'SWI4', 'YOX1']",ref,act,
65,CDH1,YOX1,"['CDH1', 'YHP1', 'MBP1', 'YOX1']",ref,act,
66,CLN1,ACE2,"['CLN1', 'CDH1', 'ACE2']",ref,rep,
67,CLN1,ACE2,"['CLN1', 'CDH1', 'NDD1', 'ACE2']",ref,act,
68,CLN1,ACE2,"['CLN1', 'CDH1', 'MCM1', 'ACE2']",ref,act,
69,CLN1,CDC20,"['CLN1', 'CDH1', 'NDD1', 'CDC20']",ref,act,
70,CLN1,CDC20,"['CLN1', 'CDH1', 'MCM1', 'CDC20']",ref,act,
71,CLN1,CDH1,"['CLN1', 'CDH1']",ref,rep,
72,CLN1,CLB2,"['CLN1', 'CDH1', 'NDD1', 'CLB2']",ref,act,
73,CLN1,CLB2,"['CLN1', 'CDH1', 'MCM1', 'CLB2']",ref,act,
74,CLN1,CLB5,"['CLN1', 'STB1', 'SWI6', 'CLB5']",ref,act,
75,CLN1,CLB6,"['CLN1', 'STB1', 'SWI6', 'CLB6']",ref,act,
76,CLN1,CLB6,"['CLN1', 'STB1', 'MBP1', 'CLB6']",ref,act,
77,CLN1,FKH1,"['CLN1', 'CDH1', 'FKH1']",ref,act,
78,CLN1,FKH2,"['CLN1', 'CDH1', 'FKH2']",ref,act,
79,CLN1,HCM1,"['CLN1', 'STB1', 'SWI4', 'HCM1']",ref,act,
80,CLN1,MBP1,"['CLN1', 'STB1', 'MBP1']",ref,act,
81,CLN1,MBP1,"['CLN1', 'CDH1', 'YHP1', 'MBP1']",ref,rep,
82,CLN1,MCM1,"['CLN1', 'CDH1', 'MCM1']",ref,act,
83,CLN1,NDD1,"['CLN1', 'CDH1', 'NDD1']",ref,act,
84,CLN1,NRM1,"['CLN1', 'CDH1', 'NRM1']",ref,act,
