,start,end,path,graph,sign,time
0,ACE2,CDC20,"['ACE2', 'SWI5', 'CDC20']",grn,act,16.456993476699967
1,ACE2,CLB1,"['ACE2', 'NRM1', 'HCM1', 'FKH2', 'CLB1']",grn,rep,24.13380251147674
2,ACE2,CLB1,"['ACE2', 'SWI5', 'CLB1']",grn,act,15.426362129447147
3,ACE2,CLB3,"['ACE2', 'NRM1', 'HCM1', 'CLB3']",grn,act,21.751734448708234
4,ACE2,CLB4,"['ACE2', 'NRM1', 'HCM1', 'CLB4']",grn,act,22.403503216378752
5,ACE2,CLB5,"['ACE2', 'NRM1', 'HCM1', 'CLB5']",grn,rep,9.928962220266603
6,ACE2,CLB5,"['ACE2', 'SWI5', 'CLB5']",grn,rep,16.929570373828604
7,ACE2,CLB5,"['ACE2', 'CLN3', 'STB1', 'SWI4', 'CLB5']",ref,act,
8,ACE2,CLB5,"['ACE2', 'CLN3', 'STB1', 'SWI6', 'CLB5']",ref,act,
9,ACE2,CLB5,"['ACE2', 'CLN3', 'STB1', 'MBP1', 'CLB5']",ref,act,
10,ACE2,CLB6,"['ACE2', 'CLB6']",grn,rep,17.359612368263523
11,ACE2,CLB6,"['ACE2', 'NRM1', 'CLB6']",grn,act,12.178105659187471
12,ACE2,CLB6,"['ACE2', 'NRM1', 'HCM1', 'FKH2', 'CLB6']",grn,rep,39.09187387101251
13,ACE2,CLB6,"['ACE2', 'CLN3', 'STB1', 'SWI4', 'CLB6']",ref,act,
14,ACE2,CLB6,"['ACE2', 'CLN3', 'STB1', 'SWI6', 'CLB6']",ref,act,
15,ACE2,CLB6,"['ACE2', 'CLN3', 'STB1', 'MBP1', 'CLB6']",ref,act,
16,ACE2,CLN1,"['ACE2', 'CLN3', 'STB1', 'SWI4', 'CLN1']",ref,act,
17,ACE2,CLN1,"['ACE2', 'CLN3', 'STB1', 'SWI6', 'CLN1']",ref,act,
18,ACE2,CLN1,"['ACE2', 'CLN3', 'STB1', 'MBP1', 'CLN1']",ref,rep,
19,ACE2,CLN1,"['ACE2', 'CLN3', 'STB1', 'MBP1', 'CLN1']",ref,act,
20,ACE2,CLN2,"['ACE2', 'NRM1', 'HCM1', 'CLN2']",grn,rep,9.833656292655462
21,ACE2,CLN2,"['ACE2', 'CLN3', 'STB1', 'SWI4', 'CLN2']",ref,act,
22,ACE2,CLN2,"['ACE2', 'CLN3', 'STB1', 'SWI6', 'CLN2']",ref,act,
23,ACE2,CLN2,"['ACE2', 'CLN3', 'STB1', 'MBP1', 'CLN2']",ref,act,
24,ACE2,CLN3,"['ACE2', 'NRM1', 'HCM1', 'FKH2', 'CLN3']",grn,rep,29.115504578941245
25,ACE2,CLN3,"['ACE2', 'CLN3']",ref,act,
26,ACE2,FKH1,"['ACE2', 'NRM1', 'HCM1', 'FKH1']",grn,act,24.196829827230566
27,ACE2,FKH1,"['ACE2', 'SWI5', 'FKH1']",grn,rep,5.825762721414608
28,ACE2,FKH2,"['ACE2', 'NRM1', 'HCM1', 'FKH2']",grn,act,24.133802504604873
29,ACE2,HCM1,"['ACE2', 'NRM1', 'HCM1']",grn,act,9.743996222421755
30,ACE2,HCM1,"['ACE2', 'CLN3', 'STB1', 'SWI4', 'HCM1']",ref,act,
31,ACE2,HCM1,"['ACE2', 'CLN3', 'STB1', 'SWI6', 'HCM1']",ref,act,
32,ACE2,HCM1,"['ACE2', 'CLN3', 'STB1', 'MBP1', 'HCM1']",ref,act,
33,ACE2,MBP1,"['ACE2', 'CLN3', 'STB1', 'MBP1']",ref,act,
34,ACE2,NDD1,"['ACE2', 'NDD1']",grn,rep,18.08703346887457
35,ACE2,NDD1,"['ACE2', 'NRM1', 'NDD1']",grn,act,3.823776016298346
36,ACE2,NRM1,"['ACE2', 'NRM1']",grn,rep,0.04130119308286168
37,ACE2,NRM1,"['ACE2', 'CLN3', 'STB1', 'SWI4', 'NRM1']",ref,act,
38,ACE2,NRM1,"['ACE2', 'CLN3', 'STB1', 'MBP1', 'NRM1']",ref,act,
39,ACE2,PLM2,"['ACE2', 'PLM2']",grn,rep,0.0018587687283225323
40,ACE2,PLM2,"['ACE2', 'CLN3', 'STB1', 'SWI4', 'PLM2']",ref,act,
41,ACE2,PLM2,"['ACE2', 'CLN3', 'STB1', 'SWI6', 'PLM2']",ref,act,
42,ACE2,PLM2,"['ACE2', 'CLN3', 'STB1', 'MBP1', 'PLM2']",ref,rep,
43,ACE2,PLM2,"['ACE2', 'CLN3', 'STB1', 'MBP1', 'PLM2']",ref,act,
44,ACE2,STB1,"['ACE2', 'CLN3', 'STB1']",ref,rep,
45,ACE2,SWI4,"['ACE2', 'SWI4']",grn,rep,15.084576810693514
46,ACE2,SWI4,"['ACE2', 'CLN3', 'STB1', 'SWI4']",ref,act,
47,ACE2,SWI5,"['ACE2', 'SWI5']",grn,rep,0.20880314274449774
48,ACE2,SWI6,"['ACE2', 'CLN3', 'STB1', 'SWI6']",ref,act,
49,ACE2,TOS4,"['ACE2', 'CLN3', 'STB1', 'SWI4', 'TOS4']",ref,act,
50,ACE2,TOS4,"['ACE2', 'CLN3', 'STB1', 'MBP1', 'TOS4']",ref,act,
51,ACE2,WHI5,"['ACE2', 'CLN3', 'WHI5']",ref,rep,
52,ACE2,YHP1,"['ACE2', 'CLN3', 'STB1', 'SWI4', 'YHP1']",ref,act,
53,ACE2,YHP1,"['ACE2', 'CLN3', 'STB1', 'MBP1', 'YHP1']",ref,act,
54,ACE2,YOX1,"['ACE2', 'CLN3', 'STB1', 'SWI4', 'YOX1']",ref,act,
55,ACE2,YOX1,"['ACE2', 'CLN3', 'STB1', 'MBP1', 'YOX1']",ref,act,
56,CDC20,ACE2,"['CDC20', 'ACE2']",ref,act,
57,CDC20,SWI5,"['CDC20', 'SWI5']",ref,act,
58,CDH1,ACE2,"['CDH1', 'ACE2']",ref,act,
59,CDH1,ACE2,"['CDH1', 'NDD1', 'ACE2']",ref,rep,
60,CDH1,ACE2,"['CDH1', 'NDD1', 'CDC20', 'ACE2']",ref,rep,
61,CDH1,ACE2,"['CDH1', 'MCM1', 'ACE2']",ref,rep,
62,CDH1,ACE2,"['CDH1', 'MCM1', 'CDC20', 'ACE2']",ref,rep,
63,CDH1,CDC20,"['CDH1', 'NDD1', 'CDC20']",ref,rep,
64,CDH1,CDC20,"['CDH1', 'MCM1', 'CDC20']",ref,rep,
65,CDH1,CLB2,"['CDH1', 'NDD1', 'CLB2']",ref,rep,
66,CDH1,CLB2,"['CDH1', 'MCM1', 'CLB2']",ref,rep,
67,CDH1,CLB5,"['CDH1', 'YHP1', 'SWI4', 'CLB5']",ref,act,
68,CDH1,CLB5,"['CDH1', 'YHP1', 'SWI6', 'CLB5']",ref,act,
69,CDH1,CLB5,"['CDH1', 'YHP1', 'MBP1', 'CLB5']",ref,act,
70,CDH1,CLB6,"['CDH1', 'YHP1', 'SWI4', 'CLB6']",ref,act,
71,CDH1,CLB6,"['CDH1', 'YHP1', 'SWI6', 'CLB6']",ref,act,
72,CDH1,CLB6,"['CDH1', 'YHP1', 'MBP1', 'CLB6']",ref,act,
73,CDH1,CLN1,"['CDH1', 'YHP1', 'SWI4', 'CLN1']",ref,act,
74,CDH1,CLN1,"['CDH1', 'YHP1', 'SWI6', 'CLN1']",ref,act,
75,CDH1,CLN1,"['CDH1', 'YHP1', 'MBP1', 'CLN1']",ref,rep,
76,CDH1,CLN1,"['CDH1', 'YHP1', 'MBP1', 'CLN1']",ref,act,
77,CDH1,CLN2,"['CDH1', 'YHP1', 'SWI4', 'CLN2']",ref,act,
78,CDH1,CLN2,"['CDH1', 'YHP1', 'SWI6', 'CLN2']",ref,act,
79,CDH1,CLN2,"['CDH1', 'YHP1', 'MBP1', 'CLN2']",ref,act,
80,CDH1,FKH1,"['CDH1', 'FKH1']",ref,rep,
81,CDH1,FKH1,"['CDH1', 'YHP1', 'SWI4', 'HCM1', 'FKH1']",ref,act,
82,CDH1,FKH1,"['CDH1', 'YHP1', 'SWI4', 'PLM2', 'FKH1']",ref,act,
83,CDH1,FKH1,"['CDH1', 'YHP1', 'SWI4', 'TOS4', 'FKH1']",ref,act,
84,CDH1,FKH1,"['CDH1', 'YHP1', 'SWI6', 'HCM1', 'FKH1']",ref,act,
85,CDH1,FKH1,"['CDH1', 'YHP1', 'SWI6', 'PLM2', 'FKH1']",ref,act,
86,CDH1,FKH1,"['CDH1', 'YHP1', 'MBP1', 'PLM2', 'FKH1']",ref,rep,
87,CDH1,FKH1,"['CDH1', 'YHP1', 'MBP1', 'HCM1', 'FKH1']",ref,act,
88,CDH1,FKH1,"['CDH1', 'YHP1', 'MBP1', 'PLM2', 'FKH1']",ref,act,
89,CDH1,FKH1,"['CDH1', 'YHP1', 'MBP1', 'TOS4', 'FKH1']",ref,act,
90,CDH1,FKH2,"['CDH1', 'FKH2']",ref,rep,
91,CDH1,FKH2,"['CDH1', 'YHP1', 'SWI4', 'HCM1', 'FKH2']",ref,act,
92,CDH1,FKH2,"['CDH1', 'YHP1', 'SWI4', 'PLM2', 'FKH2']",ref,act,
93,CDH1,FKH2,"['CDH1', 'YHP1', 'SWI4', 'TOS4', 'FKH2']",ref,act,
94,CDH1,FKH2,"['CDH1', 'YHP1', 'SWI6', 'HCM1', 'FKH2']",ref,act,
95,CDH1,FKH2,"['CDH1', 'YHP1', 'SWI6', 'PLM2', 'FKH2']",ref,act,
96,CDH1,FKH2,"['CDH1', 'YHP1', 'MBP1', 'PLM2', 'FKH2']",ref,rep,
97,CDH1,FKH2,"['CDH1', 'YHP1', 'MBP1', 'HCM1', 'FKH2']",ref,act,
98,CDH1,FKH2,"['CDH1', 'YHP1', 'MBP1', 'PLM2', 'FKH2']",ref,act,
