,reg,target,act,group
0,STB1,SWI4,False,both
1,WHI5,SWI6,False,refs
2,FKH1,CDC20,True,refs
3,CDC20,ACE2,True,refs
4,CLN1,WHI5,False,refs
5,CDH1,ACE2,True,refs
6,CLN2,CDH1,False,refs
7,CDH1,YOX1,False,refs
8,CDH1,FKH2,False,refs
9,FKH1,CLB2,True,refs
10,MCM1,ACE2,True,refs
11,CLN3,STB1,False,refs
12,CDH1,FKH1,False,refs
13,CDC20,SWI5,True,refs
14,CDH1,SWI5,True,refs
15,NDD1,ACE2,True,refs
16,CLN1,STB1,False,refs
17,WHI5,SWI4,False,refs
18,MCM1,SWI5,True,refs
19,FKH2,ACE2,True,refs
20,CDH1,MCM1,False,refs
21,CLN1,CDH1,False,refs
22,STB1,SWI6,False,refs
23,NDD1,SWI5,True,refs
24,MCM1,CLB2,True,refs
25,FKH1,ACE2,True,refs
26,MCM1,CDC20,True,refs
27,FKH2,SWI5,True,refs
28,CLN2,WHI5,False,refs
29,STB1,MBP1,False,refs
30,CLN2,STB1,False,refs
31,WHI5,MBP1,False,refs
32,FKH1,SWI5,True,refs
33,CDH1,NRM1,False,refs
34,NDD1,CLB2,True,refs
35,CLN3,WHI5,False,refs
36,FKH2,CDC20,True,refs
37,NDD1,CDC20,True,refs
38,FKH2,CLB2,True,refs
39,CDH1,YHP1,False,refs
40,CDH1,NDD1,False,refs
41,ACE2,NRM1,False,grns
42,FKH2,FKH2,True,grns
43,FKH2,CLB6,False,grns
44,HCM1,TOS4,False,grns
45,SWI6,CLN1,True,grns
46,ACE2,SWI4,False,grns
47,HCM1,CLB5,False,grns
48,NRM1,CLB6,False,grns
49,ACE2,SWI5,False,grns
50,SWI6,CLB5,True,grns
51,YOX1,YOX1,True,grns
52,SWI5,SWI5,True,grns
53,NRM1,SWI4,False,grns
54,STB1,PLM2,True,grns
55,SWI5,CLB1,False,grns
56,WHI5,NRM1,False,grns
57,SWI6,SWI6,True,grns
58,HCM1,HCM1,True,grns
59,STB1,CLN1,True,grns
60,NRM1,YHP1,False,grns
61,ACE2,ACE2,True,grns
62,NRM1,NDD1,False,grns
63,FKH2,NDD1,False,grns
64,FKH2,CLN3,False,grns
65,ACE2,PLM2,False,grns
66,HCM1,NRM1,True,grns
67,HCM1,YHP1,True,grns
68,MBP1,CLB4,False,grns
69,FKH2,TOS4,False,grns
70,MBP1,PLM2,False,grns
71,NRM1,HCM1,False,grns
72,YHP1,CDC20,False,grns
73,YHP1,YOX1,False,grns
74,WHI5,WHI5,True,grns
75,FKH1,FKH1,True,grns
76,FKH1,YHP1,False,grns
77,HCM1,CLB4,True,grns
78,MBP1,CLN1,False,grns
79,WHI5,HCM1,False,grns
80,NRM1,YOX1,False,grns
81,YOX1,TOS4,False,grns
82,FKH2,CLB1,False,grns
83,SWI6,CLB6,True,grns
84,HCM1,NDD1,True,grns
85,FKH2,MBP1,False,grns
86,WHI5,YHP1,False,grns
87,YOX1,CLB2,False,grns
88,STB1,CLB6,True,grns
89,NRM1,CDH1,True,grns
90,SWI5,FKH1,True,grns
91,HCM1,WHI5,True,grns
92,WHI5,TOS4,False,grns
93,HCM1,SWI4,False,grns
94,MBP1,CLB6,True,grns
95,HCM1,FKH2,True,grns
96,SWI5,CLB5,True,grns
97,YHP1,CLB1,False,grns
98,NRM1,CLB3,False,grns
99,FKH1,MBP1,False,grns
100,STB1,NRM1,True,grns
101,NRM1,STB1,False,grns
102,NRM1,NRM1,True,grns
103,HCM1,MBP1,True,grns
104,HCM1,FKH1,True,grns
105,SWI6,HCM1,True,grns
106,NRM1,WHI5,False,grns
107,WHI5,YOX1,False,grns
108,SWI6,CLN2,True,grns
109,WHI5,CLB1,False,grns
110,HCM1,CLB3,True,grns
111,SWI6,PLM2,True,grns
112,SWI6,YOX1,True,grns
113,HCM1,SWI6,True,grns
114,HCM1,CLN2,False,grns
115,SWI5,CDC20,False,grns
