,reg,target,act,group
0,SWI6,CLB5,True,both
1,HCM1,FKH1,True,both
2,HCM1,FKH2,True,both
3,HCM1,NDD1,True,both
4,SWI6,CLB6,True,both
5,SWI6,CLN1,True,both
6,SWI6,YOX1,True,both
7,MBP1,CLB6,True,both
8,YHP1,SWI4,False,both
9,YOX1,SWI4,False,both
10,SWI6,CLN2,True,both
11,FKH1,ACE2,True,refs
12,CDH1,NDD1,False,refs
13,HCM1,MCM1,True,refs
14,WHI5,SWI6,False,refs
15,CLN1,WHI5,False,refs
16,WHI5,SWI4,False,refs
17,CLN3,WHI5,False,refs
18,FKH2,SWI5,True,refs
19,FKH2,ACE2,True,refs
20,SWI6,TOS4,True,refs
21,MCM1,CDC20,True,refs
22,PLM2,FKH2,True,refs
23,SWI4,PLM2,True,refs
24,SWI4,CLB6,True,refs
25,MBP1,CLB5,True,refs
26,SWI4,CLN2,True,refs
27,TOS4,FKH1,True,refs
28,MBP1,TOS4,True,refs
29,SWI6,NRM1,True,refs
30,NDD1,SWI5,True,refs
31,CDH1,YOX1,False,refs
32,SWI4,HCM1,True,refs
33,NRM1,SWI4,False,refs
34,MBP1,NRM1,True,refs
35,FKH1,SWI5,True,refs
36,CDH1,FKH2,False,refs
37,PLM2,MCM1,True,refs
38,SWI6,YHP1,True,refs
39,CDH1,YHP1,False,refs
40,MCM1,ACE2,True,refs
41,CDH1,SWI5,True,refs
42,CDH1,FKH1,False,refs
43,STB1,MBP1,False,refs
44,CDC20,ACE2,True,refs
45,YHP1,MBP1,False,refs
46,MBP1,CLN2,True,refs
47,FKH2,CLB2,True,refs
48,MBP1,YHP1,True,refs
49,CLN2,CDH1,False,refs
50,CLN3,STB1,False,refs
51,TOS4,FKH2,True,refs
52,SWI4,NRM1,True,refs
53,SWI4,CLN1,True,refs
54,NDD1,CLB2,True,refs
55,MBP1,YOX1,True,refs
56,ACE2,CLN3,True,refs
57,MCM1,SWI5,True,refs
58,CDC20,SWI5,True,refs
59,FKH1,CLB2,True,refs
60,MBP1,PLM2,True,refs
61,PLM2,NDD1,True,refs
62,SWI4,YHP1,True,refs
63,YOX1,MBP1,False,refs
64,YHP1,SWI6,False,refs
65,PLM2,FKH1,True,refs
66,STB1,SWI4,False,refs
67,MBP1,HCM1,True,refs
68,CLN2,WHI5,False,refs
69,FKH2,CDC20,True,refs
70,SWI4,TOS4,True,refs
71,NRM1,SWI6,False,refs
72,SWI4,CLB5,True,refs
73,CDH1,MCM1,False,refs
74,NDD1,CDC20,True,refs
75,WHI5,MBP1,False,refs
76,CLN2,STB1,False,refs
77,SWI4,YOX1,True,refs
78,CLN1,CDH1,False,refs
79,STB1,SWI6,False,refs
80,SWI6,PLM2,True,refs
81,TOS4,MCM1,True,refs
82,MCM1,CLB2,True,refs
83,FKH1,CDC20,True,refs
84,CDH1,ACE2,True,refs
85,YOX1,SWI6,False,refs
86,CDH1,NRM1,False,refs
87,SWI6,HCM1,True,refs
88,TOS4,NDD1,True,refs
89,NRM1,MBP1,False,refs
90,MBP1,CLN1,True,refs
91,NDD1,ACE2,True,refs
92,CLN1,STB1,False,refs
93,SWI5,CLN3,True,refs
94,HCM1,NRM1,True,grns
95,YOX1,CDC20,False,grns
96,YHP1,CDC20,False,grns
97,HCM1,CDH1,False,grns
98,STB1,NRM1,True,grns
99,YHP1,PLM2,False,grns
100,NRM1,CDH1,True,grns
101,YHP1,ACE2,True,grns
102,FKH2,STB1,True,grns
103,NRM1,CLB6,False,grns
104,FKH2,PLM2,False,grns
105,YOX1,YOX1,True,grns
106,YHP1,CLB1,False,grns
107,WHI5,YOX1,False,grns
108,NRM1,NDD1,False,grns
109,NRM1,YHP1,False,grns
110,NRM1,NRM1,True,grns
111,SWI5,SWI5,True,grns
112,WHI5,WHI5,True,grns
113,FKH1,FKH1,True,grns
114,NRM1,CLB5,False,grns
115,NRM1,PLM2,False,grns
116,NRM1,TOS4,False,grns
117,HCM1,CLB2,False,grns
118,HCM1,YHP1,True,grns
119,NRM1,CLN2,False,grns
120,ACE2,ACE2,True,grns
121,FKH2,MBP1,False,grns
122,STB1,PLM2,True,grns
123,SWI6,SWI6,True,grns
124,FKH1,CLN2,True,grns
125,YOX1,NDD1,True,grns
126,YHP1,NDD1,True,grns
127,HCM1,WHI5,True,grns
128,YHP1,YOX1,False,grns
129,NRM1,HCM1,False,grns
130,YHP1,CLN3,False,grns
131,NRM1,YOX1,False,grns
132,YOX1,CLB2,False,grns
133,FKH2,FKH2,True,grns
134,HCM1,MBP1,True,grns
135,HCM1,CLB3,True,grns
136,NRM1,STB1,False,grns
137,YHP1,CLB2,False,grns
138,HCM1,HCM1,True,grns
139,YOX1,CLN3,False,grns
140,HCM1,CLB4,True,grns
141,HCM1,SWI6,True,grns
