Genes,peak_time,Distance
SEC17,4.0,3.9711509599551813
RPN11,4.0,3.8910949491543003
YKL018C-A,4.0,4.041350009687484
SHP1,4.0,4.232977687245385
MVB12,4.0,3.907594027386862
HAA1,4.0,4.198772375991052
YMR111C,4.0,4.129681940846934
IRA1,4.0,3.695348493460049
RPL15B,5.0,4.119102702356585
ODC1,5.0,4.111557179360101
HNT1,5.0,4.123737406284156
RGA2,5.0,3.4878276060788806
YRB30,5.0,3.5793095253706335
MAG1,5.0,4.072002676642102
NUR1,5.0,3.377670798465306
TAF9,5.0,4.100066630195406
RPT2,5.0,3.929530991708825
VPS45,5.0,3.7339397416012248
VMA4,5.0,4.191815705379236
GYP6,5.0,2.7566789833830834
CDC37,5.0,3.078622252180069
RPN7,5.0,3.7267593832453128
IES2,5.0,3.7082262846893665
MCM4,5.0,3.270584778892303
MDG1,5.0,3.777698673282291
CAJ1,5.0,3.808393526287221
YDL119C,6.0,3.746468952832412
PIL1,6.0,3.8451038497876837
RPN8,6.0,3.839172533854663
COQ2,6.0,4.030206320815748
SSQ1,6.0,4.025147772098215
FAS1,6.0,3.8487355684706053
AIM41,6.0,4.218280771052477
RPT6,6.0,3.9970510940680484
ERV1,6.0,4.1923091709952125
NBP2,6.0,2.8054308346554064
PRE10,6.0,4.229412691992755
PCP1,6.0,3.2429820574793773
RPN13,6.0,4.1316183717197
HST4,6.0,3.953764318429462
NSE3,6.0,3.622796741463343
FMP27,6.0,4.117577564906042
FPR3,7.0,3.7700673984688864
NAS6,7.0,3.772292698240279
RPT4,7.0,3.7746925955874753
TIM23,7.0,4.115615785787177
NIS1,7.0,3.931136325611496
MTF2,7.0,3.9661914158665628
SKP1,7.0,4.17443412928091
MCM2,7.0,3.1583963320802235
MCM5,7.0,3.3784402175784662
BRR6,7.0,4.188529997326386
RPN6,8.0,3.8683530638539576
MEH1,8.0,4.096982623937729
TRX3,8.0,3.927328104882614
GDH1,8.0,4.056169637930593
TIP1,8.0,3.5184196296026737
GAT1,8.0,4.054241776995373
MCM6,8.0,3.8983503264277917
VPS4,8.0,4.025597156841176
MTG1,8.0,4.039237756225412
SSO1,8.0,4.0069551279623
PAR32,8.0,3.860602139841615
MRPL1,8.0,3.7357699757391147
HSP150,8.0,2.5102209427546134
RAM1,8.0,4.191737949518352
MSA1,8.0,3.16759221108114
LDH1,8.0,4.2001389795398465
AMN1,8.0,4.17604408949219
IAH1,8.0,2.8280524746214124
RPN1,8.0,4.244590439354901
CWC15,9.0,4.100928586563559
CCP1,9.0,4.214964221687088
SNC1,9.0,4.140170171929368
BUG1,9.0,3.389271023280585
FAA3,9.0,4.05111095317419
ENT1,9.0,3.488925471635689
PIG1,9.0,4.013416571060041
COQ5,9.0,3.4752639631510784
MED4,10.0,4.045735061449116
MCM3,10.0,3.7679936393604008
ALG12,10.0,4.2264241071398825
CAB3,10.0,4.2018265774782515
CPR2,10.0,3.428067504412623
COX18,10.0,3.79365848872633
POF1,10.0,3.9910989406224275
EOS1,11.0,4.138250718731882
YDR248C,11.0,3.9666075891181327
FPR2,11.0,3.9755042458035885
OPT2,11.0,3.9757835745726156
TOP1,11.0,4.02612421987649
RVB1,11.0,3.997333747482455
AIM43,11.0,4.2308818532212555
HST2,12.0,4.120708786025985
SEC72,12.0,3.8769739423642275
CPS1,12.0,3.436597559236905
MTC1,12.0,3.140285142657231
GCD7,12.0,4.226635799997105
SEN15,12.0,3.8224609073349165
SWC5,13.0,3.971711158998458
GIT1,13.0,4.088295144055578
BFR1,13.0,3.824385003932048
YOR131C,13.0,3.4847687898538253
SPC3,13.0,4.116501917080013
YGR042W,13.0,3.4557214455128
YLR049C,13.0,4.181527185130988
MET8,13.0,3.819947485674186
FDC1,14.0,3.488293953115897
PFY1,14.0,4.247059319834257
FAR8,14.0,3.352731812608735
GEF1,14.0,4.066063680146016
MSS18,15.0,3.6814702486712165
YGL185C,16.0,3.243387057368672
AUS1,16.0,3.646050383687198
YNR061C,16.0,4.239195311116295
CAB4,16.0,3.558761028078086
HCR1,16.0,4.172947160712456
SOD1,16.0,4.162294530931761
YLL064C,17.0,3.933299937193621
PHO8,17.0,2.9223772752058608
YEL077C,17.0,3.7763418118394143
APN1,17.0,3.8919866611132496
NRK1,17.0,4.02586483340549
BUD9,17.0,3.9323882616514823
YAL044W-A,17.0,4.0963482651749805
AIM11,17.0,4.181854932022566
ACB1,17.0,4.111827811242608
YBR071W,18.0,4.185900757820673
YHR214C-B,18.0,4.108851393475393
YFL067W,18.0,4.1234384529149555
ADO1,18.0,4.201893852135717
RNH70,18.0,3.4105231622751204
PSD1,18.0,3.8876914167640426
TAE2,18.0,3.9692169102752186
YKR070W,19.0,3.142875246204564
POB3,19.0,3.9547311949251838
YBL113C,19.0,4.019742043794373
YMR178W,19.0,4.157653911653772
SWI4,19.0,3.97501023685597
LOA1,19.0,4.17459154401986
RLF2,19.0,3.6095986701166383
TRR1,20.0,4.189361847728686
GRX3,20.0,3.919673798072964
PEX18,20.0,4.050566791270447
HPA3,20.0,4.110044012556665
YMR166C,20.0,4.033125204162949
FLC1,21.0,4.236608442770435
ECO1,21.0,3.8087571515838654
HEM15,21.0,4.066427140471898
TRM10,21.0,4.028415888270368
EUG1,21.0,3.7307758289128916
TDA11,21.0,3.0462703610698467
CPT1,21.0,3.294190762593318
ASF1,21.0,3.761437414306883
YER152C,21.0,3.6937137584330078
LPP1,21.0,2.954624833204507
ZIM17,21.0,3.499968360939395
CTM1,21.0,4.202960403173023
SGT2,21.0,3.919474165902989
GPI16,21.0,3.810988710886669
NBP1,21.0,4.163171249631197
GET3,22.0,3.4473137269216076
NPY1,22.0,3.970973499929979
YOL159C-A,22.0,3.8858785547080634
SLD2,22.0,4.204460226236105
YOR032W-A,22.0,4.071423409053224
PMT6,22.0,3.9328128365690054
HCH1,22.0,3.808942888898862
CKB1,22.0,4.247076229352382
EPT1,22.0,3.7198956904958265
DSS4,22.0,3.5622506753711964
NSE4,23.0,3.5604211152351786
RAD51,23.0,3.542649499479365
ERP3,23.0,3.821750705240403
TOF1,23.0,4.237925261154837
YDR541C,23.0,3.9663802307723333
PEX11,23.0,3.7679518409048325
YBL010C,23.0,3.7087899881458988
RFC4,23.0,4.094336340304171
FSH3,23.0,4.090148987532698
UFE1,23.0,4.19878838603493
RFA1,23.0,4.120576739583951
DIN7,23.0,3.9281522933540343
BEM3,23.0,3.8123708034343617
MSL1,23.0,3.8184279260142495
YHR213W-B,23.0,4.062264481304697
POL32,24.0,4.066742049451971
YLR030W,24.0,4.182910247458796
RGL1,24.0,4.071558284554474
SEN34,24.0,4.064295391452704
YPR063C,24.0,3.462050918026402
YHR214C-E,24.0,3.2746210950235546
ULI1,24.0,4.2266742468014735
THI21,24.0,3.9456757397586393
SLD5,24.0,4.021430268271052
YJL181W,24.0,3.750131677829953
YPT11,24.0,3.7537327392434254
YDL009C,24.0,3.845813780152656
TRS33,24.0,4.223354985480084
STB1,24.0,3.7432298623591036
SMC1,24.0,3.8946313052571435
SWD1,24.0,3.734691306778499
MRC1,24.0,4.1674792941371965
MGS1,24.0,3.563023245176298
EXO1,24.0,3.647165969284615
RAD53,24.0,4.239953920917451
NAM2,24.0,4.060407344521484
MMS4,24.0,3.851709070377223
FCY21,25.0,4.204974174285315
ADH3,25.0,2.835514883046692
HUA2,25.0,3.856498578784837
QRI1,25.0,3.69639488008439
DCW1,25.0,3.723015199164368
RNQ1,25.0,4.2334969942010074
SPE3,25.0,3.7945650492184844
YER186C,25.0,4.007026199972947
YER010C,25.0,4.120709023571108
TOS2,25.0,3.998009247001345
KEL2,25.0,3.9897348800005874
YLR050C,25.0,3.4559706737922165
ERP5,25.0,3.3227303392551275
GRX4,25.0,4.099088281067373
BIO2,25.0,3.2865382445580695
RAD27,25.0,3.947199339321699
ABZ1,25.0,4.0757904121313
PSF3,26.0,3.7929180896019767
RFA2,26.0,4.066705918365149
CDC7,26.0,3.878855440299522
SIR1,26.0,4.171693968442249
CTA1,26.0,3.642040582032946
YBR292C,26.0,4.078469175401805
PDR16,26.0,3.8702892403926463
HSP60,26.0,3.6883847110912114
RSR1,26.0,3.8543471282167197
FRD1,26.0,3.4221910748221944
TAL1,26.0,3.4095593478084636
PPS1,26.0,3.9232428969999056
CNM67,26.0,3.8991943936285565
YNL181W,27.0,4.187164437719883
POL2,27.0,4.145575027553767
BNA6,27.0,4.035986638107441
ACO1,27.0,4.215530722082226
PMT3,27.0,3.5257946270415093
RTT106,27.0,3.941856953182649
YIF1,27.0,3.533613280232421
TUB4,27.0,3.757950740280091
CKB2,27.0,3.728136173499543
YCL054W-A,27.0,3.9422215389947555
PBP2,27.0,4.08902412095139
YGR153W,27.0,3.1521812182292734
CAC2,27.0,3.726370502659142
DPB3,27.0,4.092786517661702
DOT1,27.0,3.7757299143579663
PSF1,27.0,3.7184549970986702
PHO88,28.0,3.5903662089829425
SMC5,28.0,4.233287016341032
RDH54,28.0,4.119436449492496
BDP1,28.0,3.8357915383525363
CSM3,28.0,4.031131590468627
YFL059W,28.0,3.8078503947994746
ALG14,28.0,3.554256237030611
OCH1,28.0,3.4699334551347585
BCK1,28.0,4.082532432034773
HIF1,28.0,4.053303775050399
RKM1,28.0,4.10395418998878
YNK1,28.0,3.8218503407562014
IRC5,28.0,4.07783607762106
YFL061W,28.0,4.2419234755782895
CLN2,28.0,4.036467055954269
IRC15,28.0,3.8080182429385667
YNL333W,28.0,3.666593848093474
UNG1,28.0,3.9989533758641476
IDH2,28.0,3.9869866328942396
PMT7,28.0,3.9681091286884116
GIN4,28.0,3.987527819805289
RAD54,28.0,3.65847713640162
AVT2,28.0,3.7097755805466077
ADK2,28.0,3.619109786815203
RFC3,28.0,4.124933688711148
MIF2,28.0,4.022184723639349
DPB11,28.0,4.191612898471225
AXL2,28.0,3.6851726688715543
SPC29,29.0,3.673482631951995
MID1,29.0,3.955638652427292
POL31,29.0,3.6366423774492564
CDC28,29.0,4.248905776203986
SAR1,29.0,3.6395606972410337
CST26,29.0,3.7817725881089976
MCD4,29.0,4.170148132670889
LCD1,29.0,3.4624273768351372
HSL1,29.0,3.750572056997486
RPL26A,29.0,4.244113039471178
CTF18,29.0,3.6187774550171983
RFC5,29.0,4.214972008447457
PHS1,29.0,3.448409272004382
YNL334C,29.0,4.145819369617242
CHL1,29.0,3.922969137504912
KTR1,29.0,4.009285778890017
SMC6,29.0,4.231838061333616
SPC42,29.0,3.757290128190503
PCL1,29.0,3.919538375505861
YDL211C,30.0,4.054731679575837
YAR068W,30.0,3.8649722576356647
GWT1,30.0,3.8615642169140028
DUN1,30.0,4.113856146731921
RTT109,30.0,4.1450132795950125
CDC13,30.0,3.9347445777693357
PXL1,30.0,4.185565812547901
TAD2,30.0,4.2492224899548185
ASF2,30.0,3.5013496260641004
CLN1,30.0,3.706071991691654
SWE1,30.0,3.370157496121308
HCM1,30.0,3.3655628798541306
RNH201,30.0,3.641569900716716
OPY2,30.0,3.6067727796531286
YLR342W-A,30.0,3.3878831849234357
PSY3,30.0,3.3326613037137225
ERV25,30.0,3.553698523204084
RFA3,31.0,3.8961342051181225
RNH203,31.0,3.5008618383421837
MPS2,31.0,3.5055188863889595
PMT5,31.0,3.5946899445408165
ERD1,31.0,3.5992965518292745
PMT1,31.0,3.965839093690836
HIR2,31.0,3.9116194964566278
YLR236C,31.0,3.730651124584868
BUD2,31.0,3.7462249921463604
MTW1,31.0,4.048434529259153
BIM1,31.0,3.49056444050895
SLK19,31.0,4.1033452121350455
SLX4,31.0,3.831946891339133
RTT105,31.0,4.214616852991635
IDH1,31.0,3.385624024730654
ERP4,31.0,4.125397169681664
COS12,31.0,4.13731822276858
RPL18A /// RPL18B,31.0,4.1377942229334
FBP1,31.0,4.145042710504315
YDL157C,31.0,3.0876156848020875
YML083C,31.0,3.2692660650252017
YHC3,31.0,3.262293208985822
BBP1,31.0,3.792195552813566
PRY2,32.0,3.022283186272248
SVS1,32.0,3.0590963986756092
SHO1,32.0,3.2315542993944386
ERP2,32.0,3.8375381121196352
SPO77,32.0,3.406281919966419
SPA2,32.0,3.5938675169457426
NRT1,32.0,4.0495632952398735
FKS1,32.0,4.122837357575342
CAF120,32.0,4.1008319281282475
EMP24,32.0,3.6038969832484304
DTD1,32.0,4.169957619091139
YLR326W,32.0,4.048780083116916
BUB3,32.0,3.793721791928625
IPL1,32.0,3.8301431552825713
HEM12,32.0,3.7961787108015552
KEL1,33.0,3.5158363270287167
YIH1,33.0,3.469779923898262
RMA1,33.0,3.979854585320777
GPI8,33.0,4.051856233242669
PAN2,33.0,3.456549457008795
TOM71,33.0,3.761990785944129
CSM2,33.0,3.7453123404154907
RFT1,33.0,4.052758222409147
TFC8,34.0,3.596678835356595
CTF3,34.0,3.694728117163785
STT3,34.0,4.007342762978758
PCH2,34.0,3.6431616583032658
LPX1,34.0,3.484045283781956
PMT4,34.0,3.7181644635479856
PMI40,35.0,3.4518591432941204
ECM25,35.0,3.768017022689407
SUR2,35.0,3.5690601573412253
SUR4,35.0,3.6165138208183896
YCR023C,35.0,3.787843636962681
SEC61,35.0,4.2421737139418765
ARP1,35.0,3.744295233330415
BUB1,35.0,3.7277763146294776
YOR378W,35.0,3.6981179360608563
DUO1,35.0,3.8421239393503384
WSC2,35.0,3.6673332829282526
DUT1,35.0,3.6331527605880343
TAH1,35.0,3.728853240011897
STU1,35.0,4.240038881184544
GAA1,36.0,3.8252030942123354
TPT1,36.0,3.5131339769823398
GOT1,36.0,4.020419857820076
NUD1,36.0,3.593421170643316
PMT2,36.0,3.7903680809162212
PAC11,36.0,4.102692317000145
ERG4,36.0,4.044782232160737
DIC1,36.0,3.619034666371493
OST1,36.0,4.212074047728905
GNT1,36.0,3.977638429651227
ALG2,36.0,3.745734382628107
PDS1,36.0,3.027169695256277
VRG4,36.0,3.6225213099921723
LAC1,36.0,3.7108473936645052
BNI5,36.0,2.7538915216280473
SEC53,36.0,3.383825220143845
GEA2,36.0,4.167073172982827
OST5,37.0,3.933937978453399
ALK2,37.0,3.889217251241379
RER1,37.0,3.673458096035134
MSB2,37.0,3.086373679838306
SPC110,37.0,3.626204606702934
PSA1,37.0,2.9388024712220235
HHT1 /// HHT2,37.0,3.923494974846524
KAE1,37.0,3.9894809714189297
DSF2,37.0,4.206440521837246
YGR012W,37.0,4.190263030797047
CEX1,37.0,4.19871328517044
HTA1,37.0,4.151139384107147
TIR1,38.0,4.028321681047309
CKS1,38.0,4.127334380880162
YJR124C,38.0,4.1469915255323455
YBR027C,38.0,4.11260184948666
EXG1,38.0,3.9585971359620613
SBH1,38.0,3.4662772568546067
DNF2,38.0,4.183071048556671
SPC105,38.0,2.756940180918266
HHF1,38.0,3.876745736239965
YNL030W,38.0,2.7573910113892057
SFI1,38.0,4.044788730547308
HTB1,38.0,3.8971661072203205
HHT2,38.0,3.2246853623668326
YMR144W,39.0,3.690665974660235
NTO1,39.0,4.031714180580599
SWI1,39.0,3.7735252353312703
SHH3,39.0,3.6567618235711024
FCP1,39.0,4.1197467147043625
AZR1,39.0,3.9260096407515648
NDC1,39.0,3.95340433062179
SHE1,39.0,3.4888623045086002
SPC98,39.0,3.6389302038537736
ERS1,39.0,3.808451917053689
AVT1,39.0,3.8342712368727634
ABF1,39.0,3.8212168252450294
YCS4,39.0,3.7045668285470663
SIM1,39.0,2.68486063668794
GAS1,39.0,3.3330376880254313
SPC97,39.0,3.612121159871703
RPP1,39.0,4.1722711576238245
FLR1,39.0,3.276344093129277
HTA2,39.0,2.969649110137006
YJL118W,39.0,2.8247007440822416
YHR173C,39.0,3.1986665890237997
SRL1,39.0,3.256101582217036
SLM3,39.0,4.157796397992785
ITR2,40.0,3.970372416402733
GDT1,40.0,3.3150266907059227
ARE1,40.0,4.24560518435414
CIN8,40.0,3.223647010739667
LAG1,40.0,4.064775060063889
GEP5,40.0,4.1565966496841655
HTB2,40.0,3.5429728774643494
YHP1,40.0,3.469568554138693
HHO1,40.0,2.6110657091022413
YDR179W-A,40.0,4.2318255453855524
GAC1,40.0,3.982241521865343
SET1,40.0,3.9940420988092904
NRM1,41.0,2.918519245732769
FEN1,41.0,3.77234416149723
RSF2,41.0,3.7377826163694734
MUS81,41.0,3.924340047647829
SMF1,41.0,4.004504850410034
YDL245C,41.0,3.922844737480615
AAC3,41.0,3.9220309501641735
NNF1,41.0,3.697859444634948
ADK1,41.0,3.6527575999586315
TSC10,41.0,4.057285450005496
SLC1,41.0,4.042501971379841
SPC34,41.0,3.260915807611646
NDD1,42.0,4.213730239932615
YAR029W,42.0,3.819615907471754
VTA1,42.0,4.010087577092669
KES1,42.0,4.199056799111735
YBR184W,42.0,4.066138629929064
BET1,42.0,3.817389637244687
SRS2,42.0,3.2600438784167673
TEL2,42.0,3.377181110180124
LCB3,42.0,3.4699336839031996
YML054C-A,42.0,4.034354629524123
YIL047C,42.0,4.155355738317127
KIN4,42.0,4.021480798895419
OYE2,42.0,4.16195908221345
WHI5,42.0,3.9011571270632674
UIP5,42.0,4.132173279714232
STR3,42.0,4.018594021905004
CHA1,42.0,3.8941000662811165
MNN11,42.0,3.6829945102568185
YBL082C,42.0,3.5368726313988663
HEM13,42.0,4.1779431798652125
OPT1,42.0,3.674166976046988
GIC1,42.0,4.175164617975641
KIP1,42.0,3.4669820049466447
CDD1,43.0,4.240478403689471
STN1,43.0,3.763581147907064
TUB2,43.0,3.343549177562703
GPI11,43.0,3.2079850175412763
PLB2,43.0,3.340060944813278
CSE4,43.0,3.7885395663660724
ALG5,43.0,3.695681971303615
TDA9,43.0,4.153213884652339
YJL193W,43.0,4.113923460303827
ADA2,43.0,3.930534982302818
TFC6,43.0,3.461071929475509
WHI3,43.0,3.8154007079015426
STU2,43.0,3.4665266077605725
SWI6,43.0,3.5886884673282426
CDC23,43.0,4.098251375351332
MEC3,43.0,3.7255228690817503
SPP382,43.0,3.8161744134076723
PTC7,43.0,3.8725748846976202
CLB3,43.0,3.6002092703171438
SPC24,43.0,3.656333260181362
ORC3,43.0,3.9644499848908223
YJR015W,43.0,4.057424172447857
FRM2,43.0,3.6550336183435728
TUP1,43.0,3.6472662176553676
STP3,43.0,4.180019053774624
GEA1,43.0,3.989875713095969
LOH1,44.0,3.587422471221712
UME6,44.0,4.12235373254257
TUB1,44.0,4.050021981514909
YCR085W,44.0,2.834399427200432
YDL186W,44.0,4.232638313227204
ECM30,44.0,4.204976722981979
RET3,44.0,4.187574779628491
DAM1,44.0,3.263291341286248
ALG7,44.0,3.2680315450005324
SPO22,44.0,4.175889542341448
PRM9,44.0,4.171900813465421
SGO1,44.0,3.3209411853836404
ENV9,44.0,3.3286381434286394
CSN9,44.0,3.431361549108277
NAM8,44.0,3.4531867654640536
UBC9,44.0,3.477207758145502
GAS3,44.0,3.81728293936789
RRN9,44.0,3.5183751635514975
VID22,44.0,3.5760200724945657
PHO4,44.0,4.00269405275732
RAP1,44.0,3.794790315865451
SNF12,44.0,3.759473795615336
TOF2,44.0,3.8682032543382308
RSC2,44.0,3.9755437529556135
YPK3,44.0,3.9060628734479024
OST3,45.0,4.041367170072243
DLT1,45.0,3.713930272586034
CLB4,45.0,3.872641251355708
BOI1,45.0,4.03790071670883
PGA3,45.0,4.171943261412842
VIK1,45.0,3.5885011020813304
AIM34,45.0,2.936751829380583
KIP3,45.0,3.8156125851033416
AIM45,45.0,3.685266573157393
NPP2,45.0,3.5928719314225064
INP2,45.0,3.316123564676348
MFB1,45.0,3.6876268743248435
ECM33,45.0,2.8346011680429135
GPI13,45.0,3.8222708217001458
BUB2,45.0,3.771944577465137
KAR9,45.0,3.6081958180618123
TBF1,45.0,3.5434966992160977
CGI121,45.0,3.703842263924979
MDM1,45.0,3.6948364716098885
SGS1,46.0,3.7383784453846145
CIS3,46.0,2.9363557437749948
FHL1,46.0,3.5376711756880947
GEP7,46.0,4.226992740034306
YLR455W,46.0,3.128278506521252
MDM20,46.0,3.8657736169332684
SRM1,46.0,3.867246575170422
CDC11,46.0,4.045514234595343
STB5,46.0,3.6638033122221683
DSN1,46.0,3.5565614098853326
HTZ1,46.0,2.9466488208232113
TRS20,46.0,3.8948563410440245
DAD1,46.0,4.069113712542683
EMP70,46.0,3.7886817221830955
SIF2,46.0,3.7462991135028614
HOS3,46.0,3.9274663926358455
YDR089W,46.0,2.5275078032206917
SNF5,46.0,3.611365500590188
CSM1,46.0,2.70027588508875
MHT1,46.0,3.908562843486521
CHL4,46.0,3.9263081920063776
NUP2,46.0,3.9972751444252
YCG1,46.0,3.9063288949635315
YDR444W,46.0,3.5791398804511783
ELM1,46.0,4.157768509299443
ARP7,46.0,3.7409153831710222
GTT3,46.0,3.299129121065492
EFB1,47.0,3.949145275960446
FKH1,47.0,3.854705961437526
YMR018W,47.0,4.082182716408252
FIR1,47.0,3.8235393079827222
OCA1,47.0,4.00974006186209
BTT1,47.0,3.0220714158547994
SRP102,47.0,4.216321154315892
CDC12,47.0,4.217203826685913
DAD3,47.0,3.15512885259701
YML053C,47.0,4.13912927641615
GLO3,47.0,4.095793112231191
DNF1,47.0,3.290977539519429
TUB3,47.0,4.076696446388148
BRE1,47.0,3.928535680940949
MIP1,47.0,3.7995441894447466
MBP1,47.0,4.0249676150242335
MAD3,47.0,3.4711975983169525
MET32,47.0,3.029676950117034
MSS4,48.0,4.079725725452823
RDS2,48.0,3.4433665313273902
YCR043C,48.0,3.886869177599809
MSB4,48.0,3.4709780347751735
OKP1,48.0,3.769991878582584
YPL067C,48.0,4.173765770431067
GLG2,48.0,4.070783211601101
PNP1,48.0,4.16623832459818
SKY1,48.0,3.8970467743079973
SCS2,48.0,3.912875818408766
GET4,48.0,4.001108763963923
ORC1,48.0,3.6186963534391
AUR1,48.0,3.9729493797647164
AVL9,48.0,4.215454830282917
TFC4,48.0,3.7460696279154875
SIR4,48.0,3.9963817065332745
REB1,48.0,3.7727251062699243
AST1,49.0,4.239831372176165
FLC3,49.0,4.035428227178621
SEC8,49.0,3.841402530579751
MPS1,49.0,3.570612361542856
YNL024C,49.0,3.561919490444581
YOR390W,49.0,3.869302742280183
ASK1,49.0,3.7865850101599468
FKH2,49.0,3.804791942796461
SAP30,49.0,4.23747057304581
DIF1,49.0,3.8468998913444623
SAS3,49.0,3.836581344953803
MXR1,49.0,3.593586026529623
SMA2,49.0,3.372800704889808
DAL81,49.0,4.135844669633127
RRN10,49.0,3.9882241167913683
DYN3,49.0,3.31444357342822
UBP16,49.0,3.7902716110983197
BRN1,49.0,4.1488948952512095
ISU2,50.0,3.82102774345757
HSL7,50.0,4.02405849496212
GCN5,50.0,3.6945810039037066
GNA1,50.0,3.4709867999662865
YAR028W,50.0,4.100932630286592
BUD3,50.0,3.6127593442091634
SUB2,50.0,4.249036503254115
POC4,50.0,3.8937843436987083
ECM10,50.0,3.8035387510144716
NOB1,50.0,4.150132303509291
YCK1,50.0,4.1742159060418285
IXR1,50.0,4.23542153033829
YKL069W,50.0,3.210722342537477
IME2,50.0,3.9703900033283746
HEK2,50.0,3.0071782671837246
SEH1,50.0,4.219452898324124
VPS64,50.0,4.230858746460246
NHP6A,50.0,3.660874635322596
STH1,50.0,3.9114816359587596
ECM9,50.0,3.3327804056621706
RCE1,50.0,3.5574479651590267
CWP2,50.0,2.7014039122751625
FIN1,50.0,3.33713366916214
SCD6,50.0,4.042124326907734
VAC17,51.0,4.080390632415804
CRP1,51.0,3.8521446970353135
CCW12,51.0,3.611489869841036
YLL032C,51.0,3.8494413321471446
IST2,51.0,4.061431939159354
YHR139C-A,51.0,3.6489772755498393
CDC3,51.0,3.7607117163126733
RHO3,51.0,4.022349427462406
COX11,51.0,3.532870267407822
YDR061W,51.0,4.204451687409887
NUM1,52.0,3.4187840927586883
CCE1,52.0,3.6113574589890542
RRG7,52.0,3.7048423265119
BGL2,52.0,4.008364962180123
RSC58,52.0,3.9693037440066985
YNL010W,52.0,3.4746819057210714
SMT3,52.0,3.9324924336827642
SHE3,52.0,3.8008794652949476
GAS5,52.0,2.993874341085241
INP1,52.0,3.972984522025432
GRX8,52.0,4.046960146440551
TPO2,52.0,3.9651359143464826
YPR114W,52.0,3.8746178831573728
SLM4,52.0,3.9862115008081096
RAS1,53.0,3.8406354845946598
DUS4,53.0,4.230591438120738
YER077C,53.0,4.027148021631205
YMR1,53.0,4.112859787817919
EKI1,53.0,3.903948186457817
SCW4,53.0,3.302978054107228
TFC1,54.0,3.166197622037241
JLP2,54.0,3.1467649523240295
YLF2,54.0,4.220648544439399
VPS54,54.0,3.932428156273204
SKM1,54.0,3.49287397444173
PDR5,54.0,2.739889917506925
SEC22,54.0,3.9826276469698816
YKR041W,54.0,3.574211164185184
snR68,54.0,3.673585060461318
KIP2,54.0,3.6795430130969446
HAP1,54.0,4.243385522779924
LSB5,55.0,4.219604698552419
AME1,55.0,4.177056333264424
NUF2,55.0,3.0946643210187395
