TF,strain,date,restriction,mechanism,time,GeneName,green_median,red_median,log2_ratio,log2_cleaned_ratio,log2_noise_model,log2_cleaned_ratio_zth2d,log2_selected_timecourses,log2_shrunken_timecourses
FKH2,SMY128,01/01/2015,P,GEV,45.0,CLB5,1096.034,1542.237,0.354632339499,0.324267799985,0.162366504752,0.324267799985,0.324267799985,0.3002627461697619
FKH2,SMY128,01/01/2015,P,GEV,60.0,CLB5,1083.7695,1639.0865,0.456654866313,0.426290326799,0.153589815845,0.426290326799,0.4262903268,0.4230825622939371
FKH2,SMY128,01/01/2015,P,GEV,90.0,CLB5,1344.5495,2569.433,0.808605595867,0.765868536506,0.171273839139,0.765868536506,0.765868536506,0.7658621869623966
FKH2,SMY128,01/01/2015,P,GEV,0.0,CLB6,130.51045,178.28355,0.0,0.0,0.152662031968,0.0,0.0,0.0
FKH2,SMY128,01/01/2015,P,GEV,5.0,CLB6,135.9253,169.98695,-0.124000101046,0.0314862953707,0.148148791519,0.0314862953707,0.0314862953708,0.0
FKH2,SMY128,01/01/2015,P,GEV,8.0,CLB6,159.1801,213.5622,-0.0243533678544,0.171961901795,0.173434830579,0.171961901795,0.171961901795,0.0
FKH2,SMY128,01/01/2015,P,GEV,15.0,CLB6,149.409,125.7785,-0.69720374188,-0.488010873025,0.163600668364,-0.488010873025,-0.488010873026,-0.4640949144094149
FKH2,SMY128,01/01/2015,P,GEV,30.0,CLB6,118.2589,89.68229,-0.846740092019,-0.929976051268,0.172524366312,-0.929976051268,-0.929976051268,-0.9299757328471492
FKH2,SMY128,01/01/2015,P,GEV,45.0,CLB6,96.39635,73.84813,-0.834867264715,-1.06825936036,0.179350101757,-1.06825936036,-1.06825936036,-1.0682593483516984
FKH2,SMY128,01/01/2015,P,GEV,60.0,CLB6,108.52125,84.82275,-0.80466471988,-1.03805681552,0.171445060198,-1.03805681552,-1.03805681552,-1.0380568053345645
FKH2,SMY128,01/01/2015,P,GEV,90.0,CLB6,147.04915,155.9907,-0.364985079966,-0.743722585565,0.187452140847,-0.743722585565,-0.743722585565,-0.7436757137852189
FKH2,SMY128,01/01/2015,P,GEV,0.0,CLN1,5086.026,3738.571,0.0,0.0,0.162598350277,0.0,0.0,0.0
FKH2,SMY128,01/01/2015,P,GEV,5.0,CLN1,5100.805,3871.547,0.0462371130736,0.126618535507,0.156711531225,0.0,0.0,0.0
FKH2,SMY128,01/01/2015,P,GEV,8.0,CLN1,5588.851,5014.894,0.267961959195,0.590198585131,0.180803982391,0.0,0.0,0.0
FKH2,SMY128,01/01/2015,P,GEV,15.0,CLN1,5839.871,3075.133,-0.48123578707,-0.109472060256,0.171393168706,-0.0,0.0,0.0
FKH2,SMY128,01/01/2015,P,GEV,30.0,CLN1,5443.777,2755.92,-0.533361112674,-0.223227640537,0.179930810484,-0.0,0.0,0.0
FKH2,SMY128,01/01/2015,P,GEV,45.0,CLN1,4357.499,1801.921,-0.828466629601,-0.553995520642,0.186485652505,-0.0,0.0,0.0
FKH2,SMY128,01/01/2015,P,GEV,60.0,CLN1,4436.387,1834.586,-0.807947280874,-0.533476171914,0.178896194081,-0.0,0.0,0.0
FKH2,SMY128,01/01/2015,P,GEV,90.0,CLN1,5413.299,2437.076,-0.707304929144,-0.530442743227,0.194290361826,-0.0,0.0,0.0
FKH2,SMY128,01/01/2015,P,GEV,0.0,CLN2,1646.691,1721.037,0.0,0.0,0.134670106728,0.0,0.0,0.0
FKH2,SMY128,01/01/2015,P,GEV,5.0,CLN2,1589.676,1657.952,-0.0258960330972,0.0589046525259,0.132815721195,0.0589046525259,0.0589046525259,0.0
FKH2,SMY128,01/01/2015,P,GEV,8.0,CLN2,1863.311,1774.972,-0.127888665672,-0.0113805374695,0.160535328902,-0.0113805374695,-0.0113805374695,-0.0
FKH2,SMY128,01/01/2015,P,GEV,15.0,CLN2,1956.706,1765.818,-0.231268169863,-0.162952594817,0.149857032056,-0.162952594817,-0.162952594816,-0.0264816511926757
FKH2,SMY128,01/01/2015,P,GEV,30.0,CLN2,1775.824,1305.259,-0.512332964265,-0.615241467275,0.159551271819,-0.615241467275,-0.615241467275,-0.6150000179987718
FKH2,SMY128,01/01/2015,P,GEV,45.0,CLN2,1467.077,897.9286,-0.788769532364,-0.974904984851,0.166908389148,-0.974904984851,-0.974904984851,-0.9749049738920949
FKH2,SMY128,01/01/2015,P,GEV,60.0,CLN2,1468.434,954.1151,-0.740410886684,-0.92654633917,0.158383585116,-0.92654633917,-0.92654633917,-0.9265463300787076
FKH2,SMY128,01/01/2015,P,GEV,90.0,CLN2,1905.113,1279.81,-0.665747260008,-0.979786201191,0.175585467724,-0.979786201191,-0.979786201191,-0.979786187025569
FKH2,SMY128,01/01/2015,P,GEV,0.0,CLN3,522.8533,605.9621,0.0,0.0,0.178445054883,0.0,0.0,0.0
FKH2,SMY128,01/01/2015,P,GEV,5.0,CLN3,477.6284,577.5597,0.0259112563845,-0.185028685836,0.170476339811,-0.0,0.0,0.0
FKH2,SMY128,01/01/2015,P,GEV,8.0,CLN3,531.3594,581.9748,-0.116083307423,-0.599728803864,0.192856834114,-0.0,0.0,0.0
FKH2,SMY128,01/01/2015,P,GEV,15.0,CLN3,586.1987,840.3672,0.25622917198,-0.250892853987,0.184063295351,-0.0,0.0,0.0
FKH2,SMY128,01/01/2015,P,GEV,30.0,CLN3,607.8171,963.6382,0.417502328663,-0.263388581592,0.192038472649,-0.0,0.0,0.0
FKH2,SMY128,01/01/2015,P,GEV,45.0,CLN3,422.306,650.8714,0.376731784247,-0.257845544291,0.198193281942,-0.0,0.0,0.0
FKH2,SMY128,01/01/2015,P,GEV,60.0,CLN3,478.3415,711.6509,0.349415615742,-0.285161712796,0.191069428933,-0.0,0.0,0.0
FKH2,SMY128,01/01/2015,P,GEV,90.0,CLN3,619.5274,874.1398,0.257852448919,-0.363135291419,0.205553942105,-0.0,0.0,0.0
FKH2,SMY128,01/01/2015,P,GEV,0.0,FKH1,1228.819,1923.601,0.0,0.0,0.116238764797,0.0,0.0,0.0
FKH2,SMY128,01/01/2015,P,GEV,5.0,FKH1,1292.579,1967.792,-0.0839852586785,-0.0766360046583,0.117414620581,-0.0766360046583,-0.0766360046583,-0.0
FKH2,SMY128,01/01/2015,P,GEV,8.0,FKH1,1542.277,2617.78,0.140071372099,0.161515117727,0.148046510109,0.161515117727,0.161515117727,0.0
FKH2,SMY128,01/01/2015,P,GEV,15.0,FKH1,1356.077,1015.068,-1.06439987449,-1.00399675713,0.136393941898,-1.00399675713,-1.00399675713,-1.003996362795721
FKH2,SMY128,01/01/2015,P,GEV,30.0,FKH1,1186.489,353.2328,-2.38207036183,-2.34713969096,0.146978861299,-2.34713969096,-2.34713969097,-2.347139614233821
FKH2,SMY128,01/01/2015,P,GEV,45.0,FKH1,957.2001,181.5565,-3.0266927751,-2.93616489862,0.154934139871,-2.93616489862,-2.93616489862,-2.936164865614576
FKH2,SMY128,01/01/2015,P,GEV,60.0,FKH1,929.1279,197.7842,-2.87947293494,-2.78894505846,0.14571045729,-2.78894505846,-2.78894505846,-2.7889450310948116
FKH2,SMY128,01/01/2015,P,GEV,90.0,FKH1,1171.215,265.2791,-2.77020642897,-2.78851371932,0.164245041952,-2.78851371932,-2.78851371932,-2.7885137042943566
FKH2,SMY128,01/01/2015,P,GEV,0.0,FKH2,1103.193,379.2266,0.0,0.0,0.109990774675,0.0,0.0,0.0
FKH2,SMY128,01/01/2015,P,GEV,5.0,FKH2,1680.829,14212.09,4.53032977958,4.54647984028,0.112286656314,4.54647984028,4.54647984028,4.546462868908623
FKH2,SMY128,01/01/2015,P,GEV,8.0,FKH2,2531.667,45652.7,5.65608870966,5.61180517174,0.14401343415,5.61180517174,5.61180517174,5.6117955670956725
FKH2,SMY128,01/01/2015,P,GEV,15.0,FKH2,2929.511,46473.54,5.49634408188,5.41675067583,0.132005331129,5.41675067583,5.41675067583,5.4167485483226585
FKH2,SMY128,01/01/2015,P,GEV,30.0,FKH2,3505.853,53607.68,5.38990430083,5.23661027659,0.142915659495,5.23661027659,5.23661027659,5.236610105386953
FKH2,SMY128,01/01/2015,P,GEV,45.0,FKH2,2313.33,35378.33,5.43224124634,5.37509498332,0.151085034857,5.37509498332,5.37509498332,5.375094922898568
FKH2,SMY128,01/01/2015,P,GEV,60.0,FKH2,2725.76,33681.62,5.12968938227,5.07254311925,0.141610866192,5.07254311925,5.07254311925,5.072543069478098
FKH2,SMY128,01/01/2015,P,GEV,90.0,FKH2,2886.897,40067.74,5.278397679,5.19721823866,0.160619220101,5.19721823866,5.19721823866,5.1972182106552784
FKH2,SMY128,01/01/2015,P,GEV,0.0,HCM1,4155.9465,4421.311,0.0,0.0,0.136650100165,0.0,0.0,0.0
FKH2,SMY128,01/01/2015,P,GEV,5.0,HCM1,4102.9015,4378.7045,0.00487003615849,0.0279239639148,0.134490492802,0.0,0.0,0.0
FKH2,SMY128,01/01/2015,P,GEV,8.0,HCM1,4379.2985,3885.768,-0.261315252281,-0.169094848975,0.161923650784,-0.0,0.0,0.0
FKH2,SMY128,01/01/2015,P,GEV,15.0,HCM1,4737.694,4903.0605,-0.039336730765,0.0607678939252,0.151343341162,0.0,0.0,0.0
FKH2,SMY128,01/01/2015,P,GEV,30.0,HCM1,4338.589,4146.9965,-0.153990154749,-0.0716650898501,0.160948082302,-0.0,0.0,0.0
FKH2,SMY128,01/01/2015,P,GEV,45.0,HCM1,3425.7055,2639.651,-0.465005681689,-0.422099010778,0.168244129839,-0.0,0.0,0.0
FKH2,SMY128,01/01/2015,P,GEV,60.0,HCM1,3595.5605,3347.564,-0.192132414311,-0.1492257434,0.159790603265,-0.0,0.0,0.0
FKH2,SMY128,01/01/2015,P,GEV,90.0,HCM1,4615.3845,4707.1315,-0.0601392404712,-0.0795756788894,0.176855685048,-0.0,0.0,0.0
FKH2,SMY128,01/01/2015,P,GEV,0.0,MBP1,2133.859,2732.504,0.0,0.0,0.0906779477523,0.0,0.0,0.0
FKH2,SMY128,01/01/2015,P,GEV,5.0,MBP1,2470.603,2823.462,-0.0451301894999,-0.0559732351876,0.0968438240947,-0.0559732351876,-0.0559732351876,-0.0
FKH2,SMY128,01/01/2015,P,GEV,8.0,MBP1,2510.911,3297.551,0.163144065103,0.156518192547,0.132326498838,0.156518192547,0.156518192547,0.0
FKH2,SMY128,01/01/2015,P,GEV,15.0,MBP1,2566.598,2528.457,-0.314604551368,-0.278365558315,0.119146298832,-0.278365558315,-0.278365558315,-0.2244728897903036
FKH2,SMY128,01/01/2015,P,GEV,30.0,MBP1,2404.558,1832.621,-0.658736936814,-0.561176030233,0.131130922394,-0.561176030233,-0.561176030233,-0.5611329943746369
FKH2,SMY128,01/01/2015,P,GEV,45.0,MBP1,1879.699,1219.232,-0.891402652794,-0.762288199325,0.139989716897,-0.762288199325,-0.762288199325,-0.7622881311816374
FKH2,SMY128,01/01/2015,P,GEV,60.0,MBP1,1859.171,1073.052,-1.05256936598,-0.923454912509,0.129707634713,-0.923454912509,-0.923454912509,-0.9234549034480408
FKH2,SMY128,01/01/2015,P,GEV,90.0,MBP1,2429.617,1347.64,-1.07731079285,-1.04845030348,0.150229713921,-1.04845030348,-1.04845030348,-1.048450297830524
FKH2,SMY128,01/01/2015,P,GEV,0.0,MCM1,2870.8405,2723.2925,0.0,0.0,0.122569735252,0.0,0.0,0.0
FKH2,SMY128,01/01/2015,P,GEV,5.0,MCM1,2971.6,3081.8125,0.128615283913,0.00665822725835,0.122662549669,0.0,0.0,0.0
FKH2,SMY128,01/01/2015,P,GEV,8.0,MCM1,3963.0945,4888.4615,0.378132991777,0.203481598612,0.15224216604,0.0,0.0,0.0
FKH2,SMY128,01/01/2015,P,GEV,15.0,MCM1,3917.2725,4453.421,0.261239334651,0.0161492445794,0.14093691976,0.0,0.0,0.0
FKH2,SMY128,01/01/2015,P,GEV,30.0,MCM1,3516.346,4379.359,0.392470486768,0.0936277615804,0.151204145557,0.0,0.0,0.0
FKH2,SMY128,01/01/2015,P,GEV,45.0,MCM1,2904.6015,2960.7635,0.104294143228,-0.122069896225,0.158948091095,-0.0,0.0,0.0
FKH2,SMY128,01/01/2015,P,GEV,60.0,MCM1,2992.102,2863.652,0.0125486877854,-0.213815351668,0.149971481718,-0.0,0.0,0.0
FKH2,SMY128,01/01/2015,P,GEV,90.0,MCM1,3841.877,3428.492,-0.0864184936009,-0.25464865411,0.168036727446,-0.0,0.0,0.0
FKH2,SMY128,01/01/2015,P,GEV,0.0,NDD1,1598.9255,1706.772,0.0,0.0,0.119336290356,0.0,0.0,0.0
FKH2,SMY128,01/01/2015,P,GEV,5.0,NDD1,1721.306,2155.17,0.230400456949,0.216737424162,0.119976148691,0.216737424162,0.216737424162,0.0188253222587966
FKH2,SMY128,01/01/2015,P,GEV,8.0,NDD1,1832.5655,2441.965,0.320584180777,0.32833064736,0.150086149542,0.32833064736,0.32833064736,0.1980162590353414
FKH2,SMY128,01/01/2015,P,GEV,15.0,NDD1,1797.8465,1342.015,-0.515320858918,-0.462516282285,0.138605160492,-0.462516282285,-0.462516282285,-0.453567103590727
FKH2,SMY128,01/01/2015,P,GEV,30.0,NDD1,1588.234,732.9176,-1.20899538423,-1.13052648775,0.149033113091,-1.13052648775,-1.13052648775,-1.130526450789148
FKH2,SMY128,01/01/2015,P,GEV,45.0,NDD1,1258.4095,375.315,-1.8386570437,-1.67675821327,0.156884259333,-1.67675821327,-1.67675821327,-1.6767581944215642
FKH2,SMY128,01/01/2015,P,GEV,60.0,NDD1,1290.297,347.04965,-1.98799521892,-1.82609638847,0.147782341612,-1.82609638847,-1.82609638847,-1.8260963705523032
FKH2,SMY128,01/01/2015,P,GEV,90.0,NDD1,1513.72,403.65075,-1.99891619993,-2.02086327613,0.166085872169,-2.02086327613,-2.02086327614,-2.0208632652507688
FKH2,SMY128,01/01/2015,P,GEV,0.0,NRM1,849.2795,793.52865,0.0,0.0,0.130877122453,0.0,0.0,0.0
FKH2,SMY128,01/01/2015,P,GEV,5.0,NRM1,816.07335,750.1266,-0.0218046616004,0.0468086148025,0.129617393674,0.0468086148025,0.0468086148025,0.0
FKH2,SMY128,01/01/2015,P,GEV,8.0,NRM1,952.8434,871.55475,-0.0302800093955,-0.011980832048,0.157899476795,-0.011980832048,-0.011980832048,-0.0
FKH2,SMY128,01/01/2015,P,GEV,15.0,NRM1,920.44725,734.60245,-0.224116043227,-0.213330710708,0.147029871124,-0.213330710708,-0.213330710709,-0.077478408299024
FKH2,SMY128,01/01/2015,P,GEV,30.0,NRM1,827.2883,403.66585,-0.934205323467,-0.971097278,0.156898888733,-0.971097278,-0.971097278001,-0.9710972462524444
FKH2,SMY128,01/01/2015,P,GEV,45.0,NRM1,597.02175,171.0236,-1.70281335017,-1.71471437457,0.164374764834,-1.71471437457,-1.71471437457,-1.714714355294899
FKH2,SMY128,01/01/2015,P,GEV,60.0,NRM1,621.23885,180.07885,-1.68555394812,-1.69745497252,0.155711312949,-1.69745497252,-1.69745497252,-1.6974549558645358
FKH2,SMY128,01/01/2015,P,GEV,90.0,NRM1,759.50195,223.62805,-1.66154588359,-1.83789341643,0.173178836531,-1.83789341643,-1.83789341643,-1.8378934065266843
FKH2,SMY128,01/01/2015,P,GEV,0.0,PLM2,158.059,217.4742,0.0,0.0,0.14923602336,0.0,0.0,0.0
FKH2,SMY128,01/01/2015,P,GEV,5.0,PLM2,154.7216,213.0092,0.0054700190681,-0.0482837302146,0.145210685954,-0.0482837302146,-0.0482837302146,-0.0
FKH2,SMY128,01/01/2015,P,GEV,8.0,PLM2,178.4903,276.9991,0.190565530059,0.274533290553,0.170931914354,0.274533290553,0.274533290554,0.0319188058506001
FKH2,SMY128,01/01/2015,P,GEV,15.0,PLM2,164.9482,106.0395,-1.07571122757,-0.933327146136,0.16094488987,-0.933327146136,-0.933327146136,-0.9333267795582352
FKH2,SMY128,01/01/2015,P,GEV,30.0,PLM2,143.8423,49.27208,-1.98394567937,-1.85278071842,0.17000804645,-1.85278071842,-1.85278071843,-1.852780657856139
FKH2,SMY128,01/01/2015,P,GEV,45.0,PLM2,112.5819,27.34631,-2.47985678717,-2.33613193276,0.17693088449,-2.33613193276,-2.33613193276,-2.336131906499545
FKH2,SMY128,01/01/2015,P,GEV,60.0,PLM2,109.6652,34.00165,-2.07330292783,-1.9295780734,0.168912662499,-1.9295780734,-1.92957807341,-1.929578054476939
FKH2,SMY128,01/01/2015,P,GEV,90.0,PLM2,159.0056,81.01718,-1.41107776773,-1.50562070132,0.185138823575,-1.50562070132,-1.50562070132,-1.5056206932071046
FKH2,SMY128,01/01/2015,P,GEV,0.0,STB1,382.8228,277.5927,0.0,0.0,0.138298054866,0.0,0.0,0.0
FKH2,SMY128,01/01/2015,P,GEV,5.0,STB1,372.147,312.1202,0.180070461294,0.176425563916,0.135887003577,0.176425563916,0.176425563916,0.0
FKH2,SMY128,01/01/2015,P,GEV,8.0,STB1,447.19,457.0405,0.491322368795,0.494653772574,0.163085418633,0.494653772574,0.494653772574,0.4640960400105273
FKH2,SMY128,01/01/2015,P,GEV,15.0,STB1,444.3315,421.9781,0.385419987951,0.338778666269,0.152585687407,0.338778666269,0.338778666268,0.2584991727107562
FKH2,SMY128,01/01/2015,P,GEV,30.0,STB1,428.3992,586.6035,0.913318175714,0.715538056468,0.162116841457,0.715538056468,0.715538056467,0.715504644406003
FKH2,SMY128,01/01/2015,P,GEV,45.0,STB1,332.8655,395.2781,0.70507246207,0.453831067729,0.16936254696,0.453831067729,0.453831067729,0.4486931033728267
FKH2,SMY128,01/01/2015,P,GEV,60.0,STB1,354.3335,423.2889,0.73946003787,0.488218643529,0.160967766893,0.488218643529,0.488218643529,0.4866274389055539
FKH2,SMY128,01/01/2015,P,GEV,90.0,STB1,426.6252,679.166,1.05481890302,0.767571349216,0.177919977576,0.767571349216,0.767571349217,0.7675597851182772
FKH2,SMY128,01/01/2015,P,GEV,0.0,SWI4,975.155,1356.616,0.0,0.0,0.103721921536,0.0,0.0,0.0
FKH2,SMY128,01/01/2015,P,GEV,5.0,SWI4,1077.254,1530.015,0.0990084122175,0.0408133854283,0.1072000401,0.0,0.0,0.0
FKH2,SMY128,01/01/2015,P,GEV,8.0,SWI4,1170.689,1785.031,0.140198868122,0.0993129943372,0.140083634401,0.0,0.0,0.0
FKH2,SMY128,01/01/2015,P,GEV,15.0,SWI4,1244.11,1800.777,0.0865829985941,0.0509115702303,0.127706549784,0.0,0.0,0.0
FKH2,SMY128,01/01/2015,P,GEV,30.0,SWI4,1083.198,1955.254,0.410683099054,0.24062122768,0.138954816901,0.0,0.0,0.0
FKH2,SMY128,01/01/2015,P,GEV,45.0,SWI4,862.7939,1597.135,0.412089425969,0.137219677992,0.147343962106,0.0,0.0,0.0
FKH2,SMY128,01/01/2015,P,GEV,60.0,SWI4,892.8445,1940.667,0.643762791554,0.368893043576,0.137612473399,0.0,0.0,0.0
FKH2,SMY128,01/01/2015,P,GEV,90.0,SWI4,1183.476,3052.608,0.890702932486,0.543896285562,0.157105344522,0.0,0.0,0.0
FKH2,SMY128,01/01/2015,P,GEV,0.0,SWI5,1393.861,2208.951,0.0,0.0,0.0932792030842,0.0,0.0,0.0
FKH2,SMY128,01/01/2015,P,GEV,5.0,SWI5,1592.955,2388.956,-0.061657562888,-0.110158799875,0.0988812041367,-0.110158799875,-0.110158799875,-0.0
FKH2,SMY128,01/01/2015,P,GEV,8.0,SWI5,1747.563,3143.636,0.135823713543,0.0602463633974,0.133824768115,0.0602463633974,0.0602463633973,0.0
FKH2,SMY128,01/01/2015,P,GEV,15.0,SWI5,1973.477,1899.674,-0.698558976909,-0.679394012326,0.12080814042,-0.679394012326,-0.679394012326,-0.6793935112365285
FKH2,SMY128,01/01/2015,P,GEV,30.0,SWI5,1357.804,830.4516,-1.36012631625,-1.37735746789,0.132642697025,-1.37735746789,-1.37735746789,-1.3773574228593826
FKH2,SMY128,01/01/2015,P,GEV,45.0,SWI5,1208.516,504.0701,-1.89741744684,-1.8601693452,0.141406814203,-1.8601693452,-1.8601693452,-1.86016932428984
FKH2,SMY128,01/01/2015,P,GEV,60.0,SWI5,1282.526,434.0486,-2.2070018512,-2.16975374956,0.131235805972,-2.16975374956,-2.16975374956,-2.16975372827033
FKH2,SMY128,01/01/2015,P,GEV,90.0,SWI5,1703.821,456.2107,-2.55873426738,-2.53285384065,0.151551091092,-2.53285384065,-2.53285384065,-2.5328538270019556
FKH2,SMY128,01/01/2015,P,GEV,0.0,SWI6,1871.351,2364.62,0.0,0.0,0.108397013727,0.0,0.0,0.0
FKH2,SMY128,01/01/2015,P,GEV,5.0,SWI6,1923.4535,2523.598,0.0536335777861,0.00113645012929,0.110987589001,0.00113645012929,0.00113645012929,0.0
FKH2,SMY128,01/01/2015,P,GEV,8.0,SWI6,2047.6175,2952.933,0.189473264176,0.158251778106,0.143002870397,0.158251778106,0.158251778106,0.0
FKH2,SMY128,01/01/2015,P,GEV,15.0,SWI6,2020.03,2457.205,-0.0546054480663,-0.0619606421372,0.130902097663,-0.0619606421372,-0.0619606421372,-0.0
FKH2,SMY128,01/01/2015,P,GEV,30.0,SWI6,1894.5265,1537.598,-0.638145294971,-0.599268602213,0.141897277828,-0.599268602213,-0.599268602213,-0.5992119818866779
FKH2,SMY128,01/01/2015,P,GEV,45.0,SWI6,1426.199,980.12185,-0.878901553893,-0.831506245596,0.150122081934,-0.831506245596,-0.831506245596,-0.8315062115440924
FKH2,SMY128,01/01/2015,P,GEV,60.0,SWI6,1459.5625,835.3845,-1.1421533115,-1.0947580032,0.140583032937,-1.0947580032,-1.0947580032,-1.0947579924582111
FKH2,SMY128,01/01/2015,P,GEV,90.0,SWI6,1741.365,929.25055,-1.24327795454,-1.24796939779,0.159713761436,-1.24796939779,-1.24796939779,-1.2479693910654344
FKH2,SMY128,01/01/2015,P,GEV,0.0,TOS4,3434.183,2928.123,0.0,0.0,0.0918693694751,0.0,0.0,0.0
FKH2,SMY128,01/01/2015,P,GEV,5.0,TOS4,3866.4105,3453.7915,0.0677281392458,0.101164754947,0.0977750920802,0.101164754947,0.0,0.0
FKH2,SMY128,01/01/2015,P,GEV,8.0,TOS4,3775.6755,3628.513,0.17344559143,0.34858494782,0.133009566049,0.34858494782,0.0,0.0
FKH2,SMY128,01/01/2015,P,GEV,15.0,TOS4,3780.58,2953.893,-0.125631934406,-0.00833766460663,0.119904474026,-0.00833766460663,0.0,0.0
FKH2,SMY128,01/01/2015,P,GEV,30.0,TOS4,3766.766,2840.0885,-0.177867405686,-0.256015910457,0.131820185002,-0.256015910457,0.0,0.0
FKH2,SMY128,01/01/2015,P,GEV,45.0,TOS4,3082.2025,2141.9985,-0.294896729132,-0.571706464484,0.140635568768,-0.571706464484,0.0,0.0
FKH2,SMY128,01/01/2015,P,GEV,60.0,TOS4,3100.08,2399.592,-0.139154208056,-0.41596394341,0.130404420434,-0.41596394341,0.0,0.0
FKH2,SMY128,01/01/2015,P,GEV,90.0,TOS4,3391.3015,4168.8525,0.529222205625,0.0809043888108,0.150831725148,0.0809043888108,0.0,0.0
FKH2,SMY128,01/01/2015,P,GEV,0.0,WHI5,80.873945,57.90491,0.0,0.0,0.268002273752,0.0,0.0,0.0
FKH2,SMY128,01/01/2015,P,GEV,5.0,WHI5,66.532615,75.72819,0.672918111942,0.570210747792,0.249761886681,0.0,0.0,0.0
FKH2,SMY128,01/01/2015,P,GEV,8.0,WHI5,77.00908,93.393375,0.762409772989,0.619513660833,0.265542041996,0.0,0.0,0.0
FKH2,SMY128,01/01/2015,P,GEV,15.0,WHI5,72.59856,78.6794,0.599992352036,0.465175801123,0.259225990786,0.0,0.0,0.0
FKH2,SMY128,01/01/2015,P,GEV,30.0,WHI5,63.10396,45.23405,0.00329004718148,-0.164661070422,0.264948282842,-0.0,0.0,0.0
FKH2,SMY128,01/01/2015,P,GEV,45.0,WHI5,48.72041,24.82553,-0.486517634407,-0.582946616366,0.269442748296,-0.0,0.0,0.0
FKH2,SMY128,01/01/2015,P,GEV,60.0,WHI5,52.87369,25.647055,-0.56044883661,-0.656877818568,0.264246748846,-0.0,0.0,0.0
FKH2,SMY128,01/01/2015,P,GEV,90.0,WHI5,66.407495,33.27555,-0.514247901705,-0.513868504411,0.274902238474,-0.0,0.0,0.0
FKH2,SMY128,01/01/2015,P,GEV,0.0,YHP1,2597.89,2386.54,0.0,0.0,0.130670172301,0.0,0.0,0.0
FKH2,SMY128,01/01/2015,P,GEV,5.0,YHP1,2703.583,2488.127,0.00228913902128,0.0557870625504,0.129443279853,0.0557870625504,0.0557870625503,0.0
FKH2,SMY128,01/01/2015,P,GEV,8.0,YHP1,2981.51,2748.767,0.0191692059798,0.0383838385939,0.157756580619,0.0383838385939,0.0383838385938,0.0
FKH2,SMY128,01/01/2015,P,GEV,15.0,YHP1,3108.434,2754.302,-0.0520813639822,0.0404234434321,0.14687640028,0.0404234434321,0.0404234434321,0.0
FKH2,SMY128,01/01/2015,P,GEV,30.0,YHP1,2712.604,1406.325,-0.814371097108,-0.683889979401,0.156755080434,-0.683889979401,-0.6838899794,-0.6838514220436708
FKH2,SMY128,01/01/2015,P,GEV,45.0,YHP1,2171.897,782.4427,-1.36771673188,-1.20405913649,0.164237502631,-1.20405913649,-1.20405913649,-1.2040591229551734
FKH2,SMY128,01/01/2015,P,GEV,60.0,YHP1,2179.319,858.0988,-1.22224188776,-1.05858429238,0.155566406839,-1.05858429238,-1.05858429238,-1.0585842819931484
FKH2,SMY128,01/01/2015,P,GEV,90.0,YHP1,2802.226,1118.859,-1.17333601742,-1.13539273467,0.173048557863,-1.13539273467,-1.13539273467,-1.135392728552043
FKH2,SMY128,01/01/2015,P,GEV,0.0,YOX1,1284.8325,1313.662,0.0,0.0,0.147233191494,0.0,0.0,0.0
FKH2,SMY128,01/01/2015,P,GEV,5.0,YOX1,1305.001,1100.2909,-0.283094397227,0.00127171861975,0.143496788546,0.00127171861975,0.00127171861975,0.0
FKH2,SMY128,01/01/2015,P,GEV,8.0,YOX1,1743.825,1444.4695,-0.30920657566,-0.0805814762746,0.169478330038,-0.0805814762746,-0.0805814762747,-0.0
FKH2,SMY128,01/01/2015,P,GEV,15.0,YOX1,1642.001,995.6471,-0.756006441607,-0.545177142465,0.159400259043,-0.545177142465,-0.545177142465,-0.5369185674791437
FKH2,SMY128,01/01/2015,P,GEV,30.0,YOX1,1161.5154,770.42855,-0.624373473784,-0.467630907185,0.16854649467,-0.467630907185,-0.467630907186,-0.4606717481717317
FKH2,SMY128,01/01/2015,P,GEV,45.0,YOX1,1067.5425,527.3217,-1.05162660096,-0.870185937996,0.175526986228,-0.870185937996,-0.870185937996,-0.8701839848668578
FKH2,SMY128,01/01/2015,P,GEV,60.0,YOX1,1168.966,608.12475,-0.976277573805,-0.794836910846,0.167441549684,-0.794836910846,-0.794836910846,-0.7948338425954147
FKH2,SMY128,01/01/2015,P,GEV,90.0,YOX1,1646.5415,784.97405,-1.101267909,-1.0177684303,0.183797630568,-1.0177684303,-1.0177684303,-1.0177684096521842
HCM1,SMY2077,02/09/2016,P,ZEV,0.0,ACE2,1368.03925,1452.7788,0.0,0.0,0.129406918687,0.0,0.0,0.0
HCM1,SMY2077,02/09/2016,P,ZEV,5.0,ACE2,1812.943,2033.105,0.0713892158216,-0.0053117201898,0.119792700094,-0.0,0.0,0.0
HCM1,SMY2077,02/09/2016,P,ZEV,10.0,ACE2,1780.4085,1983.296,0.0630951135467,-0.0138753920549,0.121633722691,-0.0,0.0,0.0
HCM1,SMY2077,02/09/2016,P,ZEV,15.0,ACE2,1920.396,2003.1965,-0.0332771584301,-0.0970447863201,0.125077677461,-0.0,0.0,0.0
