Genes,peak_time,Distance
FKS1,32.0,4.122837357575342
YFL067W,18.0,4.1234384529149555
HNT1,5.0,4.123737406284156
TDA10,73.0,4.124639352048274
RFC3,28.0,4.124933688711148
ERP4,31.0,4.125397169681664
TIM11,3.0,4.126345313659684
CKS1,38.0,4.127334380880162
MED2,67.0,4.128046245725321
PNG1,1.0,4.12844157199118
YGR237C,0.0,4.128743846795441
YMR111C,4.0,4.129681940846934
SPS4,61.0,4.131102516399365
RPN13,6.0,4.1316183717197
GTF1,60.0,4.13162806124367
MRPS9,73.0,4.131817825715187
UIP5,42.0,4.132173279714232
ALG13,3.0,4.132228890290869
SRN2,72.0,4.133745995739489
DAL81,49.0,4.135844669633127
XDJ1,1.0,4.136748459042922
VPS51,3.0,4.136897921707278
COS12,31.0,4.13731822276858
RPL18A /// RPL18B,31.0,4.1377942229334
EOS1,11.0,4.138250718731882
YML053C,47.0,4.13912927641615
SNC1,9.0,4.140170171929368
MAP2,0.0,4.140872103461831
OCA4,0.0,4.142384465300446
RTT109,30.0,4.1450132795950125
FBP1,31.0,4.145042710504315
POL2,27.0,4.145575027553767
YNL334C,29.0,4.145819369617242
APD1,73.0,4.146463683926315
YJR124C,38.0,4.1469915255323455
UAF30,56.0,4.147253601586602
DET1,72.0,4.147853119953961
BRN1,49.0,4.1488948952512095
ATG22,62.0,4.149650051308231
NOB1,50.0,4.150132303509291
HTA1,37.0,4.151139384107147
TDA9,43.0,4.153213884652339
YIL047C,42.0,4.155355738317127
GEP5,40.0,4.1565966496841655
YMR178W,19.0,4.157653911653772
NFU1,70.0,4.157687909338827
ELM1,46.0,4.157768509299443
SLM3,39.0,4.157796397992785
MRP20,67.0,4.15937335321022
OYE2,42.0,4.16195908221345
SOD1,16.0,4.162294530931761
SPP2,3.0,4.162457019918618
NBP1,21.0,4.163171249631197
PNP1,48.0,4.16623832459818
GEA2,36.0,4.167073172982827
MRC1,24.0,4.1674792941371965
GPI10,3.0,4.167654651021425
GSM1,68.0,4.168799991378306
DIB1,63.0,4.169408154795058
DTD1,32.0,4.169957619091139
MCD4,29.0,4.170148132670889
ELF1,70.0,4.170930285117743
SIR1,26.0,4.171693968442249
PRM9,44.0,4.171900813465421
PGA3,45.0,4.171943261412842
RPP1,39.0,4.1722711576238245
HCR1,16.0,4.172947160712456
YPL067C,48.0,4.173765770431067
YCK1,50.0,4.1742159060418285
SKP1,7.0,4.17443412928091
LOA1,19.0,4.17459154401986
ASH1,3.0,4.17515708625028
GIC1,42.0,4.175164617975641
SPO22,44.0,4.175889542341448
AMN1,8.0,4.17604408949219
AME1,55.0,4.177056333264424
HEM13,42.0,4.1779431798652125
DOT6,58.0,4.178515907962091
TPM2,57.0,4.178536027616545
CIR1,72.0,4.179694222388897
STP3,43.0,4.180019053774624
MIG1,71.0,4.180918121245404
YLR049C,13.0,4.181527185130988
AIM11,17.0,4.181854932022566
HNT2,72.0,4.181865320324745
YLR030W,24.0,4.182910247458796
DNF2,38.0,4.183071048556671
TMA22,1.0,4.184360966196965
NPL3,64.0,4.184753137377815
POP7,72.0,4.185059063392071
PXL1,30.0,4.185565812547901
YBR071W,18.0,4.185900757820673
CYK3,3.0,4.186027008918209
YNL181W,27.0,4.187164437719883
RER2,68.0,4.187228503533121
RET3,44.0,4.187574779628491
HOF1,62.0,4.188377860357679
BRR6,7.0,4.188529997326386
VTI1,73.0,4.18868501926304
YTA7,3.0,4.189007287184034
TRR1,20.0,4.189361847728686
YGR012W,37.0,4.190263030797047
HEH2,68.0,4.190527137384558
DPB11,28.0,4.191612898471225
RAM1,8.0,4.191737949518352
VMA4,5.0,4.191815705379236
ERV1,6.0,4.1923091709952125
RIM11,0.0,4.193666653070008
MAK3,3.0,4.1948009053760575
SKS1,65.0,4.195702626663263
TCM62,64.0,4.196000003564302
SEC65,70.0,4.196208852028066
STE18,73.0,4.197257046473078
CEX1,37.0,4.19871328517044
HAA1,4.0,4.198772375991052
UFE1,23.0,4.19878838603493
KES1,42.0,4.199056799111735
NAT3,68.0,4.1992810057776495
CKA1,68.0,4.199395677423578
IQG1,61.0,4.19964136110045
LDH1,8.0,4.2001389795398465
NAB2,59.0,4.200862301579945
CAB3,10.0,4.2018265774782515
ATP7,70.0,4.201827510801772
SRO7,57.0,4.201852787054473
ADO1,18.0,4.201893852135717
UBP6,1.0,4.202523847173941
CTM1,21.0,4.202960403173023
YDR061W,51.0,4.204451687409887
SLD2,22.0,4.204460226236105
PRP46,68.0,4.204633568606233
FCY21,25.0,4.204974174285315
ECM30,44.0,4.204976722981979
SSP120,1.0,4.205906642845822
DSF2,37.0,4.206440521837246
IMA1,67.0,4.206600253969761
PKC1,64.0,4.207442687856062
PST1,4.0,4.209329395976108
YIL092W,63.0,4.210805642619597
OST1,36.0,4.212074047728905
NDD1,42.0,4.213730239932615
RTT105,31.0,4.214616852991635
CCP1,9.0,4.214964221687088
RFC5,29.0,4.214972008447457
AVL9,48.0,4.215454830282917
ACO1,27.0,4.215530722082226
SRP102,47.0,4.216321154315892
CDC12,47.0,4.217203826685913
CTR3,66.0,4.217581474902143
AIM41,6.0,4.218280771052477
NGL1,63.0,4.218518626956181
SEH1,50.0,4.219452898324124
LSB5,55.0,4.219604698552419
YER034W,71.0,4.219981880459334
PTR2,3.0,4.220288199952448
YLF2,54.0,4.220648544439399
ITT1,56.0,4.222357233998161
ZRG8,72.0,4.222722639682299
TRS33,24.0,4.223354985480084
ALG12,10.0,4.2264241071398825
GCD7,12.0,4.226635799997105
ULI1,24.0,4.2266742468014735
GEP7,46.0,4.226992740034306
YNL211C,65.0,4.227647591568168
PRE10,6.0,4.229412691992755
DUS4,53.0,4.230591438120738
YKU70,0.0,4.230765898398491
VPS64,50.0,4.230858746460246
AIM43,11.0,4.2308818532212555
YDR179W-A,40.0,4.2318255453855524
SMC6,29.0,4.231838061333616
CCL1,61.0,4.232123491776057
YDL186W,44.0,4.232638313227204
SHP1,4.0,4.232977687245385
SMC5,28.0,4.233287016341032
RNQ1,25.0,4.2334969942010074
IXR1,50.0,4.23542153033829
ETT1,71.0,4.235457332331147
FLC1,21.0,4.236608442770435
SAP30,49.0,4.23747057304581
TAO3,68.0,4.237785815193973
TOF1,23.0,4.237925261154837
PIS1,68.0,4.238161786503097
COA1,4.0,4.238307342319099
YAP3,62.0,4.238488585919625
YNR061C,16.0,4.239195311116295
AST1,49.0,4.239831372176165
RAD53,24.0,4.239953920917451
STU1,35.0,4.240038881184544
CDD1,43.0,4.240478403689471
PHB2,0.0,4.240763356248058
YFL061W,28.0,4.2419234755782895
SEC61,35.0,4.2421737139418765
VPS52,71.0,4.24233404039055
HAP1,54.0,4.243385522779924
RPL26A,29.0,4.244113039471178
ATP4,73.0,4.244267090536745
RPN1,8.0,4.244590439354901
ARE1,40.0,4.24560518435414
APC1,56.0,4.2459262124167685
YOR105W,65.0,4.2466477770882705
PFY1,14.0,4.247059319834257
CKB1,22.0,4.247076229352382
PET117,72.0,4.2477249873440295
CDC28,29.0,4.248905776203986
SUB2,50.0,4.249036503254115
TAD2,30.0,4.2492224899548185
PRX1,73.0,4.24937269630917
FPR1,15.0,4.2495019590595104
POP8,33.0,4.249968984009658
MNN1,31.0,4.250198236966276
CSI2,30.0,4.2505966007182705
FLX1,35.0,4.251278487455044
SMC2,41.0,4.252694142014283
RPA12,38.0,4.253262529878376
VPS13,2.0,4.254630248746452
PEP3,66.0,4.254886377098912
RDL1,5.0,4.255073479946744
CDC31,2.0,4.255340343279617
HER2,58.0,4.255636082073032
HIR3,42.0,4.255747038376709
YGL101W,49.0,4.256406993123979
SFL1,59.0,4.257773803197793
YMR001C-A,53.0,4.257806300481
RSM10,1.0,4.258280999968153
TOP2,32.0,4.258284056318903
SPT16,23.0,4.258570622195886
ISW1,29.0,4.259185256257011
SEC63,22.0,4.259491687798326
OLA1,32.0,4.259926477470931
PUS5,65.0,4.260198313522175
SMC4,48.0,4.260394929608884
TIP41,59.0,4.260999549222795
CMR1,23.0,4.26109718763423
SAS4,66.0,4.261652654273956
IML1,47.0,4.26265254902451
MNN10,46.0,4.262724804313579
ROT2,3.0,4.262820201829856
SWP82,68.0,4.26341334014014
SRB6,4.0,4.263637091759734
FUM1,24.0,4.264144637552043
IMD4,44.0,4.264321837871387
TOP3,32.0,4.264663898599115
ACC1,12.0,4.266983747788976
DEP1,66.0,4.268295559203844
YHR214C-D,25.0,4.268693087771591
SWP1,47.0,4.269244778711868
INO80,8.0,4.269587894809926
CBR1,18.0,4.2699605359119035
SWC4,61.0,4.270071129543906
POG1,70.0,4.270734728264485
HEM14,27.0,4.271099112816613
RKM4,11.0,4.27205679266389
PRI1,27.0,4.272230091779667
HUL5,4.0,4.272807662963472
MNN5,33.0,4.272944755138474
PEP7,48.0,4.273601196595719
ELP6,39.0,4.27389793078477
MSY1,72.0,4.274011791619326
SNF2,43.0,4.274537100037506
RNH202,26.0,4.274909397737631
YKR051W,55.0,4.276146770430754
YJL049W,65.0,4.277336254090954
DHH1,68.0,4.277871847297898
APS2,70.0,4.278160035995907
EAF3,69.0,4.2782446435163175
YHR127W,31.0,4.278432484967256
RPP0,58.0,4.279214452677143
NIT2,16.0,4.281632043911616
PBI2,13.0,4.281734073678216
TLC1,41.0,4.281911270298875
YPL199C,73.0,4.281965949788453
MPH1,52.0,4.282201784830648
TIM44,62.0,4.282243472805898
ATP5,62.0,4.282564624181905
YKR023W,69.0,4.283010130321789
YHR078W,13.0,4.283549045951272
ISY1,3.0,4.283985069480272
YDR524C-B,42.0,4.28408260789213
YOR296W,7.0,4.284141707246211
YNL050C,71.0,4.284614995339055
NSL1,48.0,4.284687927962519
ERP1,39.0,4.2847029170500175
RPL33A,36.0,4.284922428845192
PEX22,73.0,4.2853732041049275
SCL1,7.0,4.285512243539819
ATP14,66.0,4.285653358420878
RMR1,72.0,4.286127436646884
CRH1,25.0,4.286247053194437
YER039C-A,5.0,4.286347449833605
NAT2,63.0,4.286639105922919
ENV10,17.0,4.287483193535799
YHR020W,32.0,4.2881148357194725
INP54,65.0,4.2881918647717825
MPE1,57.0,4.288325700532919
SCJ1,21.0,4.288686327302717
YAR066W,29.0,4.289671239148387
SLS1,43.0,4.290045937059404
SPG3,35.0,4.290934102281902
EGD1,12.0,4.291652901926397
ETP1,71.0,4.291960199520881
CCS1,63.0,4.2921398746588
PAC10,60.0,4.2923440933883015
ATG12,1.0,4.2926793878158405
OSW5,63.0,4.2932193581804405
SNC2,27.0,4.293718974988704
YNG2,67.0,4.294235819606203
YIR014W,64.0,4.295252835526521
ARL1,70.0,4.295296032577764
PPX1,73.0,4.295780855423089
DDP1,7.0,4.2958531884738065
PAP2,50.0,4.296083330287729
GPA1,3.0,4.296118594258562
VPS29,5.0,4.296562263641905
BUD13,35.0,4.298054972232987
SNF3,70.0,4.298564531129502
MGT1,4.0,4.2986076366553325
ALP1,33.0,4.298761145499495
CBF2,37.0,4.299743673481986
VPS68,4.0,4.299866378857226
NNF2,47.0,4.300652424738936
MRP21,67.0,4.300819751565847
SSA2,32.0,4.3008859439006955
CYR1,72.0,4.300914099159958
TPO4,68.0,4.3021119184325185
TRS85,42.0,4.304370549746303
ATG10,2.0,4.30668141116872
ESP1,42.0,4.307736429883706
MDY2,46.0,4.30779813592587
HOT13,36.0,4.308135045819458
RPL14B,11.0,4.30824717724015
YOL019W,31.0,4.3082912216664795
BET4,63.0,4.3094702441611386
UBP9,12.0,4.310113837772795
TFG1,1.0,4.310294110830154
SPO13,37.0,4.3107870807854445
NVJ2,71.0,4.3111564551641175
XPT1,73.0,4.311216000050142
YPR147C,4.0,4.3114403380094135
YML018C,39.0,4.3115583253065495
RTC1,69.0,4.311707204529923
FMC1,0.0,4.31189172142393
CDC21,27.0,4.312233607264734
ATG17,50.0,4.312267514653351
LDB18,4.0,4.3124520475995
EDC3,53.0,4.3128670790084795
BNA5,27.0,4.313172040616442
ILM1,37.0,4.313973609761635
UBC7,18.0,4.315254292270877
FZO1,62.0,4.316557035900503
COG2,56.0,4.316923445332821
YDL177C,3.0,4.31837683635588
GAB1,41.0,4.318677200728451
GGA2,40.0,4.3195373291775105
FMP25,11.0,4.319562787559409
YGR015C,18.0,4.321146815095761
FBA1,61.0,4.323144530564756
YUH1,72.0,4.323268385472887
SPP1,52.0,4.323714133223528
GUK1,49.0,4.32377082493899
MSI1,26.0,4.3246884003412305
CDC73,72.0,4.326337510260058
YTA12,8.0,4.326596188394946
PHO85,67.0,4.326675593734763
YLR283W,1.0,4.327560221290548
AEP3,1.0,4.327935407342852
MRP51,69.0,4.328102941674357
GOS1,54.0,4.328627590643737
CMS1,50.0,4.329766900944095
DAD2,23.0,4.330039205369282
YTA6,61.0,4.330274013642692
TOA1,10.0,4.331928210207874
NGL2,54.0,4.333052070345634
YJL225C,20.0,4.3346235760628335
AHC2,1.0,4.335179222069211
COF1,11.0,4.336541086509261
MOD5,70.0,4.3365872433319534
CSR1,36.0,4.3389947503031605
RDR1,47.0,4.339459491640074
YPT10,73.0,4.340493849183304
NTR2,73.0,4.3406534175259015
LCL2,12.0,4.34165532125086
RAD17,29.0,4.341675423981747
BCY1,4.0,4.342026386535169
YNL146W,73.0,4.3429003757177576
ALF1,69.0,4.343077696775485
CWP1,44.0,4.343089131539489
AIM37,2.0,4.34344093142065
PET127,34.0,4.343771852424896
GPM3,50.0,4.343817534707418
DUS1,40.0,4.344190993828629
IMA5,26.0,4.344219082586665
QDR1,16.0,4.344498852660903
RMD8,48.0,4.344749785579268
YPQ1,41.0,4.344763682096438
YLR042C,31.0,4.346381392823433
RPM2,63.0,4.347442800958172
YMR31,4.0,4.348140373880411
SNF6,66.0,4.348937113829295
CTF19,27.0,4.349159927639321
CYT2,57.0,4.3505736060576465
APM2,71.0,4.351201375639223
PIF1,31.0,4.351784983013682
YIL161W,2.0,4.352044141083422
SPS18,33.0,4.352262010651747
RET2,29.0,4.352926038242495
VMA13,72.0,4.353472463706268
PRE9,8.0,4.353548674539248
SWI3,46.0,4.354047248504
RFC1,50.0,4.354257598834753
PRC1,13.0,4.355839631441782
PML39,66.0,4.356177483358679
COQ4,7.0,4.356184001587934
CBS1,60.0,4.356548074087307
GCR1,49.0,4.357444907329135
LRG1,46.0,4.357562951368103
YJR112W-A,24.0,4.3579067152803335
FRE2,15.0,4.358412963616103
ECM19,30.0,4.3584412035737605
RME1,7.0,4.358524028543027
ENV11,47.0,4.359495087627592
YFR018C,37.0,4.359585088547277
YIR042C,40.0,4.359802699922519
FAR10,63.0,4.359861001314402
HMS2,29.0,4.360381905015622
HIR1,34.0,4.361089580037832
CDC14,47.0,4.362264065745049
APM1,71.0,4.362329684219474
DOG1,22.0,4.3624072981599635
OCA6,2.0,4.363255273006532
YNG1,57.0,4.36380776120985
YKL065W-A,16.0,4.3638562963726795
UTR2,14.0,4.363934298514297
OMS1,70.0,4.366096423493137
PHO81,72.0,4.368089764216451
SIP3,30.0,4.368475513352493
RAD5,24.0,4.368634358171611
MNN9,35.0,4.369421429726511
YLL007C,54.0,4.369729098928319
LTP1,70.0,4.370951277130177
ARL3,68.0,4.371007189892598
MAD1,53.0,4.371108466569175
YDL180W,73.0,4.374075800979006
IES3,19.0,4.374295607318482
VAM7,46.0,4.375734539941714
FIG4,13.0,4.375985879183929
RIB4,8.0,4.376193766483495
PBY1,53.0,4.37630958512839
YNL165W,26.0,4.3775359708829615
THP3,61.0,4.37799171738873
ARV1,55.0,4.379051738903396
RPL33B,26.0,4.379512783147548
BLS1,63.0,4.380123118250738
YPL039W,43.0,4.380808542158156
ITC1,52.0,4.38122912486086
ARO80,73.0,4.381536374077492
FPS1,64.0,4.381588297688703
RRT12,36.0,4.382229581061358
YMR252C,1.0,4.382360397514049
SPR6,50.0,4.383464867347609
YOR228C,2.0,4.384195039148996
LIP5,0.0,4.385108346973753
TUM1,30.0,4.38620604180106
VMA8,0.0,4.387181602712939
PGA2,57.0,4.388410901366398
ERI1,11.0,4.388520970329896
CSF1,11.0,4.389051652172598
YDR381C-A,1.0,4.389507247742883
ERG3,42.0,4.38970927176552
MDM12,71.0,4.3899793809607335
CEF1,2.0,4.39025525756656
TYW3,71.0,4.390381861511269
CMK1,2.0,4.390872994847729
TPN1,21.0,4.391139554935565
UBP2,1.0,4.391160172733774
SIT1,60.0,4.3919112541995435
GCV2,45.0,4.392252697691442
DPB2,23.0,4.39244675257624
SMF3,69.0,4.393080093333239
LAS21,43.0,4.3939146626389105
LIP2,1.0,4.394215339215693
TIM22,69.0,4.394276529177625
NUP57,52.0,4.395958320129771
PLP1,20.0,4.396867345296238
SUS1,5.0,4.3984748654832675
VPS5,71.0,4.398770985009191
ICS3,65.0,4.399184040105873
BLI1,4.0,4.399556080780204
HIM1,38.0,4.400738233190447
UBA2,48.0,4.400877453462465
YMR122W-A,12.0,4.4010283668043035
ESF1,11.0,4.401110394612431
MLP2,60.0,4.401250490555194
YAR061W,21.0,4.401299043944499
BNA7,9.0,4.401442015825272
MED7,61.0,4.401894897795059
CBT1,2.0,4.402004825357521
COX20,69.0,4.402373879374568
SAM1,46.0,4.403094447190687
YNL046W,6.0,4.403199789626486
PSP2,61.0,4.403283234048411
YGR130C,0.0,4.40357661141627
RUF21,47.0,4.404295335144259
YPR098C,2.0,4.4043944325602995
FMP10,1.0,4.40487183724163
ZRC1,48.0,4.404987051929724
RPB3,57.0,4.406844885052486
YPT6,67.0,4.407286192321395
CIN4,59.0,4.40774239307309
JAC1,71.0,4.409365957259966
QCR8,2.0,4.410204775269698
MUM3,43.0,4.411197790074791
SAP155,49.0,4.412594797489393
MDV1,42.0,4.412793994065924
FHN1,18.0,4.412849082749715
PEX3,69.0,4.413655606415625
DOM34,65.0,4.413878043012165
ATG16,10.0,4.4138979014238915
URA3,7.0,4.414300129149653
TFG2,9.0,4.414632579869719
YPL162C,33.0,4.416044053851927
RIF1,29.0,4.416568428897161
PMS1,23.0,4.416624368991544
SFB3,42.0,4.417764136549795
PHO86,5.0,4.418318828507655
PEX10,65.0,4.41880436214796
SCC4,26.0,4.418968268503738
GUP1,59.0,4.419488676641192
AIM4,69.0,4.4196075601064555
RAD26,1.0,4.419615242350945
SPF1,27.0,4.420356521003708
YOR015W,8.0,4.420765695166325
GLN1,9.0,4.421164151445628
PEX6,4.0,4.4212457941709395
SKG6,23.0,4.42139328257332
CDC9,22.0,4.42140548518344
TOS6,32.0,4.422172450282022
YMR102C,54.0,4.422373151348073
YMR030W-A,63.0,4.42279959911481
SFH1,48.0,4.422972919711373
MOT1,37.0,4.4233772393886746
FIP1,8.0,4.423809594375102
YKL075C,68.0,4.424215790107939
YMR114C,71.0,4.425010092867906
IRC6,54.0,4.426543070022301
SFT2,6.0,4.426715101227635
MSH2,25.0,4.426916376473091
COQ3,72.0,4.426980820108688
ISM1,55.0,4.427045389831988
TPP1,66.0,4.42824962784465
SLH1,5.0,4.428293768370683
ARF2,71.0,4.428623391441727
YML122C,38.0,4.428778680338063
YHB1,18.0,4.4289964990206965
CBP1,45.0,4.429104410619386
YPL014W,19.0,4.429808058310652
YHR045W,23.0,4.430240092584042
RFX1,36.0,4.430421051669596
YMR295C,42.0,4.430575343894857
GDS1,73.0,4.4313388898973844
FIS1,7.0,4.431702518516935
YLR278C,39.0,4.431774306521212
CWC21,71.0,4.432341023393945
YGR201C,48.0,4.432374525254479
PRE5,14.0,4.432652508266949
SIC1,4.0,4.433243550732868
ELG1,25.0,4.433269948406527
DBF4,32.0,4.434356162372309
VCX1,2.0,4.434954935230859
TFC3,46.0,4.436099974694744
ARG3,10.0,4.436223023194971
FYV10,0.0,4.437705250756862
VPS72,2.0,4.437880934160587
AHC1,61.0,4.438119783076852
SAT4,47.0,4.438142069480042
RRN7,35.0,4.438649723545295
GDA1,39.0,4.4386817440452
TFA2,1.0,4.438777265654998
RAD28,42.0,4.438945365337583
EAF1,54.0,4.439467726008916
MSO1,67.0,4.439546323114586
YJU3,57.0,4.440469314294656
EAP1,65.0,4.4412485936625234
YGR001C,13.0,4.4413106766008665
YEH2,34.0,4.441945922244984
TFB2,33.0,4.441968550732307
SPP41,46.0,4.443128123649901
YPL041C,29.0,4.443157351673511
PLC1,20.0,4.443237589401621
SET5,50.0,4.443349575671855
YDR042C,39.0,4.4434035636883555
KRE28,28.0,4.443538573871252
ARP8,72.0,4.443638617575714
ALG8,50.0,4.4442929103767685
FAR11,12.0,4.445813207994388
YCR099C,9.0,4.446223863609483
RAD23,53.0,4.446712730036059
YFL064C,19.0,4.447235977228505
MEF1,4.0,4.44728989318098
YSA1,6.0,4.447480514011554
TAT1,69.0,4.448438961330826
YIP1,35.0,4.449115704418355
YGR296W,22.0,4.449209659101506
MSS1,15.0,4.449268083886791
MKK2,42.0,4.449372603155173
DCP1,36.0,4.449847792882074
IZH1,67.0,4.45006687674767
YHR022C,20.0,4.450253887393254
ATP3,68.0,4.450299788947302
KCS1,43.0,4.4504793090506025
SMY2,51.0,4.451375484709305
PCL10,62.0,4.451620127014807
MSE1,18.0,4.451933850999715
YGL242C,14.0,4.452249010927306
TOR2,66.0,4.452392503412094
NAT5,43.0,4.453218969807297
KSH1,71.0,4.45352015038848
COX7,2.0,4.453640358313093
YMR279C,40.0,4.45365954470072
IST1,0.0,4.453685549400033
FYV5,7.0,4.454312188923839
TMN3,27.0,4.454404334072172
GFD2,37.0,4.454462392190493
YOR059C,54.0,4.4544752032649715
RPB8,45.0,4.455227173399097
PBP1,61.0,4.45562409463498
RRI1,70.0,4.457011285533444
UME1,47.0,4.457450198821273
URH1,25.0,4.457501882548082
PGI1,60.0,4.458282726933173
ISA2,71.0,4.458653779570713
YIL077C,62.0,4.459366739691319
ENO2,64.0,4.45954727088736
SPT21,22.0,4.460237394057601
TVP18,0.0,4.460820796688548
MSN1,53.0,4.460991639837908
TAF3,67.0,4.461467327416792
NUP60,55.0,4.4618972837902255
YKL100C,1.0,4.46237446396881
PRE6,5.0,4.462383371174967
HXT1,16.0,4.462846656684766
SEY1,49.0,4.462869584155459
YJR003C,59.0,4.463289818030774
LTE1,40.0,4.463937524453091
RGA1,5.0,4.463958656353199
YNL336W,13.0,4.464099726961134
ABZ2,11.0,4.464173651886651
MRPL9,3.0,4.465092645043951
TAF8,49.0,4.465457207272663
ATP1,67.0,4.467852814681336
UBP3,43.0,4.467992654425388
TLG2,7.0,4.46920319340918
PET122,24.0,4.469369326026134
HAP2,56.0,4.470155729685519
EIS1,73.0,4.470322752592429
YNR068C,21.0,4.471361086745502
CTK2,43.0,4.471773571067786
SWH1,45.0,4.4717863046978135
YGR079W,37.0,4.47180138277373
CPR8,35.0,4.472213213004714
RAX2,58.0,4.472966144519821
VTC3,59.0,4.473371276486412
YIL001W,60.0,4.473828207043612
YEL025C,67.0,4.473934832049161
CDC8,24.0,4.474741944210822
SRG1,36.0,4.474782967069978
YJR009C,51.0,4.475453441643053
TEF4,47.0,4.475516714554246
SEC10,52.0,4.476105417771809
GCS1,34.0,4.476619243236082
CNN1,26.0,4.47664476106385
DST1,1.0,4.47685275826127
VID30,9.0,4.476868281396204
ARF3,15.0,4.477650553430386
CHC1,72.0,4.477974741365748
SAP185,38.0,4.4781790187839565
TDA7,48.0,4.478460413302433
EST1,26.0,4.478923582557098
SLM2,1.0,4.479250234208431
TAF5,63.0,4.480136486569894
NUP53,51.0,4.480628218460425
ARG8,19.0,4.480784832165385
BYE1,73.0,4.481087296337608
YDR524W-C,49.0,4.481563502496862
PRR1,8.0,4.481934665866663
YSP2,48.0,4.482319321933383
NAS2,3.0,4.482464034964383
YCL021W-A,22.0,4.482545639233062
RAD59,44.0,4.484132103374185
TIF5,40.0,4.484550626201017
ECM15,14.0,4.485823614918186
MDH3,11.0,4.486757552629816
YGR050C,61.0,4.487594964202701
COT1,13.0,4.48774384305353
SDS22,69.0,4.487772908798721
TRF5,43.0,4.4892580359919405
PFK1,51.0,4.489341458020817
YBR031W,55.0,4.491205792958797
RMI1,65.0,4.491573535414994
YGR017W,49.0,4.491794083863515
SNF4,40.0,4.492691559093045
YLL056C,17.0,4.493209654557731
GLC8,4.0,4.494058421997783
STS1,2.0,4.49492472558288
CDC42,40.0,4.495754011424998
BCS1,2.0,4.4958727852437255
TRK2,61.0,4.495957762124547
YLR053C,24.0,4.496265696149247
RPB11,54.0,4.497555348515452
GET1,38.0,4.4977982603241236
MRPL38,73.0,4.498764658838233
ARN1,68.0,4.498932051102325
YPL276W,33.0,4.499296101601958
THP2,47.0,4.499327100958308
YPT32,26.0,4.4994327477956615
COX6,0.0,4.499907370467781
ICR1,0.0,4.501033324736227
RPT3,7.0,4.501453182112699
POL3,25.0,4.501896611041499
RPC17,36.0,4.504475802191376
AAD14,17.0,4.505642425255705
DPM1,23.0,4.505742675990244
COG5,0.0,4.506056329724097
CAF4,37.0,4.507046146197825
VMS1,53.0,4.507428865793809
MZM1,7.0,4.508218405468711
YCH1,53.0,4.508518024408515
CAD1,71.0,4.508763236085362
YRB1,59.0,4.509307701156443
YIL166C,11.0,4.509545667540399
YJR084W,69.0,4.510383572271174
SNN1,13.0,4.5104760259395364
PHB1,2.0,4.512547535185849
MRPS35,68.0,4.512945176567339
MSP1,2.0,4.515607206357374
INH1,68.0,4.515611115355035
SPS100,47.0,4.515912141077517
YHL018W,50.0,4.5171227828907465
CDC48,10.0,4.51729760754442
NIC96,64.0,4.517496208775061
YSR3,55.0,4.517874990700285
YPR174C,22.0,4.517887732713751
SEC12,18.0,4.517949494682913
HOG1,35.0,4.518260834101491
OXA1,9.0,4.518269788420432
PPT2,1.0,4.518339442035035
YSC83,70.0,4.519215762248848
CDC6,9.0,4.519325696765962
YOR097C,64.0,4.519782992070639
CSH1,28.0,4.520364656457614
RIB3,15.0,4.521214951648657
PAL1,30.0,4.521646163801235
ART10,2.0,4.521677664581003
MLC2,9.0,4.521961693450601
UGP1,52.0,4.522004046124837
ARP9,50.0,4.522142681647802
MRPL16,70.0,4.522339466812869
YPL034W,23.0,4.5226607107052965
RSC3,47.0,4.52294841088394
PTP1,63.0,4.522960978591561
WHI2,45.0,4.523721696314768
ATG21,7.0,4.523936668667949
YAT1,35.0,4.524147792215017
YLR361C-A,8.0,4.524995330807801
KCC4,21.0,4.5251804787976235
YHR175W-A,37.0,4.525611559511782
MTR3,42.0,4.5259347171979
TIR2,37.0,4.5260371607037095
MPD2,41.0,4.5264069079092275
MRPL24,71.0,4.526939227380061
AIM39,73.0,4.527113764182214
CBS2,73.0,4.528241557734087
CET1,66.0,4.528616715596239
ORC6,53.0,4.529284595853664
POL12,23.0,4.5292955523557685
PLB3,18.0,4.529296559981955
ABF2,61.0,4.530340153452321
HRT1,4.0,4.53071019921906
YNL108C,24.0,4.531138480446126
ACM1,24.0,4.5311469087293785
MSC7,10.0,4.531261363669446
UBS1,50.0,4.531870418988735
POM33,12.0,4.532268975971051
DER1,7.0,4.533007147856068
KIN3,67.0,4.533596850969084
JJJ3,39.0,4.5337900732377046
YGL108C,65.0,4.533815201499251
AIM29,5.0,4.534986476688693
DAT1,41.0,4.535708602158547
PRY3,14.0,4.536086405865569
MNL1,29.0,4.536272678664313
PRE3,13.0,4.536505983871824
ILV5,18.0,4.536934271898424
MRPL36,67.0,4.536952575105587
TAF7,71.0,4.53702933516348
REF2,18.0,4.537099933613026
SPC19,53.0,4.537270205344115
MNN4,49.0,4.537546228883669
CTF4,25.0,4.538452916467153
HUT1,40.0,4.539278465616752
YPL168W,58.0,4.539281646240446
YGL176C,36.0,4.540216725011037
PCD1,34.0,4.541172036740483
YBR139W,72.0,4.541560117227081
MSH3,29.0,4.54241576112048
PEX30,73.0,4.542526814277199
ISR1,32.0,4.5426364951561045
AIM6,11.0,4.543606972764936
RCY1,48.0,4.544182157087081
HUG1,55.0,4.544565345125714
KTR5,66.0,4.544940803793699
