Genes,peak_time,Distance
YRO2,72.0,4.546441104202943
DDC1,24.0,4.546510185461046
BET5,49.0,4.547074143144263
NOT5,72.0,4.547321959728822
SOP4,13.0,4.548023880415719
QRI7,20.0,4.548376502607593
YDR261C-D,19.0,4.548620139328193
AIM33,46.0,4.548680984879111
ZPS1,4.0,4.548711080393444
YKU80,66.0,4.549642038411881
YPL077C,4.0,4.549721585007719
MDJ1,19.0,4.550004008168509
ELC1,66.0,4.550340884608986
IZH2,69.0,4.550449908443423
BUD32,37.0,4.550958492664867
MRPL4,41.0,4.551421889946705
ICS2,12.0,4.551431320404557
SEC15,61.0,4.551861611284496
CCW14,52.0,4.552536805246744
VPS30,63.0,4.552656845130073
PEA2,26.0,4.552701693173038
ORC2,50.0,4.552909873227088
NYV1,0.0,4.554140586950726
HBN1,48.0,4.554203692537389
RIC1,56.0,4.554756817840618
MUD1,73.0,4.554814486796284
UFD1,6.0,4.555770925975436
PRP21,66.0,4.556723851745198
POL1,25.0,4.556843445297993
SNT1,48.0,4.557616392265801
YLR271W,71.0,4.558488392703721
PAM17,0.0,4.5586184219379104
RUF5-2,13.0,4.55876421920299
RUF5-1,13.0,4.55876421920299
YRB2,15.0,4.558779297641249
ALE1,43.0,4.5589311509871235
SAP4,5.0,4.559392635739147
GLO2,2.0,4.559680583090187
YPL068C,43.0,4.560192037199069
EMC2,63.0,4.560322336940339
RPA43,44.0,4.561054907026071
NOP16,3.0,4.561242892753376
CIN2,28.0,4.56171268810235
YHR214W,30.0,4.562071136671864
MAD2,63.0,4.562106857133001
YGR026W,40.0,4.562327065674724
PAP1,64.0,4.562368846385393
BMT2,1.0,4.562762443028289
YPR022C,42.0,4.563768474471197
HSC82,30.0,4.563806971635522
CWH41,27.0,4.56412093173578
LEM3,31.0,4.564211531121812
TFB4,68.0,4.56444397389101
MLP1,49.0,4.564958331939047
YFR045W,2.0,4.565080564151633
PNT1,19.0,4.565608216038162
MAL11,1.0,4.565687988062817
AIM24,3.0,4.566889356064228
IOC4,72.0,4.566966489182144
DBR1,43.0,4.567360792905419
PPH3,40.0,4.5675289082905985
UBA4,13.0,4.568162895467665
RPC31,51.0,4.5690796226199035
YKE2,70.0,4.569101834463281
SOV1,69.0,4.569446260574042
SMF2,26.0,4.569683046231649
RAS2,3.0,4.569846325547605
MED8,3.0,4.570681181633804
YGL082W,65.0,4.570700084859415
RBL2,60.0,4.570906096964802
LPD1,62.0,4.571133265493704
LIF1,2.0,4.572594312051405
STE6,3.0,4.572806199851422
SCO1,45.0,4.574010773807831
GPI15,45.0,4.574187060235495
PSK1,62.0,4.574304395150181
DAD4,41.0,4.574394142372442
MUM2,70.0,4.574707077144072
EXO70,11.0,4.57477894414094
GTR1,64.0,4.575388588644136
SEC20,60.0,4.575401972523255
FOB1,27.0,4.576070088873966
ULP1,67.0,4.576074716845865
PFK2,53.0,4.576358585499049
YDR306C,69.0,4.577496972147932
YDR034C-A,4.0,4.578099012810623
SRP40,51.0,4.578351472311622
snR84,58.0,4.5784694556065455
ATG20,4.0,4.578572697102734
TAN1,61.0,4.5788843654514055
YAH1,31.0,4.57890713883126
COQ9,71.0,4.579323128423869
HBS1,18.0,4.579818248441534
SNX4,2.0,4.579874109922891
YJR141W,33.0,4.580413154446711
PRE8,10.0,4.580474832396405
ECM31,14.0,4.581824055293445
YKR105C,28.0,4.582444990882682
YDJ1,30.0,4.582545282908725
FAL1,41.0,4.582615096702924
RAD4,0.0,4.58268396356732
ORC4,57.0,4.583256316607122
FOL3,44.0,4.58338109487245
EAF6,5.0,4.584222951176257
SLY41,47.0,4.5846639354739525
YDR182W-A,30.0,4.5854738754422595
FMO1,10.0,4.585552745571473
PHO13,13.0,4.58575043614006
HOR7,13.0,4.585791901204929
PRP9,46.0,4.586630621184592
ANP1,47.0,4.586805433096889
ROG1,22.0,4.58687801094501
THG1,0.0,4.587137420440221
YFL068W,19.0,4.587519557006782
COA2,61.0,4.588662244383336
NKP2,50.0,4.588688435458878
SEC26,35.0,4.589474982192206
RSM18,69.0,4.589782397840417
RRM3,44.0,4.590438895130062
1-Oct,44.0,4.590481020824073
GLO4,18.0,4.590551484202405
YMR155W,49.0,4.590654693105118
CDC16,51.0,4.590911748206333
KNH1,45.0,4.591204985749449
SET2,60.0,4.592299263018554
PRP6,9.0,4.5936577060148736
NUP100,39.0,4.59378703018795
MDN1,44.0,4.593792123016364
PUT3,55.0,4.59380120943762
BDF2,43.0,4.594285038753724
CGR1,6.0,4.594738288523428
MRS6,38.0,4.595218839644379
BCP1,45.0,4.595447955519622
PSO2,50.0,4.595501644981197
CLB5,24.0,4.596086415083877
SPO16,29.0,4.596501855869306
CWH43,67.0,4.596690284481169
NMT1,67.0,4.5976063596799115
SDO1,4.0,4.597979380825611
IRC20,69.0,4.59813941049709
YAE1,27.0,4.599118418683299
TIF3,51.0,4.599612765359666
RRF1,2.0,4.599883686071048
YHM2,24.0,4.600732966269047
HRB1,68.0,4.600919024320406
CHD1,47.0,4.6012302586914675
MDH1,57.0,4.6015293105210056
YJL077W-B,7.0,4.6016012915744
COS8,10.0,4.601607696410265
PCS60,56.0,4.601696100229984
MET31,55.0,4.60281089308646
ARP6,64.0,4.602939156251802
PRP24,38.0,4.602990367609798
CYC8,38.0,4.603855223681
VNX1,46.0,4.604546607794383
YLR112W,57.0,4.604872520960123
YLR261C,42.0,4.604915387073861
TIR4,23.0,4.605148045331266
YFL034W,65.0,4.605467302832364
GPN2,68.0,4.606404495583886
YML079W,9.0,4.607256498480827
SYS1,65.0,4.607396487143312
RBA50,48.0,4.607568828099923
YEL023C,53.0,4.6079582309571405
CDS1,47.0,4.608356762966138
PEX8,71.0,4.609089101134162
YIL060W,10.0,4.609259983057495
SKG3,44.0,4.609692857257575
SDS3,51.0,4.609745013984759
TCA17,37.0,4.6104328882462875
STD1,47.0,4.611950256653954
RSC4,46.0,4.6124507939438315
YGR121W-A,53.0,4.612662772523649
TID3,45.0,4.612681248369038
SNF11,63.0,4.612974474791114
SFH5,0.0,4.613023976481367
ENB1,69.0,4.613082903935137
SRP72,56.0,4.613423381591923
YDL191W,2.0,4.61399602471798
YGR240C-A,54.0,4.613997137036598
ECT1,47.0,4.61411244523004
YJR011C,51.0,4.614940739763534
RPB7,59.0,4.616412251320532
YLR072W,7.0,4.616693571271524
DUG2,39.0,4.616765235181743
RPC25,44.0,4.617057933895566
AVT7,14.0,4.6172720135664065
YKL068W-A,44.0,4.6177302124957516
SER2,38.0,4.617966385599043
DBF20,54.0,4.618215065968951
YJL147C,48.0,4.618901530761904
MST28,45.0,4.619225037728408
CNL1,3.0,4.619273601660317
UTR1,6.0,4.619337093554055
CAF20,69.0,4.619561301103901
YPK9,5.0,4.619590703488387
CHA4,43.0,4.6197227135528
YEA6,51.0,4.6203101219643825
MCD1,27.0,4.620396978236312
BUD17,24.0,4.620465960610288
YNL055C,8.0,4.620564523382373
YDR282C,68.0,4.620935272724606
POP5,51.0,4.621656593853356
PEX14,5.0,4.622076148379716
THI74,20.0,4.622260608969186
MLH3,45.0,4.623100636683722
IOC2,54.0,4.623341394244975
NCA2,61.0,4.623484411614136
KRE1,24.0,4.624326711392232
PET100,72.0,4.624929039614465
FMN1,6.0,4.625035560544793
LCP5,39.0,4.625766539962502
PFA5,55.0,4.626063328230274
ADD37,64.0,4.626597584833677
YLR126C,18.0,4.626679009277003
RPL12A /// RPL12B,37.0,4.627173656229305
ADI1,56.0,4.627287631039435
RCO1,11.0,4.62798971495353
MRPL40,0.0,4.62821899352649
MSN2,43.0,4.62823069756491
RMD1,67.0,4.628302101592032
HEM3,53.0,4.628351333334996
HRD1,73.0,4.628903255119469
ZUO1,49.0,4.629577403820159
LAS1,51.0,4.629619624633266
AIM23,67.0,4.629745402343309
BLM10,0.0,4.629977236017378
PSR1,54.0,4.630609240640284
YHR219W,17.0,4.630622722395606
BRO1,69.0,4.631530562786693
ICL1,34.0,4.6334161607161235
TIF35,7.0,4.633541858455672
HAT2,58.0,4.633617383445829
VPS9,22.0,4.633998128494599
SAC1,18.0,4.634243990510042
SCP1,0.0,4.634452200864525
UBC13,9.0,4.635282045784292
PZF1,53.0,4.63541881453681
VAC8,73.0,4.635716812614214
TSC3,27.0,4.636787505630744
CHO2,42.0,4.6378368004844965
SEM1,2.0,4.638583339824627
TMS1,36.0,4.63904158534426
SEN2,9.0,4.639115245337636
YAP5,53.0,4.639181399827912
snR57,62.0,4.63937762646192
YNR029C,56.0,4.640183323036239
YDC1,2.0,4.641197988922908
DCC1,50.0,4.641397711057473
RRN6,46.0,4.641543296078001
YOR192C-B,20.0,4.642627485993079
DUS3,58.0,4.642858728520468
KRE6,35.0,4.64292793295582
TDA4,23.0,4.6429355472346
RRT2,24.0,4.643938732035
REV7,5.0,4.644381169477097
YLR046C,56.0,4.6445759108929705
YLL067C,18.0,4.6454236902739705
FAU1,26.0,4.645771820382314
CPR6,19.0,4.645801932675141
MSB1,43.0,4.646106080215028
SYN8,6.0,4.646997129842259
YOL029C,9.0,4.647501435500411
SAS2,32.0,4.648796328683494
RTT107,29.0,4.648804398593775
YTH1,68.0,4.649015966721846
GIM3,70.0,4.6494580539045245
TOA2,41.0,4.64948919595557
PET191,72.0,4.650508311696475
BDF1,0.0,4.651008679021584
YLR179C,57.0,4.65219571511341
SDH4,1.0,4.652749171898476
QCR9,69.0,4.652868108899395
TRL1,24.0,4.652937455764808
FAP7,47.0,4.652938176657179
UBC8,0.0,4.6529584329744695
VMA7,63.0,4.6542088322680355
TAZ1,12.0,4.654311898033352
SRX1,52.0,4.655286253538003
SGF11,68.0,4.6558522165979
APS1,66.0,4.656600688276956
GRX6,24.0,4.656641050302822
FLD1,30.0,4.657061077450829
RPE1,41.0,4.657405954687487
YHR050W-A,72.0,4.657557421619351
PEX13,15.0,4.659244809338642
CYS3,46.0,4.660979011360593
RNH1,49.0,4.66107373986612
COG3,50.0,4.661420209750607
GGA1,2.0,4.662116110368743
YPR172W,3.0,4.662315373300626
YGL230C,30.0,4.6623412448228025
FCF2,7.0,4.662365090821256
YMR147W,54.0,4.662604993507656
SUR1,19.0,4.6628466485031685
BOI2,48.0,4.662893235999468
MSH6,24.0,4.663085569730475
SPT7,53.0,4.663534309005552
RVS167,3.0,4.663693833350665
NUP42,23.0,4.6637869062796415
HRI1,61.0,4.66413085466122
DBP8,43.0,4.665206986820183
YDR514C,48.0,4.6668885001698435
SET4,38.0,4.66729610930072
YPR204W,20.0,4.667460051284257
COR1,68.0,4.66917990903357
VTC2,53.0,4.6693510729496595
RHO2,29.0,4.669709584927478
PRP45,0.0,4.670259193244691
MIT1,37.0,4.670276714746336
NUS1,18.0,4.670491631813143
PAD1,29.0,4.671123739724052
MSN4,0.0,4.6712959025058725
SQS1,8.0,4.671409498337783
RRD2,18.0,4.671989147438413
CPR5,11.0,4.672035345420384
ZDS2,30.0,4.67208071790319
GUF1,43.0,4.673252058445256
SFM1,55.0,4.673656053675593
SLX9,4.0,4.6738182346296755
YER076C,22.0,4.67431358517099
BER1,3.0,4.674751554160411
HMS1,64.0,4.675540623766566
RPS10B,19.0,4.676316114905224
YOR114W,30.0,4.676386703729367
RAD61,27.0,4.6769351957548855
YOR020W-A,5.0,4.677226019222285
EMW1,28.0,4.6773658752183565
MUB1,49.0,4.677539191111858
BOS1,13.0,4.677778808987307
RFS1,3.0,4.678189846813342
ATP20,71.0,4.678312099135434
FRQ1,0.0,4.679520200026738
MRM1,15.0,4.6795573366941765
SLN1,29.0,4.679934387824169
VPS70,5.0,4.680553744523836
MSH1,31.0,4.682089381528652
TOM1,1.0,4.682417064735166
GAL83,21.0,4.682495415385078
GCV3,51.0,4.682543442162699
SEC39,0.0,4.682680470947383
TAE1,10.0,4.682697615531034
SLX5,52.0,4.682763559314821
YBL029C-A,64.0,4.683071266056981
RXT2,70.0,4.683272530226497
MRPL51,69.0,4.683788854081707
RPL20A /// RPL20B,31.0,4.6838468854161635
YCL002C,30.0,4.684183321738911
YFL060C,22.0,4.684601009359304
ATP12,65.0,4.684658190414541
YBR053C,7.0,4.68487696076716
YBL036C,71.0,4.685120784821928
PET309,46.0,4.685647823794524
SRB5,47.0,4.6860402298642745
NCB2,11.0,4.686132704562865
GLC7,56.0,4.686459692580315
QCR6,72.0,4.688252154093411
SNU13,41.0,4.688364565385723
YDR424C,12.0,4.6891029487720415
SSC1,32.0,4.68941182325684
CAP1,7.0,4.689536932365357
PRE2,9.0,4.689855741553717
IGO1,68.0,4.69043356049169
ACN9,3.0,4.691068409984928
TAD1,30.0,4.691340511572847
CMR3,58.0,4.691667169234223
YPL108W,16.0,4.691725345432057
YMR010W,46.0,4.691830849540546
snR39B,56.0,4.692783277840189
YAL063C-A,43.0,4.693284980961175
snR24,41.0,4.693310186042467
SVL3,39.0,4.694554354415604
PIN2,64.0,4.695199727002667
IBD2,49.0,4.6957949320326975
MRP49,68.0,4.6967530255312555
RPS8A /// RPS8B,39.0,4.696820218493693
GCD14,46.0,4.698829741647524
INN1,52.0,4.698975968296946
SEC14,42.0,4.6994907999206665
PET54,18.0,4.699832383654657
CTK1,49.0,4.700665239230296
NOG2,49.0,4.7013641407171916
THI6,4.0,4.701664000432258
SYH1,45.0,4.702387612704897
YOR022C,70.0,4.704185777415597
SSU72,10.0,4.704339827000074
LRO1,28.0,4.70468941839553
SCT1,44.0,4.704776546679283
YDR336W,66.0,4.704870107596465
YBR197C,45.0,4.705302930269401
AIM19,0.0,4.70619377363391
TOM20,26.0,4.706600666803836
ROD1,5.0,4.706666232458397
MKS1,56.0,4.707732207365001
PLM2,31.0,4.708122762795838
DIE2,5.0,4.708234857195172
SIS2,71.0,4.7086758987836275
SBP1,10.0,4.70899288834704
CAK1,1.0,4.709566483477542
TPO1,67.0,4.710080545329141
YDR025W,38.0,4.710442637806519
MXR2,12.0,4.711752757365837
PER1,11.0,4.712008090205802
YLR281C,10.0,4.712182060041473
YDL144C,10.0,4.7122539044508684
PTH2,8.0,4.712447324886826
CDC10,54.0,4.712847913972584
SGN1,6.0,4.713670197470192
PUS6,56.0,4.713927541924227
ADH7,14.0,4.7143045728022726
MRPL44,73.0,4.714664874457288
YGR169C-A,4.0,4.714983533599652
KTR7,47.0,4.715793911130011
CIT2,17.0,4.715808134761358
MIS1,37.0,4.715844145854323
YKT6,66.0,4.717707616113713
CUE2,21.0,4.718200597966929
YOR192C-C,22.0,4.718361503533245
ACT1,10.0,4.718438737016873
TRS120,27.0,4.718722180347095
MTM1,10.0,4.7187518525156085
YJR030C,23.0,4.71947862386113
MSH5,16.0,4.719574077648041
RTF1,66.0,4.7196535166845095
PEF1,43.0,4.719880848252546
YDR131C,16.0,4.720521100931955
IES1,71.0,4.720672382779918
ARP4,41.0,4.720929179365709
APS3,51.0,4.7216028859564405
DSS1,66.0,4.7224165826718565
POM34,45.0,4.722417450528243
KEI1,54.0,4.722669824566961
YHK8,22.0,4.72371897299943
RPL17A,37.0,4.723928166299858
VPS3,1.0,4.724182457995652
YEL068C,10.0,4.724320890084962
GAR1,44.0,4.724765021569825
MPS3,33.0,4.7255429585577735
SCP160,33.0,4.725804732534795
RFU1,40.0,4.726019911725756
SRP54,62.0,4.726650204566928
CBF1,43.0,4.726970064759784
EMP46,7.0,4.7277242111858575
EMI1,6.0,4.727936664357386
YPR109W,73.0,4.728066522004966
TEC1,2.0,4.728258234061059
SPO75,70.0,4.728278487810359
YBR062C,10.0,4.728439883189869
RED1,62.0,4.728533632342456
SVF1,45.0,4.729326165125465
YHR180W,11.0,4.729662931313649
GAL1,47.0,4.730421029878751
POL5,42.0,4.730644501777048
HSH49,57.0,4.731920583654449
YNL335W,19.0,4.732103644865144
MDM30,42.0,4.73216501771619
CLN3,0.0,4.732553414413307
SLX1,7.0,4.733257425206461
MGM1,54.0,4.733468813245439
CMC4,9.0,4.734365802442948
YHR080C,0.0,4.736541842668329
UTP30,53.0,4.737040526485302
RPL14A,41.0,4.737197091010004
RSM24,0.0,4.737621600893343
VMA10,0.0,4.737645010151093
IFA38,22.0,4.738113302558938
PFD1,70.0,4.739873055429301
RPA14,8.0,4.740067448938339
SOL2,2.0,4.740228179866433
MRPL39,72.0,4.74055411790278
VPH1,51.0,4.74072521930951
YLR031W,24.0,4.740934703428697
YOR389W /// YPL278C,48.0,4.7411432940929075
CSE1,48.0,4.741254370339991
YGR035C,61.0,4.7413647421915
NSE1,25.0,4.742391145837717
COQ10,72.0,4.742698026694823
CNE1,26.0,4.7432571778499
YDL246C,60.0,4.743457660709448
SAN1,21.0,4.7436397893846305
ADY4,46.0,4.7437259527603475
YKL222C,13.0,4.743924432446294
CKI1,0.0,4.743994130959327
THI80,51.0,4.744008154203628
YSH1,43.0,4.7445964208815825
PEX32,11.0,4.745807363659712
MGE1,68.0,4.745931906008354
YOR238W,23.0,4.746537364638136
SNA2,4.0,4.746951350050762
YPI1,4.0,4.747101483673834
YOR093C,49.0,4.747328499133792
SWM1,22.0,4.747365197678887
PTC2,22.0,4.747714480518728
UBP1,45.0,4.74771755164371
SAM4,20.0,4.748250066419683
GIC2,15.0,4.749515305702505
KEG1,24.0,4.7496304436277335
FCY2,17.0,4.750114759624805
SPT20,4.0,4.750573929617927
YOS9,69.0,4.7507059534005025
APA1,30.0,4.750984741097987
RPS3,54.0,4.751292521707631
HMO1,12.0,4.751384306765558
TOS3,27.0,4.751699267427552
EMP65,66.0,4.752012287973797
ICL2,33.0,4.752474840685809
RIX7,43.0,4.753909106106481
LEO1,68.0,4.754060053367444
PIR1,6.0,4.754233826514121
GPI2,66.0,4.755035154015106
AOS1,71.0,4.755987781885862
YPL038W-A,27.0,4.756060032817469
SCW11,12.0,4.7573626963477835
HAP5,1.0,4.757749557462869
TOM40,64.0,4.757883538576352
snR66,68.0,4.758391198739842
GBP2,56.0,4.7585523686081075
TRS130,7.0,4.759514599522013
FLO11,13.0,4.759773511748066
RPL13A,44.0,4.7611869632768276
YDL124W,1.0,4.761620085208365
ALB1,41.0,4.762141106351406
RPL3,38.0,4.764304992868011
CPR1,14.0,4.764397000278604
YPQ2,32.0,4.764527612535601
YRF1-5,20.0,4.764740870484906
YOR396W,20.0,4.764740870484906
YDR545W,20.0,4.764740870484906
YOL164W-A,30.0,4.765465382017728
YDR056C,67.0,4.766383135789139
QRI5,67.0,4.767111170006551
YHR203C,26.0,4.767279984417173
YLR146W-A,71.0,4.767570768698475
PPE1,7.0,4.767688307420047
NUC1,27.0,4.767697581182369
PCL9,4.0,4.7679644641973535
YLH47,20.0,4.768099367763389
FET5,9.0,4.76846971830134
CSL4,19.0,4.768704796076698
DDI1,6.0,4.769680950614513
KKQ8,2.0,4.76999742563738
CMD1,13.0,4.77006694401096
snR76,72.0,4.770899026822625
RSM7,8.0,4.771042865166735
NMD4,5.0,4.7711302022627065
DSE1,17.0,4.771481268504033
WBP1,18.0,4.771923504514938
RPB9,46.0,4.771976038598654
PRI2,23.0,4.772210265198155
TFC7,24.0,4.7730775787033295
COX4,72.0,4.774439325827863
PTP3,37.0,4.774465516571149
PNC1,3.0,4.7747287376745415
TGL1,44.0,4.775051932283144
RXT3,55.0,4.775085607797705
VHR2,39.0,4.775160257391133
YLR063W,44.0,4.775476871005799
PBN1,4.0,4.775623067397847
YDL121C,49.0,4.776068565586713
NET1,50.0,4.777215669191329
PAN1,7.0,4.778329027132714
YCL049C,66.0,4.778352638813608
FRE6,54.0,4.778597274845689
PUP3,12.0,4.779374677679391
FTH1,65.0,4.779884081413963
RPL27B,17.0,4.780401984774371
RIT1,64.0,4.78082314492221
RNA1,63.0,4.780881494076566
FYV4,60.0,4.7815988980785225
UBC6,58.0,4.782124958588512
PPA2,62.0,4.782351962450712
AEP2,5.0,4.783251146093347
SGF73,73.0,4.783257853269735
YGL193C,50.0,4.783733189785971
YNL011C,6.0,4.783736018887506
MAC1,13.0,4.783861388024519
RAD9,30.0,4.784095334831598
CTR1,54.0,4.784200168744267
YRM1,0.0,4.784747465650246
MPD1,21.0,4.785853519872627
IRR1,25.0,4.785941988568757
LSB3,8.0,4.785966994987226
CBK1,53.0,4.786388256873476
MDL1,29.0,4.787449901620755
RPL15A,67.0,4.7878513140830625
PMA2,22.0,4.787927349735766
EMI5,3.0,4.788098597024684
BSP1,54.0,4.788256936439349
MCK1,53.0,4.789722017088218
LSM2,57.0,4.790719885148996
SAM37,71.0,4.790909280660729
HLJ1,9.0,4.791324429850058
SEC13,3.0,4.791689854536665
PRP19,55.0,4.792605956792012
RPS7B,41.0,4.792678708770412
YCR025C,23.0,4.792847271954134
YHR182W,46.0,4.7934277951223665
HDA2,16.0,4.794142167744219
YMR320W,27.0,4.79416801497691
RKM2,3.0,4.794176578939346
YIR024C,5.0,4.794501996277676
SAW1,1.0,4.794688379964972
OTU2,31.0,4.795106846845986
YHR177W,39.0,4.795203058747903
YMC2,26.0,4.79521623803369
SCC2,24.0,4.795492278284222
ARR3,73.0,4.795588106117535
CDC45,25.0,4.797272833757749
HEL2,44.0,4.797473024960648
NTA1,70.0,4.798455535810369
DNF3,5.0,4.798540790292208
RSM25,67.0,4.798613074556066
POL30,25.0,4.798717348838333
CNB1,0.0,4.798780508319665
RTT101,10.0,4.798796907169343
DPP1,7.0,4.799314484884277
NDJ1,17.0,4.799332318033005
MNN2,33.0,4.799952656423243
UPS2,66.0,4.8010718698979815
SLX8,59.0,4.80217423451529
YHR035W,46.0,4.802795266962341
YJR039W,3.0,4.802934618717729
NVJ1,4.0,4.803927751644803
UTP6,47.0,4.803987761649209
RMP1,64.0,4.803995424199629
SLY1,34.0,4.804033259854232
ROX3,0.0,4.8046437810073845
TUF1,0.0,4.8050748892813315
YPL279C,41.0,4.805463489273131
RCF2,61.0,4.805485132982444
TRS23,2.0,4.8057533449433665
CPR7,49.0,4.806066530557715
YPL272C,22.0,4.806410534215219
BST1,33.0,4.806601502895429
BFA1,42.0,4.806714865749672
SBA1,4.0,4.806848093455107
YLL054C,47.0,4.807092922127789
YPR011C,1.0,4.807133613265587
YNR040W,66.0,4.807424850335289
MBF1,6.0,4.8076088357859765
COX8,1.0,4.807753236423401
RAD10,28.0,4.807796881645378
UTP23,39.0,4.807804195241473
TGS1,70.0,4.808051859333296
PRO3,15.0,4.808132267977065
NUP120,49.0,4.8089709440426684
KGD2,5.0,4.809386072720315
YGR021W,66.0,4.809676536162528
BUD27,59.0,4.809711456853956
EMG1,45.0,4.8104423956932525
SPT5,1.0,4.8104546978424185
LRS4,60.0,4.810549387706085
NST1,54.0,4.810673950709488
SUM1,29.0,4.810842393641718
APL4,53.0,4.8108811485373275
XKS1,65.0,4.810993656278776
ECM29,6.0,4.811116885598311
PTC1,26.0,4.811862736121463
SHS1,59.0,4.812754136898009
SNM1,48.0,4.813911967167646
CUS1,71.0,4.814270150504333
NTC20,0.0,4.81437090751277
BNI4,23.0,4.8143836600214645
MSM1,12.0,4.814468544967736
MGA2,54.0,4.814489526952017
YKL162C,73.0,4.814581745481544
MKC7,28.0,4.815331499981143
SPO73,8.0,4.815499637047906
MET3,49.0,4.81632998142821
YPT7,19.0,4.816626649432189
THO1,69.0,4.816944484474695
PET18,23.0,4.817040903394507
LAA1,44.0,4.817361536076063
WHI4,48.0,4.81837549017668
YKL071W,35.0,4.818605874632349
TFA1,71.0,4.818998428295276
IDI1,10.0,4.819077922628674
PPH22,4.0,4.819772040307419
BNR1,25.0,4.81978624456424
KTR3,27.0,4.819896728784195
FPR4,69.0,4.819969436642703
YAL037W,29.0,4.820123051029656
MRPL11,66.0,4.821629642753232
SSP2,25.0,4.822384155407903
TAF11,53.0,4.822514068026605
KAP122,27.0,4.8225526333042605
YLR108C,64.0,4.822706533262001
ATG31,50.0,4.824392167573486
YNL284C-B,18.0,4.8256794924949435
RPS16A /// RPS16B,33.0,4.826085768453321
PRP38,56.0,4.826159702416573
ERV2,61.0,4.826232165538205
SCS22,66.0,4.8263651925692015
URA2,69.0,4.826617781996102
SRB7,72.0,4.8270896939074905
XRS2,1.0,4.82820587436878
ZEO1,57.0,4.828222399866362
MRPL31,71.0,4.8285534625882
VMA5,14.0,4.828667641091115
YJR012C,6.0,4.829311061880548
YHL026C,70.0,4.830059100715803
HEF3,37.0,4.830080497524595
YOR387C,7.0,4.830185280783581
YER156C,43.0,4.830258793786572
ATP15,72.0,4.83054998355432
YHL017W,2.0,4.830621931421708
MTO1,21.0,4.831054724907193
VPS75,61.0,4.831266083859186
YDR387C,3.0,4.8315390071505675
INM2,5.0,4.83159819243778
PDX1,62.0,4.832253603769724
YDR109C,26.0,4.832944163889404
PIM1,6.0,4.833098393987621
RAD52,34.0,4.833226237796381
NOP15,63.0,4.833529536454495
FUR4,67.0,4.8336119599485246
MNT2,57.0,4.834727531205925
DSE3,7.0,4.834784956542521
PHO84,63.0,4.837034947198835
CYM1,1.0,4.837187424239672
MMM1,66.0,4.837758814734252
MSS51,0.0,4.838324139864994
CAF40,48.0,4.838713262669497
GPI14,40.0,4.8387646453214295
HRT3,7.0,4.838778508663166
SMK1,14.0,4.838820398433088
RPL24B,64.0,4.839434497500871
MIC17,48.0,4.839690727233949
YOR312C,41.0,4.840133707373398
YMD8,23.0,4.840483225322935
SWT21,20.0,4.842119657294318
IRC24,8.0,4.84251424900284
LNP1,24.0,4.842590578770697
FAF1,46.0,4.843504164423857
APL6,18.0,4.843957955358774
LAT1,16.0,4.844898252131404
LCL1,69.0,4.845030611313271
QCR7,1.0,4.845411093473264
NPL6,73.0,4.845523471081367
TGL5,35.0,4.8458285806477495
CST6,1.0,4.846079037862226
SHH4,8.0,4.846904705850865
RRG9,58.0,4.848083504882602
YBL028C,42.0,4.848279859253273
CPR3,11.0,4.848406464372264
APC4,45.0,4.8486487533460405
TMA64,48.0,4.848694994524041
DSE2,21.0,4.848714854271454
ZDS1,27.0,4.849192234560757
MRPS28,69.0,4.849714293576938
MET4,13.0,4.850446882899768
YER022W,52.0,4.8507894604938295
YNL247W,37.0,4.8508410492355125
URM1,48.0,4.851508469911909
RSM22,61.0,4.8515130161709665
SAE2,34.0,4.851741010152684
AYR1,9.0,4.851742579499746
HPC2,36.0,4.851894386243925
QDR2,65.0,4.851946288347556
YLR413W,66.0,4.851971273123377
YCR102C,1.0,4.852420087472831
YKR104W,19.0,4.852607430455166
EFR3,7.0,4.852899166821475
GRX2,7.0,4.8530168464230945
DMA1,66.0,4.8540075755011145
WTM1,5.0,4.854392097217652
YOR223W,71.0,4.854640182893661
MPM1,4.0,4.854720273116553
NPL4,8.0,4.854803481060195
YKL070W,48.0,4.855011719236716
HRD3,16.0,4.855075503159305
APN2,20.0,4.855491639453013
MGM101,25.0,4.855531224119345
IGO2,5.0,4.856547646864692
PMP2,53.0,4.85761720165553
CCT4,18.0,4.857665703206029
MNS1,71.0,4.857963637717522
BIO4,44.0,4.858311137946011
MAK21,42.0,4.858406957473805
RAD14,70.0,4.858693276971489
POP4,67.0,4.858741464531765
PFA4,26.0,4.858995507309244
HOT1,61.0,4.859051855547548
TWF1,1.0,4.8608738549550425
FAR7,2.0,4.86147526530085
KCH1,25.0,4.861661353148447
NFI1,28.0,4.861829349058482
NUP188,51.0,4.8625177975554905
PST2,12.0,4.86312533614393
YDL012C,48.0,4.863151402738
RPL17B,45.0,4.863221732717687
DCD1,22.0,4.863223748860286
YNR048W,28.0,4.863322508357765
ALG11,46.0,4.863668568266469
YVC1,71.0,4.863749046190748
NUP170,47.0,4.864233658838311
YMR210W,63.0,4.864783643831038
ERV41,68.0,4.864875994533136
YPL257W,11.0,4.865040324405004
VPS41,1.0,4.865872130161625
HNM1,4.0,4.865959884940272
PAU5 /// PAU7,38.0,4.8661813817460216
MHF1,0.0,4.866383502363962
VAC14,29.0,4.866577442821517
MAK32,4.0,4.866889891993325
TIM50,64.0,4.8671401659847415
