,start,end,path,graph,time
1228,MBP1,TOS4,"['MBP1', 'YHP1', 'SWI4', 'TOS4']",ref,
1229,MBP1,WHI5,"['MBP1', 'CLN2', 'WHI5']",ref,
1230,MBP1,YHP1,"['MBP1', 'YHP1']",ref,
1231,MBP1,YOX1,"['MBP1', 'YHP1', 'SWI4', 'YOX1']",ref,
1232,MCM1,ACE2,"['MCM1', 'CDC20', 'ACE2']",ref,
1233,MCM1,CDC20,"['MCM1', 'CDC20']",ref,
1234,MCM1,CDH1,,ref,
1235,MCM1,CLB1,,ref,
1236,MCM1,CLB2,"['MCM1', 'CLB2']",ref,
1237,MCM1,CLB3,,ref,
1238,MCM1,CLB4,,ref,
1239,MCM1,CLB5,,ref,
1240,MCM1,CLB6,,ref,
1241,MCM1,CLN1,,ref,
1242,MCM1,CLN2,,ref,
1243,MCM1,CLN3,,ref,
1244,MCM1,FKH1,,ref,
1245,MCM1,FKH2,,ref,
1246,MCM1,HCM1,,ref,
1247,MCM1,MBP1,,ref,
1248,MCM1,MCM1,,ref,
1249,MCM1,NDD1,,ref,
1250,MCM1,NRM1,,ref,
1251,MCM1,PLM2,,ref,
1252,MCM1,STB1,,ref,
1253,MCM1,SWI4,,ref,
1254,MCM1,SWI5,"['MCM1', 'CDC20', 'SWI5']",ref,
1255,MCM1,SWI6,,ref,
1256,MCM1,TOS4,,ref,
1257,MCM1,WHI5,,ref,
1258,MCM1,YHP1,,ref,
1259,MCM1,YOX1,,ref,
1260,NDD1,ACE2,"['NDD1', 'CDC20', 'ACE2']",ref,
1261,NDD1,CDC20,"['NDD1', 'CDC20']",ref,
1262,NDD1,CDH1,,ref,
1263,NDD1,CLB1,,ref,
1264,NDD1,CLB2,"['NDD1', 'CLB2']",ref,
1265,NDD1,CLB3,,ref,
1266,NDD1,CLB4,,ref,
1267,NDD1,CLB5,,ref,
1268,NDD1,CLB6,,ref,
1269,NDD1,CLN1,,ref,
1270,NDD1,CLN2,,ref,
1271,NDD1,CLN3,,ref,
1272,NDD1,FKH1,,ref,
1273,NDD1,FKH2,,ref,
1274,NDD1,HCM1,,ref,
1275,NDD1,MBP1,,ref,
1276,NDD1,MCM1,,ref,
1277,NDD1,NDD1,,ref,
1278,NDD1,NRM1,,ref,
1279,NDD1,PLM2,,ref,
1280,NDD1,STB1,,ref,
1281,NDD1,SWI4,,ref,
1282,NDD1,SWI5,"['NDD1', 'CDC20', 'SWI5']",ref,
1283,NDD1,SWI6,,ref,
1284,NDD1,TOS4,,ref,
1285,NDD1,WHI5,,ref,
1286,NDD1,YHP1,,ref,
1287,NDD1,YOX1,,ref,
1288,NRM1,ACE2,,ref,
1289,NRM1,CDC20,,ref,
1290,NRM1,CDH1,"['NRM1', 'MBP1', 'CLN2', 'CDH1']",ref,
1291,NRM1,CLB1,,ref,
1292,NRM1,CLB2,,ref,
1293,NRM1,CLB3,,ref,
1294,NRM1,CLB4,,ref,
1295,NRM1,CLB5,"['NRM1', 'MBP1', 'CLB5']",ref,
1296,NRM1,CLB6,"['NRM1', 'MBP1', 'CLB6']",ref,
1297,NRM1,CLN1,"['NRM1', 'MBP1', 'CLN1']",ref,
1298,NRM1,CLN2,"['NRM1', 'MBP1', 'CLN2']",ref,
1299,NRM1,CLN3,,ref,
1300,NRM1,FKH1,"['NRM1', 'MBP1', 'TOS4', 'FKH1']",ref,
1301,NRM1,FKH2,"['NRM1', 'MBP1', 'TOS4', 'FKH2']",ref,
1302,NRM1,HCM1,"['NRM1', 'MBP1', 'HCM1']",ref,
1303,NRM1,MBP1,"['NRM1', 'MBP1']",ref,
1304,NRM1,MCM1,"['NRM1', 'MBP1', 'TOS4', 'MCM1']",ref,
1305,NRM1,NDD1,"['NRM1', 'MBP1', 'TOS4', 'NDD1']",ref,
1306,NRM1,NRM1,,ref,
1307,NRM1,PLM2,"['NRM1', 'MBP1', 'PLM2']",ref,
1308,NRM1,STB1,"['NRM1', 'MBP1', 'CLN2', 'STB1']",ref,
1309,NRM1,SWI4,"['NRM1', 'MBP1', 'YHP1', 'SWI4']",ref,
1310,NRM1,SWI5,,ref,
1311,NRM1,SWI6,"['NRM1', 'MBP1', 'YHP1', 'SWI6']",ref,
1312,NRM1,TOS4,"['NRM1', 'MBP1', 'TOS4']",ref,
1313,NRM1,WHI5,"['NRM1', 'MBP1', 'CLN2', 'WHI5']",ref,
1314,NRM1,YHP1,"['NRM1', 'MBP1', 'YHP1']",ref,
1315,NRM1,YOX1,"['NRM1', 'MBP1', 'YOX1']",ref,
1316,PLM2,ACE2,"['PLM2', 'MCM1', 'CDC20', 'ACE2']",ref,
1317,PLM2,CDC20,"['PLM2', 'MCM1', 'CDC20']",ref,
1318,PLM2,CDH1,,ref,
1319,PLM2,CLB1,,ref,
1320,PLM2,CLB2,"['PLM2', 'MCM1', 'CLB2']",ref,
1321,PLM2,CLB3,,ref,
1322,PLM2,CLB4,,ref,
1323,PLM2,CLB5,,ref,
1324,PLM2,CLB6,,ref,
1325,PLM2,CLN1,,ref,
1326,PLM2,CLN2,,ref,
1327,PLM2,CLN3,,ref,
1328,PLM2,FKH1,"['PLM2', 'FKH1']",ref,
1329,PLM2,FKH2,"['PLM2', 'FKH2']",ref,
1330,PLM2,HCM1,,ref,
1331,PLM2,MBP1,,ref,
1332,PLM2,MCM1,"['PLM2', 'MCM1']",ref,
1333,PLM2,NDD1,"['PLM2', 'NDD1']",ref,
1334,PLM2,NRM1,,ref,
1335,PLM2,PLM2,,ref,
1336,PLM2,STB1,,ref,
1337,PLM2,SWI4,,ref,
1338,PLM2,SWI5,"['PLM2', 'MCM1', 'CDC20', 'SWI5']",ref,
1339,PLM2,SWI6,,ref,
1340,PLM2,TOS4,,ref,
1341,PLM2,WHI5,,ref,
1342,PLM2,YHP1,,ref,
1343,PLM2,YOX1,,ref,
1344,STB1,ACE2,,ref,
1345,STB1,CDC20,,ref,
1346,STB1,CDH1,,ref,
1347,STB1,CLB1,,ref,
1348,STB1,CLB2,,ref,
1349,STB1,CLB3,,ref,
1350,STB1,CLB4,,ref,
1351,STB1,CLB5,"['STB1', 'MBP1', 'CLB5']",ref,
1352,STB1,CLB6,"['STB1', 'MBP1', 'CLB6']",ref,
1353,STB1,CLN1,"['STB1', 'MBP1', 'CLN1']",ref,
1354,STB1,CLN2,"['STB1', 'MBP1', 'CLN2']",ref,
1355,STB1,CLN3,,ref,
1356,STB1,FKH1,"['STB1', 'MBP1', 'TOS4', 'FKH1']",ref,
1357,STB1,FKH2,"['STB1', 'MBP1', 'TOS4', 'FKH2']",ref,
1358,STB1,HCM1,"['STB1', 'MBP1', 'HCM1']",ref,
1359,STB1,MBP1,"['STB1', 'MBP1']",ref,
1360,STB1,MCM1,"['STB1', 'MBP1', 'TOS4', 'MCM1']",ref,
1361,STB1,NDD1,"['STB1', 'MBP1', 'TOS4', 'NDD1']",ref,
1362,STB1,NRM1,"['STB1', 'MBP1', 'NRM1']",ref,
1363,STB1,PLM2,"['STB1', 'MBP1', 'PLM2']",ref,
1364,STB1,STB1,,ref,
1365,STB1,SWI4,"['STB1', 'MBP1', 'YHP1', 'SWI4']",ref,
1366,STB1,SWI5,,ref,
1367,STB1,SWI6,"['STB1', 'MBP1', 'YHP1', 'SWI6']",ref,
1368,STB1,TOS4,"['STB1', 'MBP1', 'TOS4']",ref,
1369,STB1,WHI5,"['STB1', 'MBP1', 'CLN2', 'WHI5']",ref,
1370,STB1,YHP1,"['STB1', 'MBP1', 'YHP1']",ref,
1371,STB1,YOX1,"['STB1', 'MBP1', 'YOX1']",ref,
1372,SWI4,ACE2,"['SWI4', 'CLN2', 'CDH1', 'ACE2']",ref,
1373,SWI4,CDC20,"['SWI4', 'TOS4', 'MCM1', 'CDC20']",ref,
1374,SWI4,CDH1,"['SWI4', 'CLN2', 'CDH1']",ref,
1375,SWI4,CLB1,,ref,
1376,SWI4,CLB2,"['SWI4', 'TOS4', 'MCM1', 'CLB2']",ref,
1377,SWI4,CLB3,,ref,
1378,SWI4,CLB4,,ref,
1379,SWI4,CLB5,"['SWI4', 'CLB5']",ref,
1380,SWI4,CLB6,"['SWI4', 'CLB6']",ref,
1381,SWI4,CLN1,"['SWI4', 'CLN1']",ref,
1382,SWI4,CLN2,"['SWI4', 'CLN2']",ref,
1383,SWI4,CLN3,,ref,
1384,SWI4,FKH1,"['SWI4', 'CLN2', 'CDH1', 'FKH1']",ref,
1385,SWI4,FKH2,"['SWI4', 'CLN2', 'CDH1', 'FKH2']",ref,
1386,SWI4,HCM1,"['SWI4', 'HCM1']",ref,
1387,SWI4,MBP1,,ref,
1388,SWI4,MCM1,"['SWI4', 'CLN2', 'CDH1', 'MCM1']",ref,
1389,SWI4,NDD1,"['SWI4', 'CLN2', 'CDH1', 'NDD1']",ref,
1390,SWI4,NRM1,"['SWI4', 'NRM1']",ref,
1391,SWI4,PLM2,"['SWI4', 'PLM2']",ref,
1392,SWI4,STB1,"['SWI4', 'CLN2', 'STB1']",ref,
1393,SWI4,SWI4,,ref,
1394,SWI4,SWI5,"['SWI4', 'CLN2', 'CDH1', 'SWI5']",ref,
1395,SWI4,SWI6,,ref,
1396,SWI4,TOS4,"['SWI4', 'TOS4']",ref,
1397,SWI4,WHI5,"['SWI4', 'CLN2', 'WHI5']",ref,
1398,SWI4,YHP1,"['SWI4', 'YHP1']",ref,
1399,SWI4,YOX1,"['SWI4', 'YOX1']",ref,
1400,SWI5,ACE2,,ref,
1401,SWI5,CDC20,,ref,
1402,SWI5,CDH1,,ref,
1403,SWI5,CLB1,,ref,
1404,SWI5,CLB2,,ref,
1405,SWI5,CLB3,,ref,
1406,SWI5,CLB4,,ref,
1407,SWI5,CLB5,,ref,
1408,SWI5,CLB6,,ref,
1409,SWI5,CLN1,,ref,
1410,SWI5,CLN2,,ref,
1411,SWI5,CLN3,"['SWI5', 'CLN3']",ref,
1412,SWI5,FKH1,,ref,
1413,SWI5,FKH2,,ref,
1414,SWI5,HCM1,,ref,
1415,SWI5,MBP1,"['SWI5', 'CLN3', 'STB1', 'MBP1']",ref,
1416,SWI5,MCM1,,ref,
1417,SWI5,NDD1,,ref,
1418,SWI5,NRM1,,ref,
1419,SWI5,PLM2,,ref,
1420,SWI5,STB1,"['SWI5', 'CLN3', 'STB1']",ref,
1421,SWI5,SWI4,"['SWI5', 'CLN3', 'STB1', 'SWI4']",ref,
1422,SWI5,SWI5,,ref,
1423,SWI5,SWI6,"['SWI5', 'CLN3', 'STB1', 'SWI6']",ref,
1424,SWI5,TOS4,,ref,
1425,SWI5,WHI5,"['SWI5', 'CLN3', 'WHI5']",ref,
1426,SWI5,YHP1,,ref,
1427,SWI5,YOX1,,ref,
1428,SWI6,ACE2,"['SWI6', 'TOS4', 'MCM1', 'ACE2']",ref,
1429,SWI6,CDC20,"['SWI6', 'TOS4', 'MCM1', 'CDC20']",ref,
1430,SWI6,CDH1,"['SWI6', 'CLN2', 'CDH1']",ref,
1431,SWI6,CLB1,,ref,
1432,SWI6,CLB2,"['SWI6', 'TOS4', 'MCM1', 'CLB2']",ref,
1433,SWI6,CLB3,,ref,
1434,SWI6,CLB4,,ref,
1435,SWI6,CLB5,"['SWI6', 'YHP1', 'SWI4', 'CLB5']",ref,
1436,SWI6,CLB6,"['SWI6', 'YHP1', 'SWI4', 'CLB6']",ref,
1437,SWI6,CLN1,"['SWI6', 'YHP1', 'SWI4', 'CLN1']",ref,
1438,SWI6,CLN2,"['SWI6', 'YHP1', 'SWI4', 'CLN2']",ref,
1439,SWI6,CLN3,,ref,
1440,SWI6,FKH1,"['SWI6', 'TOS4', 'FKH1']",ref,
1441,SWI6,FKH2,"['SWI6', 'TOS4', 'FKH2']",ref,
1442,SWI6,HCM1,"['SWI6', 'YHP1', 'SWI4', 'HCM1']",ref,
1443,SWI6,MBP1,,ref,
1444,SWI6,MCM1,"['SWI6', 'TOS4', 'MCM1']",ref,
1445,SWI6,NDD1,"['SWI6', 'TOS4', 'NDD1']",ref,
1446,SWI6,NRM1,"['SWI6', 'NRM1']",ref,
1447,SWI6,PLM2,"['SWI6', 'YHP1', 'SWI4', 'PLM2']",ref,
1448,SWI6,STB1,"['SWI6', 'CLN2', 'STB1']",ref,
1449,SWI6,SWI4,"['SWI6', 'YHP1', 'SWI4']",ref,
1450,SWI6,SWI5,"['SWI6', 'TOS4', 'MCM1', 'SWI5']",ref,
1451,SWI6,SWI6,,ref,
1452,SWI6,TOS4,"['SWI6', 'YHP1', 'SWI4', 'TOS4']",ref,
1453,SWI6,WHI5,"['SWI6', 'CLN2', 'WHI5']",ref,
1454,SWI6,YHP1,"['SWI6', 'YHP1']",ref,
1455,SWI6,YOX1,"['SWI6', 'YHP1', 'SWI4', 'YOX1']",ref,
1456,TOS4,ACE2,"['TOS4', 'MCM1', 'CDC20', 'ACE2']",ref,
1457,TOS4,CDC20,"['TOS4', 'MCM1', 'CDC20']",ref,
1458,TOS4,CDH1,,ref,
1459,TOS4,CLB1,,ref,
1460,TOS4,CLB2,"['TOS4', 'MCM1', 'CLB2']",ref,
1461,TOS4,CLB3,,ref,
1462,TOS4,CLB4,,ref,
1463,TOS4,CLB5,,ref,
1464,TOS4,CLB6,,ref,
1465,TOS4,CLN1,,ref,
1466,TOS4,CLN2,,ref,
1467,TOS4,CLN3,,ref,
1468,TOS4,FKH1,"['TOS4', 'FKH1']",ref,
1469,TOS4,FKH2,"['TOS4', 'FKH2']",ref,
1470,TOS4,HCM1,,ref,
1471,TOS4,MBP1,,ref,
1472,TOS4,MCM1,"['TOS4', 'MCM1']",ref,
1473,TOS4,NDD1,"['TOS4', 'NDD1']",ref,
1474,TOS4,NRM1,,ref,
1475,TOS4,PLM2,,ref,
1476,TOS4,STB1,,ref,
1477,TOS4,SWI4,,ref,
1478,TOS4,SWI5,"['TOS4', 'MCM1', 'CDC20', 'SWI5']",ref,
1479,TOS4,SWI6,,ref,
1480,TOS4,TOS4,,ref,
1481,TOS4,WHI5,,ref,
1482,TOS4,YHP1,,ref,
1483,TOS4,YOX1,,ref,
1484,WHI5,ACE2,,ref,
1485,WHI5,CDC20,,ref,
1486,WHI5,CDH1,,ref,
1487,WHI5,CLB1,,ref,
1488,WHI5,CLB2,,ref,
1489,WHI5,CLB3,,ref,
1490,WHI5,CLB4,,ref,
1491,WHI5,CLB5,"['WHI5', 'MBP1', 'CLB5']",ref,
1492,WHI5,CLB6,"['WHI5', 'MBP1', 'CLB6']",ref,
1493,WHI5,CLN1,"['WHI5', 'MBP1', 'CLN1']",ref,
1494,WHI5,CLN2,"['WHI5', 'MBP1', 'CLN2']",ref,
1495,WHI5,CLN3,,ref,
1496,WHI5,FKH1,"['WHI5', 'MBP1', 'TOS4', 'FKH1']",ref,
1497,WHI5,FKH2,"['WHI5', 'MBP1', 'TOS4', 'FKH2']",ref,
1498,WHI5,HCM1,"['WHI5', 'MBP1', 'HCM1']",ref,
1499,WHI5,MBP1,"['WHI5', 'MBP1']",ref,
1500,WHI5,MCM1,"['WHI5', 'MBP1', 'TOS4', 'MCM1']",ref,
1501,WHI5,NDD1,"['WHI5', 'MBP1', 'TOS4', 'NDD1']",ref,
1502,WHI5,NRM1,"['WHI5', 'MBP1', 'NRM1']",ref,
1503,WHI5,PLM2,"['WHI5', 'MBP1', 'PLM2']",ref,
1504,WHI5,STB1,,ref,
1505,WHI5,SWI4,"['WHI5', 'MBP1', 'YHP1', 'SWI4']",ref,
1506,WHI5,SWI5,,ref,
1507,WHI5,SWI6,"['WHI5', 'MBP1', 'YHP1', 'SWI6']",ref,
1508,WHI5,TOS4,"['WHI5', 'MBP1', 'TOS4']",ref,
1509,WHI5,WHI5,,ref,
1510,WHI5,YHP1,"['WHI5', 'MBP1', 'YHP1']",ref,
1511,WHI5,YOX1,"['WHI5', 'MBP1', 'YOX1']",ref,
1512,YHP1,ACE2,,ref,
1513,YHP1,CDC20,,ref,
1514,YHP1,CDH1,"['YHP1', 'MBP1', 'CLN2', 'CDH1']",ref,
1515,YHP1,CLB1,,ref,
1516,YHP1,CLB2,,ref,
1517,YHP1,CLB3,,ref,
1518,YHP1,CLB4,,ref,
1519,YHP1,CLB5,"['YHP1', 'MBP1', 'CLB5']",ref,
1520,YHP1,CLB6,"['YHP1', 'MBP1', 'CLB6']",ref,
1521,YHP1,CLN1,"['YHP1', 'MBP1', 'CLN1']",ref,
1522,YHP1,CLN2,"['YHP1', 'MBP1', 'CLN2']",ref,
1523,YHP1,CLN3,,ref,
1524,YHP1,FKH1,"['YHP1', 'MBP1', 'TOS4', 'FKH1']",ref,
1525,YHP1,FKH2,"['YHP1', 'MBP1', 'TOS4', 'FKH2']",ref,
1526,YHP1,HCM1,"['YHP1', 'MBP1', 'HCM1']",ref,
1527,YHP1,MBP1,"['YHP1', 'MBP1']",ref,
1528,YHP1,MCM1,"['YHP1', 'MBP1', 'TOS4', 'MCM1']",ref,
1529,YHP1,NDD1,"['YHP1', 'MBP1', 'TOS4', 'NDD1']",ref,
1530,YHP1,NRM1,,ref,
1531,YHP1,PLM2,"['YHP1', 'MBP1', 'PLM2']",ref,
1532,YHP1,STB1,"['YHP1', 'MBP1', 'CLN2', 'STB1']",ref,
1533,YHP1,SWI4,"['YHP1', 'SWI4']",ref,
1534,YHP1,SWI5,,ref,
1535,YHP1,SWI6,"['YHP1', 'SWI6']",ref,
1536,YHP1,TOS4,"['YHP1', 'MBP1', 'TOS4']",ref,
1537,YHP1,WHI5,"['YHP1', 'MBP1', 'CLN2', 'WHI5']",ref,
1538,YHP1,YHP1,,ref,
1539,YHP1,YOX1,"['YHP1', 'MBP1', 'YOX1']",ref,
1540,YOX1,ACE2,,ref,
1541,YOX1,CDC20,,ref,
1542,YOX1,CDH1,"['YOX1', 'MBP1', 'CLN2', 'CDH1']",ref,
1543,YOX1,CLB1,,ref,
1544,YOX1,CLB2,,ref,
1545,YOX1,CLB3,,ref,
1546,YOX1,CLB4,,ref,
1547,YOX1,CLB5,"['YOX1', 'MBP1', 'CLB5']",ref,
1548,YOX1,CLB6,"['YOX1', 'MBP1', 'CLB6']",ref,
1549,YOX1,CLN1,"['YOX1', 'MBP1', 'CLN1']",ref,
1550,YOX1,CLN2,"['YOX1', 'MBP1', 'CLN2']",ref,
1551,YOX1,CLN3,,ref,
1552,YOX1,FKH1,"['YOX1', 'MBP1', 'TOS4', 'FKH1']",ref,
1553,YOX1,FKH2,"['YOX1', 'MBP1', 'TOS4', 'FKH2']",ref,
1554,YOX1,HCM1,"['YOX1', 'MBP1', 'HCM1']",ref,
1555,YOX1,MBP1,"['YOX1', 'MBP1']",ref,
1556,YOX1,MCM1,"['YOX1', 'MBP1', 'TOS4', 'MCM1']",ref,
1557,YOX1,NDD1,"['YOX1', 'MBP1', 'TOS4', 'NDD1']",ref,
1558,YOX1,NRM1,,ref,
1559,YOX1,PLM2,"['YOX1', 'MBP1', 'PLM2']",ref,
1560,YOX1,STB1,"['YOX1', 'MBP1', 'CLN2', 'STB1']",ref,
1561,YOX1,SWI4,"['YOX1', 'SWI4']",ref,
1562,YOX1,SWI5,,ref,
1563,YOX1,SWI6,"['YOX1', 'SWI6']",ref,
1564,YOX1,TOS4,"['YOX1', 'MBP1', 'TOS4']",ref,
1565,YOX1,WHI5,"['YOX1', 'MBP1', 'CLN2', 'WHI5']",ref,
1566,YOX1,YHP1,,ref,
1567,YOX1,YOX1,,ref,
