,start,end,path,graph,time
649,SWI6,CLB3,"['SWI6', 'SWI6', 'HCM1', 'CLB3']",grn,29.203125102236207
650,SWI6,CLB4,"['SWI6', 'SWI6', 'HCM1', 'CLB4']",grn,29.85489386990672
651,SWI6,CLB5,"['SWI6', 'SWI6', 'HCM1', 'CLB5']",grn,17.380352873794575
652,SWI6,CLB6,"['SWI6', 'SWI6', 'CLB6']",grn,15.867161291951314
653,SWI6,CLN1,"['SWI6', 'SWI6', 'CLN1']",grn,16.862917337297286
654,SWI6,CLN2,"['SWI6', 'SWI6', 'HCM1', 'CLN2']",grn,17.285046946183435
655,SWI6,CLN3,"['SWI6', 'HCM1', 'FKH2', 'CLN3']",grn,32.81122119957537
656,SWI6,FKH1,"['SWI6', 'SWI6', 'HCM1', 'FKH1']",grn,31.64822048075854
657,SWI6,FKH2,"['SWI6', 'SWI6', 'HCM1', 'FKH2']",grn,31.585193158132846
658,SWI6,HCM1,"['SWI6', 'SWI6', 'HCM1']",grn,17.195386875949726
659,SWI6,MBP1,,grn,
660,SWI6,MCM1,,grn,
661,SWI6,NDD1,,grn,
662,SWI6,NRM1,,grn,
663,SWI6,PLM2,"['SWI6', 'SWI6', 'PLM2']",grn,18.756504909919904
664,SWI6,STB1,,grn,
665,SWI6,SWI4,,grn,
666,SWI6,SWI5,,grn,
667,SWI6,SWI6,"['SWI6', 'SWI6']",grn,3.7556740328938436
668,SWI6,TOS4,"['SWI6', 'YOX1', 'TOS4']",grn,25.265227049673598
669,SWI6,WHI5,,grn,
670,SWI6,YHP1,,grn,
671,SWI6,YOX1,"['SWI6', 'YOX1']",grn,10.109622266371453
672,TOS4,ACE2,,grn,
673,TOS4,CDC20,,grn,
674,TOS4,CDH1,,grn,
675,TOS4,CLB1,,grn,
676,TOS4,CLB2,,grn,
677,TOS4,CLB3,,grn,
678,TOS4,CLB4,,grn,
679,TOS4,CLB5,,grn,
680,TOS4,CLB6,,grn,
681,TOS4,CLN1,,grn,
682,TOS4,CLN2,,grn,
683,TOS4,CLN3,,grn,
684,TOS4,FKH1,,grn,
685,TOS4,FKH2,,grn,
686,TOS4,HCM1,,grn,
687,TOS4,MBP1,,grn,
688,TOS4,MCM1,,grn,
689,TOS4,NDD1,,grn,
690,TOS4,NRM1,,grn,
691,TOS4,PLM2,,grn,
692,TOS4,STB1,,grn,
693,TOS4,SWI4,,grn,
694,TOS4,SWI5,,grn,
695,TOS4,SWI6,,grn,
696,TOS4,TOS4,,grn,
697,TOS4,WHI5,,grn,
698,TOS4,YHP1,,grn,
699,TOS4,YOX1,,grn,
700,WHI5,ACE2,,grn,
701,WHI5,CDC20,"['WHI5', 'YHP1', 'CDC20']",grn,13.374551969826054
702,WHI5,CDH1,"['WHI5', 'WHI5', 'NRM1', 'CDH1']",grn,14.06462312223336
703,WHI5,CLB1,"['WHI5', 'YHP1', 'CLB1']",grn,22.977772358080884
704,WHI5,CLB2,"['WHI5', 'YOX1', 'CLB2']",grn,7.081153257114459
705,WHI5,CLB3,"['WHI5', 'WHI5', 'NRM1', 'CLB3']",grn,18.705426845698383
706,WHI5,CLB4,"['WHI5', 'WHI5', 'HCM1', 'CLB4']",grn,23.444299919955895
707,WHI5,CLB5,"['WHI5', 'WHI5', 'HCM1', 'CLB5']",grn,10.969758923843749
708,WHI5,CLB6,"['WHI5', 'WHI5', 'NRM1', 'CLB6']",grn,15.829095142320169
709,WHI5,CLN1,,grn,
710,WHI5,CLN2,"['WHI5', 'WHI5', 'HCM1', 'CLN2']",grn,10.874452996232607
711,WHI5,CLN3,"['WHI5', 'HCM1', 'FKH2', 'CLN3']",grn,27.304809375150857
712,WHI5,FKH1,"['WHI5', 'WHI5', 'HCM1', 'FKH1']",grn,25.23762653080771
713,WHI5,FKH2,"['WHI5', 'WHI5', 'HCM1', 'FKH2']",grn,25.17459920818202
714,WHI5,HCM1,"['WHI5', 'WHI5', 'NRM1', 'HCM1']",grn,13.394985705554452
715,WHI5,MBP1,,grn,
716,WHI5,MCM1,,grn,
717,WHI5,NDD1,"['WHI5', 'WHI5', 'NRM1', 'NDD1']",grn,7.474765499431044
718,WHI5,NRM1,"['WHI5', 'WHI5', 'NRM1']",grn,3.6922906762155594
719,WHI5,PLM2,,grn,
720,WHI5,STB1,,grn,
721,WHI5,SWI4,,grn,
722,WHI5,SWI5,,grn,
723,WHI5,SWI6,,grn,
724,WHI5,TOS4,"['WHI5', 'YOX1', 'TOS4']",grn,22.208580065214385
725,WHI5,WHI5,"['WHI5', 'WHI5']",grn,2.8514919073675355
726,WHI5,YHP1,"['WHI5', 'YHP1']",grn,8.738764692190802
727,WHI5,YOX1,"['WHI5', 'YOX1']",grn,7.052975281912241
728,YHP1,ACE2,,grn,
729,YHP1,CDC20,"['YHP1', 'CDC20']",grn,4.635787277635252
730,YHP1,CDH1,,grn,
731,YHP1,CLB1,"['YHP1', 'CLB1']",grn,14.239007665890082
732,YHP1,CLB2,"['YHP1', 'YOX1', 'CLB2']",grn,9.98278633504355
733,YHP1,CLB3,,grn,
734,YHP1,CLB4,,grn,
735,YHP1,CLB5,,grn,
736,YHP1,CLB6,,grn,
737,YHP1,CLN1,,grn,
738,YHP1,CLN2,,grn,
739,YHP1,CLN3,,grn,
740,YHP1,FKH1,,grn,
741,YHP1,FKH2,,grn,
742,YHP1,HCM1,,grn,
743,YHP1,MBP1,,grn,
744,YHP1,MCM1,,grn,
745,YHP1,NDD1,,grn,
746,YHP1,NRM1,,grn,
747,YHP1,PLM2,,grn,
748,YHP1,STB1,,grn,
749,YHP1,SWI4,,grn,
750,YHP1,SWI5,,grn,
751,YHP1,SWI6,,grn,
752,YHP1,TOS4,"['YHP1', 'YOX1', 'TOS4']",grn,25.110213143143476
753,YHP1,WHI5,,grn,
754,YHP1,YHP1,,grn,
755,YHP1,YOX1,"['YHP1', 'YOX1']",grn,9.954608359841332
756,YOX1,ACE2,,grn,
757,YOX1,CDC20,,grn,
758,YOX1,CDH1,,grn,
759,YOX1,CLB1,,grn,
760,YOX1,CLB2,"['YOX1', 'YOX1', 'CLB2']",grn,0.18829490969570023
761,YOX1,CLB3,,grn,
762,YOX1,CLB4,,grn,
763,YOX1,CLB5,,grn,
764,YOX1,CLB6,,grn,
765,YOX1,CLN1,,grn,
766,YOX1,CLN2,,grn,
767,YOX1,CLN3,,grn,
768,YOX1,FKH1,,grn,
769,YOX1,FKH2,,grn,
770,YOX1,HCM1,,grn,
771,YOX1,MBP1,,grn,
772,YOX1,MCM1,,grn,
773,YOX1,NDD1,,grn,
774,YOX1,NRM1,,grn,
775,YOX1,PLM2,,grn,
776,YOX1,STB1,,grn,
777,YOX1,SWI4,,grn,
778,YOX1,SWI5,,grn,
779,YOX1,SWI6,,grn,
780,YOX1,TOS4,"['YOX1', 'YOX1', 'TOS4']",grn,15.315721717795626
781,YOX1,WHI5,,grn,
782,YOX1,YHP1,,grn,
783,YOX1,YOX1,"['YOX1', 'YOX1']",grn,0.1601169344934825
784,ACE2,ACE2,,ref,
785,ACE2,CDC20,,ref,
786,ACE2,CDH1,,ref,
787,ACE2,CLB1,,ref,
788,ACE2,CLB2,,ref,
789,ACE2,CLB3,,ref,
790,ACE2,CLB4,,ref,
791,ACE2,CLB5,,ref,
792,ACE2,CLB6,,ref,
793,ACE2,CLN1,,ref,
794,ACE2,CLN2,,ref,
795,ACE2,CLN3,"['ACE2', 'CLN3']",ref,
796,ACE2,FKH1,,ref,
797,ACE2,FKH2,,ref,
798,ACE2,HCM1,,ref,
799,ACE2,MBP1,"['ACE2', 'CLN3', 'STB1', 'MBP1']",ref,
800,ACE2,MCM1,,ref,
801,ACE2,NDD1,,ref,
802,ACE2,NRM1,,ref,
803,ACE2,PLM2,,ref,
804,ACE2,STB1,"['ACE2', 'CLN3', 'STB1']",ref,
805,ACE2,SWI4,"['ACE2', 'CLN3', 'STB1', 'SWI4']",ref,
806,ACE2,SWI5,,ref,
807,ACE2,SWI6,"['ACE2', 'CLN3', 'STB1', 'SWI6']",ref,
808,ACE2,TOS4,,ref,
809,ACE2,WHI5,"['ACE2', 'CLN3', 'WHI5']",ref,
810,ACE2,YHP1,,ref,
811,ACE2,YOX1,,ref,
812,CDC20,ACE2,"['CDC20', 'ACE2']",ref,
813,CDC20,CDC20,,ref,
814,CDC20,CDH1,,ref,
815,CDC20,CLB1,,ref,
816,CDC20,CLB2,,ref,
817,CDC20,CLB3,,ref,
818,CDC20,CLB4,,ref,
819,CDC20,CLB5,,ref,
820,CDC20,CLB6,,ref,
821,CDC20,CLN1,,ref,
822,CDC20,CLN2,,ref,
823,CDC20,CLN3,,ref,
824,CDC20,FKH1,,ref,
825,CDC20,FKH2,,ref,
826,CDC20,HCM1,,ref,
827,CDC20,MBP1,,ref,
828,CDC20,MCM1,,ref,
829,CDC20,NDD1,,ref,
830,CDC20,NRM1,,ref,
831,CDC20,PLM2,,ref,
832,CDC20,STB1,,ref,
833,CDC20,SWI4,,ref,
834,CDC20,SWI5,"['CDC20', 'SWI5']",ref,
835,CDC20,SWI6,,ref,
836,CDC20,TOS4,,ref,
837,CDC20,WHI5,,ref,
838,CDC20,YHP1,,ref,
839,CDC20,YOX1,,ref,
840,CDH1,ACE2,"['CDH1', 'MCM1', 'CDC20', 'ACE2']",ref,
841,CDH1,CDC20,"['CDH1', 'MCM1', 'CDC20']",ref,
842,CDH1,CDH1,,ref,
843,CDH1,CLB1,,ref,
844,CDH1,CLB2,"['CDH1', 'MCM1', 'CLB2']",ref,
845,CDH1,CLB3,,ref,
846,CDH1,CLB4,,ref,
847,CDH1,CLB5,"['CDH1', 'YHP1', 'MBP1', 'CLB5']",ref,
848,CDH1,CLB6,"['CDH1', 'YHP1', 'MBP1', 'CLB6']",ref,
849,CDH1,CLN1,"['CDH1', 'YHP1', 'MBP1', 'CLN1']",ref,
850,CDH1,CLN2,"['CDH1', 'YHP1', 'MBP1', 'CLN2']",ref,
851,CDH1,CLN3,,ref,
852,CDH1,FKH1,"['CDH1', 'FKH1']",ref,
853,CDH1,FKH2,"['CDH1', 'FKH2']",ref,
854,CDH1,HCM1,"['CDH1', 'YHP1', 'MBP1', 'HCM1']",ref,
855,CDH1,MBP1,"['CDH1', 'YHP1', 'MBP1']",ref,
856,CDH1,MCM1,"['CDH1', 'MCM1']",ref,
857,CDH1,NDD1,"['CDH1', 'NDD1']",ref,
858,CDH1,NRM1,"['CDH1', 'NRM1']",ref,
859,CDH1,PLM2,"['CDH1', 'YHP1', 'MBP1', 'PLM2']",ref,
860,CDH1,STB1,,ref,
861,CDH1,SWI4,"['CDH1', 'YHP1', 'SWI4']",ref,
862,CDH1,SWI5,"['CDH1', 'MCM1', 'CDC20', 'SWI5']",ref,
863,CDH1,SWI6,"['CDH1', 'YHP1', 'SWI6']",ref,
864,CDH1,TOS4,"['CDH1', 'YHP1', 'MBP1', 'TOS4']",ref,
865,CDH1,WHI5,,ref,
866,CDH1,YHP1,"['CDH1', 'YHP1']",ref,
867,CDH1,YOX1,"['CDH1', 'YHP1', 'MBP1', 'YOX1']",ref,
868,CLB1,ACE2,,ref,
869,CLB1,CDC20,,ref,
870,CLB1,CDH1,,ref,
871,CLB1,CLB1,,ref,
872,CLB1,CLB2,,ref,
873,CLB1,CLB3,,ref,
874,CLB1,CLB4,,ref,
875,CLB1,CLB5,,ref,
876,CLB1,CLB6,,ref,
877,CLB1,CLN1,,ref,
878,CLB1,CLN2,,ref,
879,CLB1,CLN3,,ref,
880,CLB1,FKH1,,ref,
881,CLB1,FKH2,,ref,
882,CLB1,HCM1,,ref,
883,CLB1,MBP1,,ref,
884,CLB1,MCM1,,ref,
885,CLB1,NDD1,,ref,
886,CLB1,NRM1,,ref,
887,CLB1,PLM2,,ref,
888,CLB1,STB1,,ref,
889,CLB1,SWI4,,ref,
890,CLB1,SWI5,,ref,
891,CLB1,SWI6,,ref,
892,CLB1,TOS4,,ref,
893,CLB1,WHI5,,ref,
894,CLB1,YHP1,,ref,
895,CLB1,YOX1,,ref,
896,CLB2,ACE2,,ref,
897,CLB2,CDC20,,ref,
898,CLB2,CDH1,,ref,
899,CLB2,CLB1,,ref,
900,CLB2,CLB2,,ref,
901,CLB2,CLB3,,ref,
902,CLB2,CLB4,,ref,
903,CLB2,CLB5,,ref,
904,CLB2,CLB6,,ref,
905,CLB2,CLN1,,ref,
906,CLB2,CLN2,,ref,
907,CLB2,CLN3,,ref,
908,CLB2,FKH1,,ref,
909,CLB2,FKH2,,ref,
910,CLB2,HCM1,,ref,
911,CLB2,MBP1,,ref,
912,CLB2,MCM1,,ref,
913,CLB2,NDD1,,ref,
914,CLB2,NRM1,,ref,
915,CLB2,PLM2,,ref,
916,CLB2,STB1,,ref,
917,CLB2,SWI4,,ref,
918,CLB2,SWI5,,ref,
919,CLB2,SWI6,,ref,
920,CLB2,TOS4,,ref,
921,CLB2,WHI5,,ref,
922,CLB2,YHP1,,ref,
923,CLB2,YOX1,,ref,
924,CLB3,ACE2,,ref,
925,CLB3,CDC20,,ref,
926,CLB3,CDH1,,ref,
927,CLB3,CLB1,,ref,
928,CLB3,CLB2,,ref,
929,CLB3,CLB3,,ref,
930,CLB3,CLB4,,ref,
931,CLB3,CLB5,,ref,
932,CLB3,CLB6,,ref,
933,CLB3,CLN1,,ref,
934,CLB3,CLN2,,ref,
935,CLB3,CLN3,,ref,
936,CLB3,FKH1,,ref,
937,CLB3,FKH2,,ref,
938,CLB3,HCM1,,ref,
939,CLB3,MBP1,,ref,
940,CLB3,MCM1,,ref,
941,CLB3,NDD1,,ref,
942,CLB3,NRM1,,ref,
943,CLB3,PLM2,,ref,
944,CLB3,STB1,,ref,
945,CLB3,SWI4,,ref,
946,CLB3,SWI5,,ref,
947,CLB3,SWI6,,ref,
948,CLB3,TOS4,,ref,
949,CLB3,WHI5,,ref,
950,CLB3,YHP1,,ref,
951,CLB3,YOX1,,ref,
952,CLB4,ACE2,,ref,
953,CLB4,CDC20,,ref,
954,CLB4,CDH1,,ref,
955,CLB4,CLB1,,ref,
956,CLB4,CLB2,,ref,
957,CLB4,CLB3,,ref,
958,CLB4,CLB4,,ref,
959,CLB4,CLB5,,ref,
960,CLB4,CLB6,,ref,
961,CLB4,CLN1,,ref,
962,CLB4,CLN2,,ref,
963,CLB4,CLN3,,ref,
964,CLB4,FKH1,,ref,
965,CLB4,FKH2,,ref,
966,CLB4,HCM1,,ref,
967,CLB4,MBP1,,ref,
968,CLB4,MCM1,,ref,
969,CLB4,NDD1,,ref,
970,CLB4,NRM1,,ref,
971,CLB4,PLM2,,ref,
972,CLB4,STB1,,ref,
973,CLB4,SWI4,,ref,
974,CLB4,SWI5,,ref,
975,CLB4,SWI6,,ref,
976,CLB4,TOS4,,ref,
977,CLB4,WHI5,,ref,
978,CLB4,YHP1,,ref,
979,CLB4,YOX1,,ref,
980,CLB5,ACE2,,ref,
981,CLB5,CDC20,,ref,
982,CLB5,CDH1,,ref,
983,CLB5,CLB1,,ref,
984,CLB5,CLB2,,ref,
985,CLB5,CLB3,,ref,
986,CLB5,CLB4,,ref,
987,CLB5,CLB5,,ref,
988,CLB5,CLB6,,ref,
989,CLB5,CLN1,,ref,
990,CLB5,CLN2,,ref,
991,CLB5,CLN3,,ref,
992,CLB5,FKH1,,ref,
993,CLB5,FKH2,,ref,
994,CLB5,HCM1,,ref,
995,CLB5,MBP1,,ref,
996,CLB5,MCM1,,ref,
997,CLB5,NDD1,,ref,
998,CLB5,NRM1,,ref,
999,CLB5,PLM2,,ref,
1000,CLB5,STB1,,ref,
1001,CLB5,SWI4,,ref,
1002,CLB5,SWI5,,ref,
1003,CLB5,SWI6,,ref,
1004,CLB5,TOS4,,ref,
1005,CLB5,WHI5,,ref,
1006,CLB5,YHP1,,ref,
1007,CLB5,YOX1,,ref,
1008,CLB6,ACE2,,ref,
1009,CLB6,CDC20,,ref,
1010,CLB6,CDH1,,ref,
1011,CLB6,CLB1,,ref,
1012,CLB6,CLB2,,ref,
1013,CLB6,CLB3,,ref,
1014,CLB6,CLB4,,ref,
1015,CLB6,CLB5,,ref,
1016,CLB6,CLB6,,ref,
1017,CLB6,CLN1,,ref,
1018,CLB6,CLN2,,ref,
1019,CLB6,CLN3,,ref,
1020,CLB6,FKH1,,ref,
1021,CLB6,FKH2,,ref,
1022,CLB6,HCM1,,ref,
1023,CLB6,MBP1,,ref,
1024,CLB6,MCM1,,ref,
1025,CLB6,NDD1,,ref,
1026,CLB6,NRM1,,ref,
1027,CLB6,PLM2,,ref,
1028,CLB6,STB1,,ref,
1029,CLB6,SWI4,,ref,
1030,CLB6,SWI5,,ref,
1031,CLB6,SWI6,,ref,
1032,CLB6,TOS4,,ref,
1033,CLB6,WHI5,,ref,
1034,CLB6,YHP1,,ref,
1035,CLB6,YOX1,,ref,
1036,CLN1,ACE2,"['CLN1', 'CDH1', 'MCM1', 'ACE2']",ref,
1037,CLN1,CDC20,"['CLN1', 'CDH1', 'MCM1', 'CDC20']",ref,
1038,CLN1,CDH1,"['CLN1', 'CDH1']",ref,
1039,CLN1,CLB1,,ref,
1040,CLN1,CLB2,"['CLN1', 'CDH1', 'MCM1', 'CLB2']",ref,
1041,CLN1,CLB3,,ref,
1042,CLN1,CLB4,,ref,
1043,CLN1,CLB5,,ref,
1044,CLN1,CLB6,,ref,
1045,CLN1,CLN1,,ref,
1046,CLN1,CLN2,,ref,
1047,CLN1,CLN3,,ref,
1048,CLN1,FKH1,"['CLN1', 'CDH1', 'FKH1']",ref,
1049,CLN1,FKH2,"['CLN1', 'CDH1', 'FKH2']",ref,
1050,CLN1,HCM1,,ref,
1051,CLN1,MBP1,"['CLN1', 'CDH1', 'YHP1', 'MBP1']",ref,
1052,CLN1,MCM1,"['CLN1', 'CDH1', 'MCM1']",ref,
1053,CLN1,NDD1,"['CLN1', 'CDH1', 'NDD1']",ref,
1054,CLN1,NRM1,"['CLN1', 'CDH1', 'NRM1']",ref,
1055,CLN1,PLM2,,ref,
1056,CLN1,STB1,"['CLN1', 'STB1']",ref,
1057,CLN1,SWI4,"['CLN1', 'CDH1', 'YHP1', 'SWI4']",ref,
1058,CLN1,SWI5,"['CLN1', 'CDH1', 'MCM1', 'SWI5']",ref,
1059,CLN1,SWI6,"['CLN1', 'CDH1', 'YHP1', 'SWI6']",ref,
1060,CLN1,TOS4,,ref,
1061,CLN1,WHI5,"['CLN1', 'WHI5']",ref,
1062,CLN1,YHP1,"['CLN1', 'CDH1', 'YHP1']",ref,
1063,CLN1,YOX1,"['CLN1', 'CDH1', 'YOX1']",ref,
1064,CLN2,ACE2,"['CLN2', 'CDH1', 'MCM1', 'ACE2']",ref,
1065,CLN2,CDC20,"['CLN2', 'CDH1', 'MCM1', 'CDC20']",ref,
1066,CLN2,CDH1,"['CLN2', 'CDH1']",ref,
1067,CLN2,CLB1,,ref,
1068,CLN2,CLB2,"['CLN2', 'CDH1', 'MCM1', 'CLB2']",ref,
1069,CLN2,CLB3,,ref,
1070,CLN2,CLB4,,ref,
1071,CLN2,CLB5,"['CLN2', 'STB1', 'SWI6', 'CLB5']",ref,
1072,CLN2,CLB6,"['CLN2', 'STB1', 'MBP1', 'CLB6']",ref,
1073,CLN2,CLN1,"['CLN2', 'STB1', 'MBP1', 'CLN1']",ref,
1074,CLN2,CLN2,,ref,
1075,CLN2,CLN3,,ref,
1076,CLN2,FKH1,"['CLN2', 'CDH1', 'FKH1']",ref,
1077,CLN2,FKH2,"['CLN2', 'CDH1', 'FKH2']",ref,
1078,CLN2,HCM1,"['CLN2', 'STB1', 'MBP1', 'HCM1']",ref,
1079,CLN2,MBP1,"['CLN2', 'CDH1', 'YHP1', 'MBP1']",ref,
1080,CLN2,MCM1,"['CLN2', 'CDH1', 'MCM1']",ref,
1081,CLN2,NDD1,"['CLN2', 'CDH1', 'NDD1']",ref,
1082,CLN2,NRM1,"['CLN2', 'CDH1', 'NRM1']",ref,
1083,CLN2,PLM2,"['CLN2', 'STB1', 'MBP1', 'PLM2']",ref,
1084,CLN2,STB1,"['CLN2', 'STB1']",ref,
1085,CLN2,SWI4,"['CLN2', 'CDH1', 'YHP1', 'SWI4']",ref,
1086,CLN2,SWI5,"['CLN2', 'CDH1', 'MCM1', 'SWI5']",ref,
1087,CLN2,SWI6,"['CLN2', 'CDH1', 'YHP1', 'SWI6']",ref,
1088,CLN2,TOS4,"['CLN2', 'STB1', 'MBP1', 'TOS4']",ref,
1089,CLN2,WHI5,"['CLN2', 'WHI5']",ref,
1090,CLN2,YHP1,"['CLN2', 'CDH1', 'YHP1']",ref,
1091,CLN2,YOX1,"['CLN2', 'CDH1', 'YOX1']",ref,
1092,CLN3,ACE2,,ref,
1093,CLN3,CDC20,,ref,
1094,CLN3,CDH1,,ref,
1095,CLN3,CLB1,,ref,
1096,CLN3,CLB2,,ref,
1097,CLN3,CLB3,,ref,
1098,CLN3,CLB4,,ref,
1099,CLN3,CLB5,"['CLN3', 'STB1', 'MBP1', 'CLB5']",ref,
1100,CLN3,CLB6,"['CLN3', 'STB1', 'MBP1', 'CLB6']",ref,
1101,CLN3,CLN1,"['CLN3', 'STB1', 'MBP1', 'CLN1']",ref,
1102,CLN3,CLN2,"['CLN3', 'STB1', 'MBP1', 'CLN2']",ref,
1103,CLN3,CLN3,,ref,
1104,CLN3,FKH1,,ref,
1105,CLN3,FKH2,,ref,
1106,CLN3,HCM1,"['CLN3', 'STB1', 'MBP1', 'HCM1']",ref,
1107,CLN3,MBP1,"['CLN3', 'STB1', 'MBP1']",ref,
1108,CLN3,MCM1,,ref,
1109,CLN3,NDD1,,ref,
1110,CLN3,NRM1,"['CLN3', 'STB1', 'MBP1', 'NRM1']",ref,
1111,CLN3,PLM2,"['CLN3', 'STB1', 'MBP1', 'PLM2']",ref,
1112,CLN3,STB1,"['CLN3', 'STB1']",ref,
1113,CLN3,SWI4,"['CLN3', 'STB1', 'SWI4']",ref,
1114,CLN3,SWI5,,ref,
1115,CLN3,SWI6,"['CLN3', 'STB1', 'SWI6']",ref,
1116,CLN3,TOS4,"['CLN3', 'STB1', 'MBP1', 'TOS4']",ref,
1117,CLN3,WHI5,"['CLN3', 'WHI5']",ref,
1118,CLN3,YHP1,"['CLN3', 'STB1', 'MBP1', 'YHP1']",ref,
1119,CLN3,YOX1,"['CLN3', 'STB1', 'MBP1', 'YOX1']",ref,
1120,FKH1,ACE2,"['FKH1', 'CDC20', 'ACE2']",ref,
1121,FKH1,CDC20,"['FKH1', 'CDC20']",ref,
1122,FKH1,CDH1,,ref,
1123,FKH1,CLB1,,ref,
1124,FKH1,CLB2,"['FKH1', 'CLB2']",ref,
1125,FKH1,CLB3,,ref,
1126,FKH1,CLB4,,ref,
1127,FKH1,CLB5,,ref,
1128,FKH1,CLB6,,ref,
1129,FKH1,CLN1,,ref,
1130,FKH1,CLN2,,ref,
1131,FKH1,CLN3,,ref,
1132,FKH1,FKH1,,ref,
1133,FKH1,FKH2,,ref,
1134,FKH1,HCM1,,ref,
1135,FKH1,MBP1,,ref,
1136,FKH1,MCM1,,ref,
1137,FKH1,NDD1,,ref,
1138,FKH1,NRM1,,ref,
1139,FKH1,PLM2,,ref,
1140,FKH1,STB1,,ref,
1141,FKH1,SWI4,,ref,
1142,FKH1,SWI5,"['FKH1', 'CDC20', 'SWI5']",ref,
1143,FKH1,SWI6,,ref,
1144,FKH1,TOS4,,ref,
1145,FKH1,WHI5,,ref,
1146,FKH1,YHP1,,ref,
1147,FKH1,YOX1,,ref,
1148,FKH2,ACE2,"['FKH2', 'CDC20', 'ACE2']",ref,
1149,FKH2,CDC20,"['FKH2', 'CDC20']",ref,
1150,FKH2,CDH1,,ref,
1151,FKH2,CLB1,,ref,
1152,FKH2,CLB2,"['FKH2', 'CLB2']",ref,
1153,FKH2,CLB3,,ref,
1154,FKH2,CLB4,,ref,
1155,FKH2,CLB5,,ref,
1156,FKH2,CLB6,,ref,
1157,FKH2,CLN1,,ref,
1158,FKH2,CLN2,,ref,
1159,FKH2,CLN3,,ref,
1160,FKH2,FKH1,,ref,
1161,FKH2,FKH2,,ref,
1162,FKH2,HCM1,,ref,
1163,FKH2,MBP1,,ref,
1164,FKH2,MCM1,,ref,
1165,FKH2,NDD1,,ref,
1166,FKH2,NRM1,,ref,
1167,FKH2,PLM2,,ref,
1168,FKH2,STB1,,ref,
1169,FKH2,SWI4,,ref,
1170,FKH2,SWI5,"['FKH2', 'CDC20', 'SWI5']",ref,
1171,FKH2,SWI6,,ref,
1172,FKH2,TOS4,,ref,
1173,FKH2,WHI5,,ref,
1174,FKH2,YHP1,,ref,
1175,FKH2,YOX1,,ref,
1176,HCM1,ACE2,"['HCM1', 'MCM1', 'CDC20', 'ACE2']",ref,
1177,HCM1,CDC20,"['HCM1', 'MCM1', 'CDC20']",ref,
1178,HCM1,CDH1,,ref,
1179,HCM1,CLB1,,ref,
1180,HCM1,CLB2,"['HCM1', 'MCM1', 'CLB2']",ref,
1181,HCM1,CLB3,,ref,
1182,HCM1,CLB4,,ref,
1183,HCM1,CLB5,,ref,
1184,HCM1,CLB6,,ref,
1185,HCM1,CLN1,,ref,
1186,HCM1,CLN2,,ref,
1187,HCM1,CLN3,,ref,
1188,HCM1,FKH1,"['HCM1', 'FKH1']",ref,
1189,HCM1,FKH2,"['HCM1', 'FKH2']",ref,
1190,HCM1,HCM1,,ref,
1191,HCM1,MBP1,,ref,
1192,HCM1,MCM1,"['HCM1', 'MCM1']",ref,
1193,HCM1,NDD1,"['HCM1', 'NDD1']",ref,
1194,HCM1,NRM1,,ref,
1195,HCM1,PLM2,,ref,
1196,HCM1,STB1,,ref,
1197,HCM1,SWI4,,ref,
1198,HCM1,SWI5,"['HCM1', 'MCM1', 'CDC20', 'SWI5']",ref,
1199,HCM1,SWI6,,ref,
1200,HCM1,TOS4,,ref,
1201,HCM1,WHI5,,ref,
1202,HCM1,YHP1,,ref,
1203,HCM1,YOX1,,ref,
1204,MBP1,ACE2,"['MBP1', 'CLN2', 'CDH1', 'ACE2']",ref,
1205,MBP1,CDC20,"['MBP1', 'TOS4', 'MCM1', 'CDC20']",ref,
1206,MBP1,CDH1,"['MBP1', 'CLN2', 'CDH1']",ref,
1207,MBP1,CLB1,,ref,
1208,MBP1,CLB2,"['MBP1', 'TOS4', 'MCM1', 'CLB2']",ref,
1209,MBP1,CLB3,,ref,
1210,MBP1,CLB4,,ref,
1211,MBP1,CLB5,"['MBP1', 'YHP1', 'SWI6', 'CLB5']",ref,
1212,MBP1,CLB6,"['MBP1', 'YHP1', 'SWI6', 'CLB6']",ref,
1213,MBP1,CLN1,"['MBP1', 'YHP1', 'SWI6', 'CLN1']",ref,
1214,MBP1,CLN2,"['MBP1', 'YHP1', 'SWI6', 'CLN2']",ref,
1215,MBP1,CLN3,,ref,
1216,MBP1,FKH1,"['MBP1', 'CLN2', 'CDH1', 'FKH1']",ref,
1217,MBP1,FKH2,"['MBP1', 'CLN2', 'CDH1', 'FKH2']",ref,
1218,MBP1,HCM1,"['MBP1', 'YHP1', 'SWI6', 'HCM1']",ref,
1219,MBP1,MBP1,,ref,
1220,MBP1,MCM1,"['MBP1', 'CLN2', 'CDH1', 'MCM1']",ref,
1221,MBP1,NDD1,"['MBP1', 'CLN2', 'CDH1', 'NDD1']",ref,
1222,MBP1,NRM1,"['MBP1', 'NRM1']",ref,
1223,MBP1,PLM2,"['MBP1', 'YHP1', 'SWI6', 'PLM2']",ref,
1224,MBP1,STB1,"['MBP1', 'CLN2', 'STB1']",ref,
1225,MBP1,SWI4,"['MBP1', 'YHP1', 'SWI4']",ref,
1226,MBP1,SWI5,"['MBP1', 'CLN2', 'CDH1', 'SWI5']",ref,
1227,MBP1,SWI6,"['MBP1', 'YHP1', 'SWI6']",ref,
