TF,Gene,t_1/2,amp,R_squared_trf
MBP1,FKH2,1.34347810341292,-0.30426588781679265,0.992299164215046
MBP1,HCM1,1.1205025011300591,-0.2445304210424108,0.5089845509723037
MBP1,MCM1,1.3259592101820603,0.2507336794675449,0.9721668528242027
MBP1,NDD1,0.2893779831346322,-0.6356074550218423,0.9999999999999918
MBP1,NRM1,-3.5148609841924916,6.726720591617062,0.8905178268312912
MBP1,PLM2,-0.06570983677587709,2.852655086423516,0.999999999999993
MBP1,SWI4,0.18786101580322512,0.23392488503334877,0.9999999999999998
MBP1,SWI6,-0.0892895325514839,1.1703779981552116,0.999999999999996
MBP1,TOS4,0.0003231853652004408,9.21644106330041,0.004805649617343755
MBP1,YOX1,1.2659195657281765,0.4090417101618738,0.9999999999999473
NRM1,ACE2,-4.337645913128215,-0.15777345846654406,0.49797451749722466
NRM1,CDC20,-0.0009363938774723142,3.3765651284812437,0.006496374962912443
NRM1,CDH1,5.397484394740074,0.15140241492244316,0.8540820820722675
NRM1,CLB1,0.7410307704575338,-0.32128020119606354,0.956822207843845
NRM1,CLB2,0.23669888495998376,-0.5043345282273775,0.5626674204687452
NRM1,CLB3,0.3026535917632811,-0.22211872607439942,0.9954526784946054
NRM1,CLB4,0.18219802426144788,-0.5239607630487124,0.6148452990774828
NRM1,CLB5,0.5497377201867685,-0.6553333793683852,0.9613682321217657
NRM1,CLB6,0.39953896673936906,-1.2449555310285123,0.9776708860936638
NRM1,CLN1,4.8851503438726,-0.159732334794142,0.4758232671493984
NRM1,CLN2,0.10731329324119394,-0.3625151318980766,0.8908846438071902
NRM1,CLN3,3.997955006879394,0.14629035813785066,0.7707102810192004
NRM1,FKH1,2.836710855576676,-6.5659555764583555,0.7409609251189349
NRM1,FKH2,5.386070844413312,0.11688662182744046,0.6371810512203411
NRM1,HCM1,0.25296256657924193,-0.6507919696527351,0.9851333366560397
NRM1,MBP1,-3.7136994605437224,0.06942446592915155,0.06803356598115651
NRM1,NDD1,-0.0391348592046754,6383.087066394354,0.9425349440181903
NRM1,PLM2,0.45724343947314483,-1.2286583937044897,0.9788188300714311
NRM1,STB1,0.22093828910939517,-0.7727418199744883,0.9781788624919654
NRM1,SWI4,0.05270456830899703,-14622.636190832889,0.6894580795171353
NRM1,SWI6,0.10905870337663882,-0.2859414710837998,0.6585002560649907
NRM1,TOS4,0.4485911125740277,-0.9239247453400056,0.9965501454969349
NRM1,WHI5,-4.766550325264977,0.2735696363176683,0.6494919645229459
NRM1,YHP1,0.43306554508811673,-0.8237452111105029,0.9967690989229303
NRM1,YOX1,0.12121028872463462,-1.2947850501473546,0.9863735347203184
STB1,CLB5,1.0559629835613977,0.21527055445989454,0.9982714164765178
STB1,CLB6,3.3650815758743833,0.525128911217625,0.9064591155404897
STB1,CLN1,0.6519792847387988,0.34101394244851424,0.9147708966436636
STB1,CLN2,1.0089275749966402,0.24630434448321953,0.7317914623907487
STB1,HCM1,0.48703179062248686,0.29497323327241587,0.9369666627662486
STB1,NRM1,0.22584813928259836,0.5345799547405834,0.9803660986403423
STB1,PLM2,0.40615471762214256,0.882486572644607,0.9980605871703878
STB1,SWI4,0.10515766463127033,-0.7872880850806251,0.9624653310945073
STB1,TOS4,0.5751851190908546,0.5056512659105123,0.9983108316733921
STB1,WHI5,-1.471785919151705,1.218137345763824,0.8022136915192857
STB1,YHP1,0.15914138094356842,0.3066028634781977,0.9419803964843474
STB1,YOX1,3.833760282709739,0.2636005426464543,0.6813507288955991
SWI5,ACE2,6.117046670748062,0.15980337808075237,0.5227715056115
SWI5,CDC20,4.546547995474519,-0.24848794143799763,0.9447525205749382
SWI5,CLB1,4.751908551363989,-0.2632683508489237,0.8221468656087474
SWI5,CLB2,0.2956975916347646,-0.19661819285492615,0.6691429340644414
SWI5,CLB3,-4.056393993435785,0.14745852819307637,0.27188543401664034
SWI5,CLB5,0.3649999059603455,0.6274526000663474,0.9681056709892363
SWI5,CLB6,3.3312501301939252,0.5271828377336056,0.900517721513036
SWI5,CLN1,2.7416263277148913,0.33525902859248646,0.5497986163265052
SWI5,CLN2,2.128408922878952,1.1739356986955962,0.9932567179165556
SWI5,CLN3,0.19993397380495143,0.728593131611759,0.7671185472892708
SWI5,FKH1,3.9150354653648916,-0.19830143490606447,0.7904564752501656
SWI5,FKH2,0.6631393363208469,-0.17996663227308526,0.8404819813551285
SWI5,HCM1,-3.9470219472008266,0.10486522293375848,0.2797177063174081
SWI5,MBP1,2.826004802981328,-2.211494580748382,0.7355099232984419
SWI5,NDD1,0.10383067480584868,-136.88774910880292,0.4857101082255789
SWI5,NRM1,2.433073273826137,0.24724241834184313,0.5838125599487939
SWI5,PLM2,1.69928492924651,4.489674051020775,0.6876847967933921
