,group1,group2,tf,target,sign
79,"[NDD1,FKH1,FKH2,MCM1]","[SWI5,ACE2]",NDD1,ACE2,True
80,"[NDD1,FKH1,FKH2,MCM1]",[CLB2],NDD1,CLB2,True
81,"[NDD1,FKH1,FKH2,MCM1]","[SWI5,ACE2]",FKH1,SWI5,True
82,"[NDD1,FKH1,FKH2,MCM1]","[SWI5,ACE2]",FKH1,ACE2,True
83,"[NDD1,FKH1,FKH2,MCM1]",[CLB2],FKH1,CLB2,True
84,"[NDD1,FKH1,FKH2,MCM1]","[SWI5,ACE2]",FKH2,SWI5,True
85,"[NDD1,FKH1,FKH2,MCM1]","[SWI5,ACE2]",FKH2,ACE2,True
86,"[NDD1,FKH1,FKH2,MCM1]",[CLB2],FKH2,CLB2,True
87,"[NDD1,FKH1,FKH2,MCM1]","[SWI5,ACE2]",MCM1,SWI5,True
88,"[NDD1,FKH1,FKH2,MCM1]","[SWI5,ACE2]",MCM1,ACE2,True
89,"[NDD1,FKH1,FKH2,MCM1]",[CLB2],MCM1,CLB2,True
