,group1,group2,tf,target,sign
0,"[MBP1,SWI6]","[CLB5,CLB6]",MBP1,CLB5,True
1,"[MBP1,SWI6]","[CLB5,CLB6]",MBP1,CLB6,True
2,"[MBP1,SWI6]","[CLN1,CLN2]",MBP1,CLN1,False
3,"[MBP1,SWI6]","[NDD1,FKH1,FKH2,MCM1]",MBP1,NDD1,False
4,"[MBP1,SWI6]","[YOX1,NRM1,YHP1]",MBP1,NRM1,False
5,"[MBP1,SWI6]","[HCM1,PLM2,TOS4]",MBP1,PLM2,False
6,"[MBP1,SWI6]","[SWI4,SWI6]",MBP1,SWI4,True
7,"[MBP1,SWI6]","[SWI4,SWI6]",MBP1,SWI6,False
8,"[MBP1,SWI6]","[MBP1,SWI6]",MBP1,SWI6,False
9,"[MBP1,SWI6]","[HCM1,PLM2,TOS4]",MBP1,TOS4,True
10,"[MBP1,SWI6]","[YOX1,NRM1,YHP1]",MBP1,YOX1,True
11,"[[MBP1,SWI6],[SWI4,SWI6]]","[[MBP1,SWI6],[SWI4,SWI6]]","[MBP1,SWI6]","[SWI4,SWI6]",True
12,"[[MBP1,SWI6],[SWI4,SWI6]]","[[MBP1,SWI6],[SWI4,SWI6]]","[MBP1,SWI6]","[SWI4,SWI6]",False
13,"[[MBP1,SWI6],[SWI4,SWI6]]","[[MBP1,SWI6],[SWI4,SWI6]]","[MBP1,SWI6]","[MBP1,SWI6]",False
14,"[WHI5,STB1]","[CLN1,CLN2]",WHI5,CLN2,False
15,"[WHI5,STB1]","[HCM1,PLM2,TOS4]",WHI5,HCM1,False
16,"[WHI5,STB1]","[YOX1,NRM1,YHP1]",WHI5,NRM1,False
17,"[WHI5,STB1]","[YOX1,NRM1,YHP1]",WHI5,YHP1,False
18,"[WHI5,STB1]","[YOX1,NRM1,YHP1]",STB1,YHP1,True
19,"[YOX1,NRM1,YHP1]","[YOX1,NRM1,YHP1]",YOX1,YHP1,False
20,"[YOX1,NRM1,YHP1]","[NDD1,FKH1,FKH2,MCM1]",NRM1,FKH1,False
21,"[YOX1,NRM1,YHP1]","[HCM1,PLM2,TOS4]",NRM1,HCM1,False
22,"[YOX1,NRM1,YHP1]","[WHI5,STB1]",NRM1,STB1,False
23,"[YOX1,NRM1,YHP1]","[HCM1,PLM2,TOS4]",YHP1,PLM2,False
24,"[YOX1,NRM1,YHP1]","[YOX1,NRM1,YHP1]",YHP1,YOX1,False
25,"[NDD1,FKH1,FKH2,MCM1]","[CLB5,CLB6]",FKH1,CLB6,True
26,"[NDD1,FKH1,FKH2,MCM1]","[NDD1,FKH1,FKH2,MCM1]",FKH1,FKH2,False
27,"[NDD1,FKH1,FKH2,MCM1]","[NDD1,FKH1,FKH2,MCM1]",FKH1,NDD1,True
28,"[NDD1,FKH1,FKH2,MCM1]","[WHI5,STB1]",FKH1,STB1,True
29,"[NDD1,FKH1,FKH2,MCM1]","[SWI5,ACE2]",FKH2,ACE2,False
30,"[NDD1,FKH1,FKH2,MCM1]","[MBP1,SWI6]",FKH2,MBP1,False
31,"[NDD1,FKH1,FKH2,MCM1]","[WHI5,STB1]",FKH2,STB1,True
32,"[NDD1,FKH1,FKH2,MCM1]","[SWI5,ACE2]",FKH2,SWI5,False
33,"[NDD1,FKH1,FKH2,MCM1]","[SWI4,SWI6]",FKH2,SWI6,False
34,"[NDD1,FKH1,FKH2,MCM1]","[MBP1,SWI6]",FKH2,SWI6,False
35,"[NDD1,FKH1,FKH2,MCM1]","[WHI5,STB1]",FKH2,WHI5,True
36,"[SWI5,ACE2]","[MBP1,SWI6]",SWI5,MBP1,False
37,"[SWI5,ACE2]","[SWI4,SWI6]",ACE2,SWI4,False
