,group1,group2,tf,target,sign
81,"[YOX1,NRM1,YHP1]","[SWI4,SWI6]",YOX1,SWI4,False
82,"[YOX1,NRM1,YHP1]","[YOX1,NRM1,YHP1]",YOX1,YHP1,False
83,"[YOX1,NRM1,YHP1]","[SWI4,SWI6]",YOX1,SWI6,False
84,"[YOX1,NRM1,YHP1]","[MBP1,SWI6]",YOX1,SWI6,False
85,"[YOX1,NRM1,YHP1]","[MBP1,SWI6]",YOX1,MBP1,False
86,"[YOX1,NRM1,YHP1]","[CLB5,CLB6]",NRM1,CLB5,False
87,"[YOX1,NRM1,YHP1]","[CLB5,CLB6]",NRM1,CLB6,False
88,"[YOX1,NRM1,YHP1]","[NDD1,FKH1,FKH2,MCM1]",NRM1,FKH1,False
89,"[YOX1,NRM1,YHP1]","[HCM1,PLM2,TOS4]",NRM1,HCM1,False
90,"[YOX1,NRM1,YHP1]","[HCM1,PLM2,TOS4]",NRM1,PLM2,False
91,"[YOX1,NRM1,YHP1]","[WHI5,STB1]",NRM1,STB1,False
92,"[YOX1,NRM1,YHP1]","[HCM1,PLM2,TOS4]",NRM1,TOS4,False
93,"[YOX1,NRM1,YHP1]","[YOX1,NRM1,YHP1]",NRM1,YHP1,False
94,"[YOX1,NRM1,YHP1]","[SWI4,SWI6]",NRM1,SWI4,False
95,"[YOX1,NRM1,YHP1]","[SWI4,SWI6]",NRM1,SWI6,False
96,"[YOX1,NRM1,YHP1]","[MBP1,SWI6]",NRM1,SWI6,False
97,"[YOX1,NRM1,YHP1]","[MBP1,SWI6]",NRM1,MBP1,False
98,"[YOX1,NRM1,YHP1]","[HCM1,PLM2,TOS4]",YHP1,PLM2,False
99,"[YOX1,NRM1,YHP1]","[YOX1,NRM1,YHP1]",YHP1,YOX1,False
100,"[YOX1,NRM1,YHP1]","[SWI4,SWI6]",YHP1,SWI4,False
101,"[YOX1,NRM1,YHP1]","[SWI4,SWI6]",YHP1,SWI6,False
102,"[YOX1,NRM1,YHP1]","[MBP1,SWI6]",YHP1,SWI6,False
103,"[YOX1,NRM1,YHP1]","[MBP1,SWI6]",YHP1,MBP1,False
104,"[HCM1,PLM2,TOS4]","[NDD1,FKH1,FKH2,MCM1]",HCM1,FKH1,True
105,"[HCM1,PLM2,TOS4]","[NDD1,FKH1,FKH2,MCM1]",HCM1,FKH2,True
106,"[HCM1,PLM2,TOS4]","[NDD1,FKH1,FKH2,MCM1]",HCM1,NDD1,True
107,"[HCM1,PLM2,TOS4]","[YOX1,NRM1,YHP1]",HCM1,NRM1,True
108,"[HCM1,PLM2,TOS4]","[HCM1,PLM2,TOS4]",HCM1,PLM2,True
109,"[HCM1,PLM2,TOS4]","[SWI4,SWI6]",HCM1,SWI6,True
110,"[HCM1,PLM2,TOS4]","[MBP1,SWI6]",HCM1,SWI6,True
111,"[HCM1,PLM2,TOS4]","[WHI5,STB1]",HCM1,WHI5,True
112,"[HCM1,PLM2,TOS4]","[YOX1,NRM1,YHP1]",HCM1,YHP1,True
113,"[HCM1,PLM2,TOS4]","[YOX1,NRM1,YHP1]",HCM1,YOX1,False
114,"[HCM1,PLM2,TOS4]","[NDD1,FKH1,FKH2,MCM1]",HCM1,MCM1,True
115,"[HCM1,PLM2,TOS4]","[NDD1,FKH1,FKH2,MCM1]",PLM2,NDD1,True
116,"[HCM1,PLM2,TOS4]","[NDD1,FKH1,FKH2,MCM1]",PLM2,FKH1,True
117,"[HCM1,PLM2,TOS4]","[NDD1,FKH1,FKH2,MCM1]",PLM2,FKH2,True
118,"[HCM1,PLM2,TOS4]","[NDD1,FKH1,FKH2,MCM1]",PLM2,MCM1,True
119,"[HCM1,PLM2,TOS4]","[NDD1,FKH1,FKH2,MCM1]",TOS4,NDD1,True
120,"[HCM1,PLM2,TOS4]","[NDD1,FKH1,FKH2,MCM1]",TOS4,FKH1,True
121,"[HCM1,PLM2,TOS4]","[NDD1,FKH1,FKH2,MCM1]",TOS4,FKH2,True
122,"[HCM1,PLM2,TOS4]","[NDD1,FKH1,FKH2,MCM1]",TOS4,MCM1,True
123,"[NDD1,FKH1,FKH2,MCM1]","[SWI5,ACE2]",NDD1,SWI5,True
124,"[NDD1,FKH1,FKH2,MCM1]","[SWI5,ACE2]",NDD1,ACE2,True
125,"[NDD1,FKH1,FKH2,MCM1]","[SWI5,ACE2]",FKH1,ACE2,False
126,"[NDD1,FKH1,FKH2,MCM1]","[CLB5,CLB6]",FKH1,CLB6,True
127,"[NDD1,FKH1,FKH2,MCM1]","[NDD1,FKH1,FKH2,MCM1]",FKH1,FKH2,False
128,"[NDD1,FKH1,FKH2,MCM1]","[NDD1,FKH1,FKH2,MCM1]",FKH1,NDD1,True
129,"[NDD1,FKH1,FKH2,MCM1]","[YOX1,NRM1,YHP1]",FKH1,NRM1,False
130,"[NDD1,FKH1,FKH2,MCM1]","[HCM1,PLM2,TOS4]",FKH1,PLM2,False
131,"[NDD1,FKH1,FKH2,MCM1]","[WHI5,STB1]",FKH1,STB1,True
132,"[NDD1,FKH1,FKH2,MCM1]","[SWI4,SWI6]",FKH1,SWI4,True
133,"[NDD1,FKH1,FKH2,MCM1]","[SWI5,ACE2]",FKH1,SWI5,True
134,"[NDD1,FKH1,FKH2,MCM1]","[SWI5,ACE2]",FKH1,ACE2,True
135,"[NDD1,FKH1,FKH2,MCM1]","[SWI5,ACE2]",FKH2,ACE2,False
136,"[NDD1,FKH1,FKH2,MCM1]","[CLN1,CLN2]",FKH2,CLN1,False
137,"[NDD1,FKH1,FKH2,MCM1]","[HCM1,PLM2,TOS4]",FKH2,HCM1,True
138,"[NDD1,FKH1,FKH2,MCM1]","[MBP1,SWI6]",FKH2,MBP1,False
139,"[NDD1,FKH1,FKH2,MCM1]","[HCM1,PLM2,TOS4]",FKH2,PLM2,False
140,"[NDD1,FKH1,FKH2,MCM1]","[WHI5,STB1]",FKH2,STB1,True
141,"[NDD1,FKH1,FKH2,MCM1]","[SWI5,ACE2]",FKH2,SWI5,False
142,"[NDD1,FKH1,FKH2,MCM1]","[SWI4,SWI6]",FKH2,SWI6,False
143,"[NDD1,FKH1,FKH2,MCM1]","[MBP1,SWI6]",FKH2,SWI6,False
144,"[NDD1,FKH1,FKH2,MCM1]","[WHI5,STB1]",FKH2,WHI5,True
145,"[NDD1,FKH1,FKH2,MCM1]","[SWI5,ACE2]",FKH2,SWI5,True
146,"[NDD1,FKH1,FKH2,MCM1]","[SWI5,ACE2]",FKH2,ACE2,True
147,"[NDD1,FKH1,FKH2,MCM1]","[SWI5,ACE2]",MCM1,SWI5,True
148,"[NDD1,FKH1,FKH2,MCM1]","[SWI5,ACE2]",MCM1,ACE2,True
149,"[SWI5,ACE2]","[MBP1,SWI6]",SWI5,MBP1,False
150,"[SWI5,ACE2]","[SWI4,SWI6]",ACE2,SWI4,False
