,group1,group2,tf,target,sign
0,"[SWI4,SWI6]","[HCM1,PLM2,TOS4]",SWI4,HCM1,True
1,"[SWI4,SWI6]","[HCM1,PLM2,TOS4]",SWI4,PLM2,True
2,"[SWI4,SWI6]","[HCM1,PLM2,TOS4]",SWI4,TOS4,True
3,"[SWI4,SWI6]","[CLN1,CLN2]",SWI4,CLN1,True
4,"[SWI4,SWI6]","[CLN1,CLN2]",SWI4,CLN2,True
5,"[SWI4,SWI6]","[CLB5,CLB6]",SWI4,CLB5,True
6,"[SWI4,SWI6]","[CLB5,CLB6]",SWI4,CLB6,True
7,"[SWI4,SWI6]","[YOX1,NRM1,YHP1]",SWI4,YOX1,True
8,"[SWI4,SWI6]","[YOX1,NRM1,YHP1]",SWI4,YHP1,True
9,"[SWI4,SWI6]","[YOX1,NRM1,YHP1]",SWI4,NRM1,True
10,"[SWI4,SWI6]","[CLB5,CLB6]",SWI6,CLB5,True
11,"[SWI4,SWI6]","[CLB5,CLB6]",SWI6,CLB6,True
12,"[SWI4,SWI6]","[CLN1,CLN2]",SWI6,CLN1,True
13,"[SWI4,SWI6]","[CLN1,CLN2]",SWI6,CLN2,True
14,"[SWI4,SWI6]","[WHI5,STB1]",SWI6,WHI5,False
15,"[SWI4,SWI6]","[YOX1,NRM1,YHP1]",SWI6,YHP1,True
16,"[SWI4,SWI6]","[YOX1,NRM1,YHP1]",SWI6,YOX1,True
17,"[SWI4,SWI6]","[HCM1,PLM2,TOS4]",SWI6,HCM1,True
18,"[SWI4,SWI6]","[HCM1,PLM2,TOS4]",SWI6,PLM2,True
19,"[SWI4,SWI6]","[HCM1,PLM2,TOS4]",SWI6,TOS4,True
20,"[SWI4,SWI6]","[YOX1,NRM1,YHP1]",SWI6,NRM1,True
21,"[MBP1,SWI6]","[SWI5,ACE2]",MBP1,ACE2,True
22,"[MBP1,SWI6]","[CLB5,CLB6]",MBP1,CLB5,True
23,"[MBP1,SWI6]","[CLB5,CLB6]",MBP1,CLB6,True
24,"[MBP1,SWI6]","[CLN1,CLN2]",MBP1,CLN1,False
25,"[MBP1,SWI6]","[NDD1,FKH1,FKH2,MCM1]",MBP1,MCM1,True
26,"[MBP1,SWI6]","[NDD1,FKH1,FKH2,MCM1]",MBP1,NDD1,False
27,"[MBP1,SWI6]","[YOX1,NRM1,YHP1]",MBP1,NRM1,False
28,"[MBP1,SWI6]","[HCM1,PLM2,TOS4]",MBP1,PLM2,False
29,"[MBP1,SWI6]","[SWI4,SWI6]",MBP1,SWI4,True
30,"[MBP1,SWI6]","[SWI4,SWI6]",MBP1,SWI6,False
31,"[MBP1,SWI6]","[MBP1,SWI6]",MBP1,SWI6,False
32,"[MBP1,SWI6]","[HCM1,PLM2,TOS4]",MBP1,TOS4,True
33,"[MBP1,SWI6]","[YOX1,NRM1,YHP1]",MBP1,YOX1,True
34,"[MBP1,SWI6]","[HCM1,PLM2,TOS4]",MBP1,HCM1,True
35,"[MBP1,SWI6]","[HCM1,PLM2,TOS4]",MBP1,PLM2,True
36,"[MBP1,SWI6]","[CLN1,CLN2]",MBP1,CLN1,True
37,"[MBP1,SWI6]","[CLN1,CLN2]",MBP1,CLN2,True
38,"[MBP1,SWI6]","[YOX1,NRM1,YHP1]",MBP1,YHP1,True
39,"[MBP1,SWI6]","[YOX1,NRM1,YHP1]",MBP1,NRM1,True
40,"[MBP1,SWI6]","[CLB5,CLB6]",SWI6,CLB5,True
41,"[MBP1,SWI6]","[CLB5,CLB6]",SWI6,CLB6,True
42,"[MBP1,SWI6]","[CLN1,CLN2]",SWI6,CLN1,True
43,"[MBP1,SWI6]","[CLN1,CLN2]",SWI6,CLN2,True
44,"[MBP1,SWI6]","[WHI5,STB1]",SWI6,WHI5,False
45,"[MBP1,SWI6]","[YOX1,NRM1,YHP1]",SWI6,YHP1,True
46,"[MBP1,SWI6]","[YOX1,NRM1,YHP1]",SWI6,YOX1,True
47,"[MBP1,SWI6]","[HCM1,PLM2,TOS4]",SWI6,HCM1,True
48,"[MBP1,SWI6]","[HCM1,PLM2,TOS4]",SWI6,PLM2,True
49,"[MBP1,SWI6]","[HCM1,PLM2,TOS4]",SWI6,TOS4,True
50,"[MBP1,SWI6]","[YOX1,NRM1,YHP1]",SWI6,NRM1,True
51,"[[MBP1,SWI6],[SWI4,SWI6]]","[[MBP1,SWI6],[SWI4,SWI6]]","[MBP1,SWI6]","[SWI4,SWI6]",True
52,"[[MBP1,SWI6],[SWI4,SWI6]]","[[MBP1,SWI6],[SWI4,SWI6]]","[MBP1,SWI6]","[SWI4,SWI6]",False
53,"[[MBP1,SWI6],[SWI4,SWI6]]","[[MBP1,SWI6],[SWI4,SWI6]]","[MBP1,SWI6]","[MBP1,SWI6]",False
54,"[CLN1,CLN2]","[WHI5,STB1]",CLN1,WHI5,False
55,"[CLN1,CLN2]","[WHI5,STB1]",CLN1,STB1,False
56,"[CLN1,CLN2]","[WHI5,STB1]",CLN2,WHI5,False
57,"[CLN1,CLN2]","[WHI5,STB1]",CLN2,STB1,False
58,"[WHI5,STB1]","[CLB5,CLB6]",WHI5,CLB5,False
59,"[WHI5,STB1]","[CLN1,CLN2]",WHI5,CLN1,False
60,"[WHI5,STB1]","[CLN1,CLN2]",WHI5,CLN2,False
61,"[WHI5,STB1]","[HCM1,PLM2,TOS4]",WHI5,HCM1,False
62,"[WHI5,STB1]","[YOX1,NRM1,YHP1]",WHI5,NRM1,False
63,"[WHI5,STB1]","[YOX1,NRM1,YHP1]",WHI5,YHP1,False
64,"[WHI5,STB1]","[YOX1,NRM1,YHP1]",WHI5,YOX1,False
65,"[WHI5,STB1]","[SWI4,SWI6]",WHI5,SWI4,False
66,"[WHI5,STB1]","[SWI4,SWI6]",WHI5,SWI6,False
67,"[WHI5,STB1]","[MBP1,SWI6]",WHI5,SWI6,False
68,"[WHI5,STB1]","[MBP1,SWI6]",WHI5,MBP1,False
69,"[WHI5,STB1]","[CLB5,CLB6]",STB1,CLB5,True
70,"[WHI5,STB1]","[CLB5,CLB6]",STB1,CLB6,True
71,"[WHI5,STB1]","[CLN1,CLN2]",STB1,CLN1,True
72,"[WHI5,STB1]","[CLN1,CLN2]",STB1,CLN2,True
73,"[WHI5,STB1]","[HCM1,PLM2,TOS4]",STB1,HCM1,True
74,"[WHI5,STB1]","[YOX1,NRM1,YHP1]",STB1,NRM1,True
75,"[WHI5,STB1]","[YOX1,NRM1,YHP1]",STB1,YHP1,True
76,"[WHI5,STB1]","[YOX1,NRM1,YHP1]",STB1,YOX1,True
77,"[WHI5,STB1]","[SWI4,SWI6]",STB1,SWI4,False
78,"[WHI5,STB1]","[SWI4,SWI6]",STB1,SWI6,False
79,"[WHI5,STB1]","[MBP1,SWI6]",STB1,SWI6,False
80,"[WHI5,STB1]","[MBP1,SWI6]",STB1,MBP1,False
